"NYA199709300",32,"Paul O'Neill played the ball badly in the corner and never touched it"FILENAME_TX","LINE_NUMBER_CT"

"CLE199710060",13,"$Omar Vizquel leaped over Charlie Hayes, landed on both feet and threw to 1B"1997ALD1.EVE.post.comment.csv",2

