GAME_ID,EVENT_ID,COMMENT_TX
"LAN200504120",57,"originally an E9 allowing runner on 2nd to 3rd, removed on 04-14"
"LAN200504160",13,"Padres shortstop Khalil Greene left the game due to an injured hand/wrist Broken ring finger on right hand, out 3-4 weeks"
"LAN200505010",68,"$Luis Gonzalez called for interference"
"LAN200505020",42,"Nationals left fielder Terrmel Sledge left the game due to an injured leg"
"LAN200505030",54,"Dodgers third baseman Jose Valentin left the game due to an injured knee"
"LAN200505040",57,"Dodgers shortstop Cesar Izturis left the game due to an injured foot/ankle"
"LAN200505140",21,"Braves pitcher Mike Hampton left game due to an injured arm"
"LAN200505180",10,"Lowell lost foul pop in sun, hit in face, left game"
"LAN200505180",11,"Debut game for Joe Dillon"
"LAN200505200",38,"Angels RF Vladimir Guerrero left the game due to an injured neck/shoulder"
"LAN200505310",46,"$Jason Dubois called for interference"
"LAN200506010",1,"Debut game for John Koronka"
"LAN200506040",56,"ej,perea001,P,fostm901,Called third strike ej,tracj101,M,fostm901,Called third strike Dodgers 2B Antonio Perez and Mgr Jim Tracy ejected by HP umpire Marty Foster"
"LAN200506050",60,"Brewers catcher Damian Miller left the game due to an injured groin"
"LAN200506070",43,"Tigers shortstop Carlos Guillen left the game due to an injured leg"
"LAN200506070",53,"Debut game for Franquelis Osoria"
"LAN200506100",37,"Twins LF Shannon Stewart left the game due to an injured hand/wrist"
"LAN200506100",77,"$Hit screen high on fair pole"
"LAN200506110",47,"Dodgers shortstop Cesar Izturis left the game due to an injured leg"
"LAN200506280",27,"$Antonio Perez called for interference"
"LAN200507030",50,"$Drew suffers broken wrist, plays 2 more inning, onto DL"
"LAN200507140",20,"ej,pennb002,P,drakr901,Call at 1B (threw helmet) Dodgers pitcher Brad Penny ejected by HP umpire Rob Drake"
"LAN200507150",39,"Giants first baseman Lance Niekro left the game due to an injured back"
"LAN200507160",80,"ej,alouf101,M,dowda901,Fair/foul call (after game ended) ej,aloum001,P,dowda901,Fair/foul call (after game ended) ej,torry001,P,dowda901,Fair/foul call (after game ended) ej,cruzd001,P,dowda901,Fair/foul call (after game ended) $the foul ball was a check swing that was ruled no swing; Giants protested and after game-ending hit got even madder; manager Felipe Alou ejected after game by 1B umpire Adam Dowdy as well as Moises Alou, Yorvit Torrealba and Deivi Cruz"
"LAN200507250",60,"Dodgers pitcher Derek Lowe left the game with blister on finger"
"LAN200507290",53,"Debut game for Jonathan Broxton"
"LAN200508130",22,"$Jason Repko called for interference"
"LAN200508230",41,"Rockies second baseman Luis Gonzalez left the game due to an injured hand/wrist"
"LAN200508280",28,"Lamb broke late, easy out at home"
"LAN200508280",50,"ej,biggc001,P,eddid901,non-HBP; did not move out of way ej,garnp001,M,eddid901,non-HBP on Biggio $First pitch hit Craig Biggio, but HP umpire Doug Eddings said Biggio did not try to avoid it and called him back after he flied out, Biggio started yelling and was ejected by Eddings; Manager Phil Garner came out to argue, also ejected"
"LAN200508280",65,"Off Phillips' glove. Originally ruled E3, changed after game"
"LAN200509050",66,"Debut game for Dan Ortmeier"
"LAN200509060",46,"Dodgers pitcher Brad Penny left the game due to an injured back"
"LAN200509060",55,"Debut game for Brian Myrow"
"LAN200509070",39,"Giants pitcher Jason Schmidt left the game due to an injured groin"
"LAN200509120",17,"$Jeff Weaver called for interference"
"LAN200509250",70,"Debut game for Ronny Paulino"
"LAN200509280",38,"Shawn Estes left the game due to an injured foot/ankle"
"LAN200509280",48,"Wilson Alvarez left the game due to an injured hand/wrist"
