"CIN191604160",22,"Hill actually entered with a 1-1 count on Herzog."
"CIN191604160",34,"ej,mollf101,P,odayh101,Balls and strikes $Mollwitz ejected by HP umpire O'Day for arguing called 2nd strike"
"CIN191604170",34,"$Herzog turned an ankle getting back to first base, and had to leave the game."
"CIN191604180",54,"This was a hit-and-run."
"CIN191604180",55,"These may have been two distinct plays."
"CIN191604180",81,"This play may have been scored 31"
"CIN191604300",71,"$Knabe hurt his leg crossing first base, and had to leave the game."
"CIN191604300",89,"Jacobs actually entered with a 1-0 count on Groh."
"CIN191604300",90,"Groh singled on a 2-2 count."
"CIN191605010",6,"Neale tripled on the first pitch."
"CIN191605010",18,"INF"
"CIN191605010",60,"Baird was ejected by Klem for arguing the call."
"CIN191605100",55,"McCarty's right hand hurt."
"CIN191605160",27,"Bancroft hurt"
"CIN191606300",1,"INF"
"CIN191607010",27,"IPHR"
"CIN191607022",45,"$Game called dor rain"
"CIN191607070",51,"Top of 7th to end from Evening Mail."
"CIN191607080",62,"Groh's throw to the plate was late"
"CIN191607120",19,"$5 minute rain delay."
"CIN191607120",40,"$Game called for rain"
"CIN191607131",24,"ej,wingi101,P,harrp901,Call at 1B $Catcher Wingo ejected by HP umpire Harrison for arguing runnaer had been picked off at 1st"
"CIN191607140",9,"Chase's toss over Herzog's head allowed a run."
"CIN191607140",78,"Ball got by Killefer allowing go ahead run."
"CIN191607150",41,"Wilhoit's throw to Gowdy bounced away."
"CIN191607170",60,"Ball deflected by Reulbach."
"CIN191607170",81,"Neale faked going to second drawing bad throw."
"CIN191607180",0,"Buck Herzog's last game as player/manager of Reds."
"CIN191607180",13,"Ball deflected off Schneider."
"CIN191607180",32,"Ragan fell fielding bunt."
"CIN191607180",51,"Konetchy caught in run-down but reached third safely."
"CIN191607180",51,"Fisher tossed by O'Day on safe call at third."
"CIN191607180",52,"Sensational play by Groh."
"CIN191607201",0,"Ivey Wingo named interim manager of Reds."
"CIN191607201",45,"IPHR to scoreboard."
"CIN191607202",0,"Ivey Wingo's last game as interim manager of Reds."
"CIN191607202",12,"ej,loudb101,P,byrol901,Called third strike $Louden ejected by HP umpire Byron for arguing called third strike"
"CIN191607202",24,"Neale scored on Mayer's bad throw to the grandstand."
"CIN191607202",26,"Mayer threw wild to second base trying for force-out."
"CIN191607210",0,"Christy Mathewson's first game as Reds manager."
"CIN191607210",5,"Roush's first game with the Reds."
"CIN191607210",7,"Perfect squeeze bunt by Chase."
"CIN191607210",29,"Neale tried to advance on loose ball."
"CIN191607210",45,"485/Retrosheet box score agree on assists."
"CIN191607210",83,"Knetzer's throw to third base was late."
"CIN191607230",56,"$Base umpireEason bombarded by angry fans on close call first; Game delayed while players cleared bottles off field."
"CIN191607230",77,"Whitted drive rolled to rightfield wall for IPHR."
"CIN191608130",16,"Archer injured by foul tip in first, had to leave game."
"CIN191608130",53,"Chase started for second drawing bad throw from Elliott."
"CIN191608130",65,"Kelly and Knabe collided."
"CIN191608130",67,"Kelly injured earlier, had to leave game."
"CIN191608140",26,"IPHR between outfielders to wall."
"CIN191608160",11,"ej,zimmh101,P,harrp901,Call at HP $Zimmerman ejected by HP umpire Harrison for arguing he was safe at home"
"CIN191608180",8,"Griffith rounded third too far, out trying to go back."
"CIN191608190",109,"Perfect squeeze bunt by Byrne."
"CIN191608200",29,"Attempted double steal, Blackburn dropped ball."
"CIN191608200",61,"Ball deflected off pitcher."
"CIN191608200",68,"Possible POCSH or CSH."
"CIN191608220",41,"$Game called for rain"
"CIN191608240",26,"Groh called out for leaving second early, ejected by Eason."
"CIN191608240",39,"Stole third on pickoff throw."
"CIN191608240",65,"No one covered third on Meyers' throw."
"CIN191608270",14,"Ball deflected off Moseley."
"CIN191608270",17,"Hobbs last game in major leagues."
"CIN191608280",36,"Stole while Doyle escaped rundown after being picked off."
"CIN191608300",40,"McCarty ejected for arguing ball call."
"CIN191608300",56,"Mitchell missed Chase's throw."
"CIN191609030",56,"Louden was awarded third when Baird obstructed him on Huhn's single."
