"GAME_ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"NYN199910090",65,"ej,rojac101,C,willc901,Fair/foul call (bumped umpire) $Mets coach Rojas ejected by LF umpire Williams for arguing that ball hit by Hamilton was fair; he bumped umpire during argument","1999NLD1.EVE.post.comment.csv",2
