"GAME ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"MIL198004120",61,"Debut game for Bruce Hurst","1980MIL.EVA.regular.comment.csv",2
"MIL198004120",69,"Debut game for Mark Brouhard Debut game for Ned Yost","1980MIL.EVA.regular.comment.csv",3
"MIL198004120",84,"Debut game for Glenn Hoffman","1980MIL.EVA.regular.comment.csv",4
"MIL198004210",70,"ej,rodgb102,M,goetr901,Call at HP $Don Money caught the ball running away from the infield; Brewers Manager Buck Rodgers argued the call at HP and was ejected by HP umpire Russ Goetz","1980MIL.EVA.regular.comment.csv",5
"MIL198004270",3,"$Roy Howell walked but batted out of order; Otto Velez called out","1980MIL.EVA.regular.comment.csv",6
"MIL198004270",42,"$Dick Davis injured at some point in this inning","1980MIL.EVA.regular.comment.csv",7
"MIL198005060",41,"$Reggie Jackson left with strained right thigh muscle","1980MIL.EVA.regular.comment.csv",8
"MIL198005060",48,"$fan interference","1980MIL.EVA.regular.comment.csv",9
"MIL198005060",73,"$Ron Davis left after popping blister on middle finger","1980MIL.EVA.regular.comment.csv",10
"MIL198005090",50,"ej,caldm001,P,denkd901,Check swing $Brewers Caldwell, not in game, ejected by 1B umpire Denkinger for arguing check swing ball to Dempsey","1980MIL.EVA.regular.comment.csv",11
"MIL198005110",2,"$Mark Belanger called for interference for running into his own batted ball","1980MIL.EVA.regular.comment.csv",12
"MIL198005240",12,"ej,lezcs001,P,bremn901,Called third strike Sixto Lezcano ejected by HP umpire Nick Bremigan","1980MIL.EVA.regular.comment.csv",13
"MIL198005270",1,"Debut game for Rickey Keeton","1980MIL.EVA.regular.comment.csv",14
"MIL198006060",66,"ej,andes101,M,koscg901,Checked swing Tigers Manager Sparky Anderson ejected by 1B umpire Greg Kosc","1980MIL.EVA.regular.comment.csv",15
"MIL198006060",70,"Debut game for Roger Weaver","1980MIL.EVA.regular.comment.csv",16
"MIL198006120",15,"Debut game for Mike Hart","1980MIL.EVA.regular.comment.csv",17
"MIL198006120",77,"$Richie Zisk beat the throw then was caught off the bag","1980MIL.EVA.regular.comment.csv",18
"MIL198007010",16,"Debut game for Jeff Cox","1980MIL.EVA.regular.comment.csv",19
"MIL198007030",44,"Suicide squeeze","1980MIL.EVA.regular.comment.csv",20
"MIL198007050",26,"ej,thomg001,P,fordd901,Call at 1B Gorman Thomas ejected by 1B umpire Dale Ford","1980MIL.EVA.regular.comment.csv",21
"MIL198007101",44,"$Jerry Remy left with injured left ankle","1980MIL.EVA.regular.comment.csv",22
"MIL198007101",56,"$Jim Gantner called for interference","1980MIL.EVA.regular.comment.csv",23
"MIL198007170",45,"$Doug DeCinces hurt back sliding into 2B","1980MIL.EVA.regular.comment.csv",24
"MIL198007180",55,"$Robin Yount struck out but 3B umpire Jerry Neudecker had called time; HR on next pitch","1980MIL.EVA.regular.comment.csv",25
"MIL198007310",79,"$Fred Stanley called for obstruction","1980MIL.EVA.regular.comment.csv",26
"MIL198009060",19,"$Mike Richardt called for interference","1980MIL.EVA.regular.comment.csv",27
"MIL198009060",54,"Debut game for Don Kainer","1980MIL.EVA.regular.comment.csv",28
"MIL198009171",30,"17 minute light delay","1980MIL.EVA.regular.comment.csv",29
"MIL198009182",31,"Debut game for Bob Veselic","1980MIL.EVA.regular.comment.csv",30
"MIL198009200",23,"$Rob Dressler called for obstruction","1980MIL.EVA.regular.comment.csv",31
"MIL198009230",47,"ej,oglib001,P,bremn901,Called third strike Ben Oglivie ejected by HP umpire Nick Bremigan","1980MIL.EVA.regular.comment.csv",32
