"GAME_ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"NLS198407100",0,"$Managers: Paul Owens (NL Philadelphia), Joe Altobelli (AL Baltimore); MVP: Gary Carter (Montreal)(second time); 6 consecutive Ks by NL pitchers; 21 totals Ks in game; 3 times a pitcher struck out the side in order","1984AS.EVE.asg.comment.csv",2
