GAME_ID,EVENT_ID,COMMENT_TX
"COL199704140",56,"Debut game for Everett Stull"
"COL199705020",76,"Debut game for Mike DeJean"
"COL199706082",66,"game called for rain"
"COL199706110",1,"Debut game for Chris Brock"
"COL199706260",37,"ej,manwk001,P,poncl901,Called third strike Kirt Manwaring ejected by HP umpire Larry Poncino"
"COL199706260",64,"ej,vizcj001,P,poncl901,Called third strike Jose Vizcaino ejected by HP umpire Larry Poncino"
"COL199707240",0,"ej,radid801,C,bonig901,Balls and strikes Cubs coach Dan Radison ejected by HP umpire Greg Bonin sometime in game"
"COL199709050",21,"ej,lankr001,P,hirsm901,Called third strike (threw bat) Ray Lankford ejected by HP umpire Mark Hirschbeck; he threw his bat after being called out on strikes"
"COL199709070",2,"Debut game for Jeff Berblinger"
"COL199709100",67,"ej,walkl001,P,davig901,Called third strike Larry Walker ejected by HP umpire Gerry Davis"
"COL199709280",34,"Debut game for Mike Judd"
"COL199704140",56,"Debut game for Everett Stull"
"COL199705020",76,"Debut game for Mike DeJean"
"COL199706082",66,"game called for rain"
"COL199706110",1,"Debut game for Chris Brock"
"COL199706260",37,"ej,manwk001,P,poncl901,Called third strike Kirt Manwaring ejected by HP umpire Larry Poncino"
"COL199706260",64,"ej,vizcj001,P,poncl901,Called third strike Jose Vizcaino ejected by HP umpire Larry Poncino"
"COL199707240",62,"ej,radid801,C,bonig901,Called third strike $Cubs coach Dan Radison ejected by HP umpire Greg Bonin for arguing called third strike to Clark"
"COL199709050",21,"ej,lankr001,P,hirsm901,Called third strike (threw bat) Ray Lankford ejected by HP umpire Mark Hirschbeck; he threw his bat after being called out on strikes"
"COL199709070",2,"Debut game for Jeff Berblinger"
"COL199709100",67,"ej,walkl001,P,davig901,Called third strike Larry Walker ejected by HP umpire Gerry Davis"
"COL199709280",34,"Debut game for Mike Judd"
