"GAME_ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"BSN194704240",79,"$the fifth time Johnny Mize hit three homers in a game","1947BSN.EVN.regular.comment.csv",2
"BSN194704300",49,"$Sain ran into his own batted ball","1947BSN.EVN.regular.comment.csv",3
"BSN194705041",0,"$start of game delayed for one hour by rain","1947BSN.EVN.regular.comment.csv",4
"BSN194705070",67,"ej,hermb101,PIT,M,gorea901,Check swing ej,maucg101,PIT,M,gorea901,Check swing $Pirate manager Herman and infielder Mauch ejected by HP umpire Gore for continining to argue on half swing by Torgeson in top of inning just before he hit home run","1947BSN.EVN.regular.comment.csv",5
"BSN194705080",35,"$Nick Strincevich knocked down Earl Torgeson twice; Torgeson took a step toward the mound and challenged Strincevich","1947BSN.EVN.regular.comment.csv",6
"BSN194705080",44,"$Bama Rowell rounded 2B too far","1947BSN.EVN.regular.comment.csv",7
"BSN194705230",25,"$Larry Jansen fell as he caught the popup; Jansen tossed the ball to Walker Cooper who threw wildly to 3B","1947BSN.EVN.regular.comment.csv",8
"BSN194706011",5,"$Greenberg dropped a pop fly that was scored a double","1947BSN.EVN.regular.comment.csv",9
"BSN194706011",29,"High off LF fence","1947BSN.EVN.regular.comment.csv",10
"BSN194706011",48,"Over CF wall","1947BSN.EVN.regular.comment.csv",11
"BSN194706011",70,"Sisti knocked it down","1947BSN.EVN.regular.comment.csv",12
"BSN194706011",72,"Sain threw 127 pitches, 48 in the last 4 innings","1947BSN.EVN.regular.comment.csv",13
"BSN194706012",4,"Through Fletcher","1947BSN.EVN.regular.comment.csv",14
"BSN194706012",8,"Over LF fence","1947BSN.EVN.regular.comment.csv",15
"BSN194706012",26,"Badly played by Russell","1947BSN.EVN.regular.comment.csv",16
"BSN194706012",41,"Off Fletcher's glove","1947BSN.EVN.regular.comment.csv",17
"BSN194706012",44,"Over LF fence","1947BSN.EVN.regular.comment.csv",18
"BSN194706012",72,"Eluded Hopp","1947BSN.EVN.regular.comment.csv",19
"BSN194706012",74,"Over RCF screen deep into pavilion","1947BSN.EVN.regular.comment.csv",20
"BSN194706012",87,"On the run, Rickard couldn't hold on to it; he then accidentally kicked it as he stooped for it.","1947BSN.EVN.regular.comment.csv",21
"BSN194706020",75,"$Rip Sewell left with a sore hand","1947BSN.EVN.regular.comment.csv",22
"BSN194706030",47,"ej,kauft101,C,barrg901,Balls and strikes Cardinals coach Kaufmann ejected by HP umpire George Barr for arguing balls and strikes","1947BSN.EVN.regular.comment.csv",23
"BSN194706040",38,"$Bob Elliott left with injured shoulder","1947BSN.EVN.regular.comment.csv",24
"BSN194706050",5,"$Johnny Sain's throw struck Stan Musial and bounced into LF where Danny Litwhiler fumbled it","1947BSN.EVN.regular.comment.csv",25
"BSN194706050",31,"$Mike McCormick overslid 3B","1947BSN.EVN.regular.comment.csv",26
"BSN194706112",66,"$Bob Chipman left with a blister","1947BSN.EVN.regular.comment.csv",27
"BSN194706291",50,"$1bman Lakeman spiked on left heel by Masi, left with 2.5 inch cut","1947BSN.EVN.regular.comment.csv",28
"BSN194706291",53,"$Sisti apparently overran second","1947BSN.EVN.regular.comment.csv",29
"BSN194707101",0,"$Umpires Larry Goetz and Beans Reardon failed to show due to a scheduling mix up; Jocko Conlan took one player from each team to umpire the bases;  Bucky Walters (Reds) umpired at 1B and Dick Culler (Braves) at 3B; Walters had umpired before but this was Culler's only game umpired","1947BSN.EVN.regular.comment.csv",30
"BSN194707110",6,"$the throw to 3B struck Bert Haas","1947BSN.EVN.regular.comment.csv",31
"BSN194707110",54,"$Sibby Sisti left with injured shoulder","1947BSN.EVN.regular.comment.csv",32
"BSN194707170",49,"$Harry Brecheen out at 1B before Joe Garagiola scored","1947BSN.EVN.regular.comment.csv",33
"BSN194707170",76,"$Harry Brecheen left with an injured left index finger after being struck by a line drive to end the 8th","1947BSN.EVN.regular.comment.csv",34
"BSN194708150",6,"$Tommy Holmes had to wait to see if the ball would be caught","1947BSN.EVN.regular.comment.csv",35
"BSN194708160",54,"$Game called after 30 minute rain delay; Giants manager Ott stood in the rain arguing with HP umpire Reardon","1947BSN.EVN.regular.comment.csv",36
"BSN194708190",17,"$Dixie Howell called for interference when he ran out of baseline to avoid tag","1947BSN.EVN.regular.comment.csv",37
"BSN194708211",40,"$both Bama Rowell and Johnny Hopp were at 2B in the rundown","1947BSN.EVN.regular.comment.csv",38
"BSN194708270",76,"$Ewell Blackwell twisted his knee","1947BSN.EVN.regular.comment.csv",39
"BSN194708282",24,"$Eddie Lukon started for 2B after an overthrow at 1B","1947BSN.EVN.regular.comment.csv",40
"BSN194708282",52,"$game called due to darkness","1947BSN.EVN.regular.comment.csv",41
"BSN194709250",54,"$Buddy Kerr called for interference for running into his own bunt","1947BSN.EVN.regular.comment.csv",42
"BSN194709260",4,"ej,ott-m101,M,stewb901,Call at 1B ej,blatb101,P,goetl901,Call at 1B Giants Manager Mel Ott argued the call and was ejected by HP umpire Bill Stewart; Buddy Blattner argued from the bench and was ejected by 1B umpire Larry Goetz","1947BSN.EVN.regular.comment.csv",43
"BSN194709260",35,"$Mickey Witek rounded 2B too far","1947BSN.EVN.regular.comment.csv",44
"BSN194709270",16,"$Bruce Edwards injured","1947BSN.EVN.regular.comment.csv",45
"BSN194709270",55,"$missed squeeze","1947BSN.EVN.regular.comment.csv",46
