"GAME ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"MIN197704150",67,"437' HR","1977MIN.EVA.regular.comment.csv",2
"MIN197704170",5,"ej,maucg101,M,lucir901,Balk non-call $Twins manager Mauch ejected by 1B umpire Luciano for arguing that Umbarger had balked on pickof","1977MIN.EVA.regular.comment.csv",3
"MIN197704170",70,"379' HR","1977MIN.EVA.regular.comment.csv",4
"MIN197704260",56,"370' HR","1977MIN.EVA.regular.comment.csv",5
"MIN197704280",47,"ej,joner002,P,neudj901,Checked swing Ruppert Jones ejected by 3B umpire Jerry Neudecker","1977MIN.EVA.regular.comment.csv",6
"MIN197704290",70,"371' HR","1977MIN.EVA.regular.comment.csv",7
"MIN197704300",8,"414' HR","1977MIN.EVA.regular.comment.csv",8
"MIN197704300",23,"ej,carer001,P,clara901,Charging mound after HBP Rod Carew ejected by HP umpire Al Clark for charging the mound and punching Dave Roberts","1977MIN.EVA.regular.comment.csv",9
"MIN197704300",46,"363' HR","1977MIN.EVA.regular.comment.csv",10
"MIN197705010",8,"423' HR","1977MIN.EVA.regular.comment.csv",11
"MIN197705010",10,"437' HR","1977MIN.EVA.regular.comment.csv",12
"MIN197705010",13,"383' HR","1977MIN.EVA.regular.comment.csv",13
"MIN197705010",20,"Debut game for Jeff Holly","1977MIN.EVA.regular.comment.csv",14
"MIN197705010",43,"372' HR","1977MIN.EVA.regular.comment.csv",15
"MIN197705130",56,"386' HR","1977MIN.EVA.regular.comment.csv",16
"MIN197705140",62,"Debut game for Dennis DeBarr","1977MIN.EVA.regular.comment.csv",17
"MIN197705170",25,"403' HR","1977MIN.EVA.regular.comment.csv",18
"MIN197705170",43,"ej,bellb001,P,coont901,Call at 3B (Appeal) $Bell ejected by 3B umpire Cooney for arguing out call on appeal for leaving 3B too soon","1977MIN.EVA.regular.comment.csv",19
"MIN197705300",12,"$Doug DeCinces collided with Bob Randall, who was trying to field Billy Smith's ground ball; DeCinces called out for interference and suffered a broken nose","1977MIN.EVA.regular.comment.csv",20
"MIN197705300",86,"1:40 rain delay","1977MIN.EVA.regular.comment.csv",21
"MIN197705310",49,"Debut game for Tony Chevez","1977MIN.EVA.regular.comment.csv",22
"MIN197706010",9,"377' HR","1977MIN.EVA.regular.comment.csv",23
"MIN197706020",33,"376' HR","1977MIN.EVA.regular.comment.csv",24
"MIN197706020",63,"395' HR","1977MIN.EVA.regular.comment.csv",25
"MIN197706030",30,"412' HR","1977MIN.EVA.regular.comment.csv",26
"MIN197706040",31,"380' HR","1977MIN.EVA.regular.comment.csv",27
"MIN197706050",73,"395' HR","1977MIN.EVA.regular.comment.csv",28
"MIN197706060",59,"402' HR","1977MIN.EVA.regular.comment.csv",29
"MIN197706060",106,"366' HR","1977MIN.EVA.regular.comment.csv",30
"MIN197706070",16,"377' HR","1977MIN.EVA.regular.comment.csv",31
"MIN197706070",70,"367' HR","1977MIN.EVA.regular.comment.csv",32
"MIN197706080",4,"398' HR","1977MIN.EVA.regular.comment.csv",33
"MIN197706080",10,"423' HR","1977MIN.EVA.regular.comment.csv",34
"MIN197706080",15,"364' HR","1977MIN.EVA.regular.comment.csv",35
"MIN197706080",81,"380' HR","1977MIN.EVA.regular.comment.csv",36
"MIN197706080",88,"422' HR","1977MIN.EVA.regular.comment.csv",37
"MIN197706140",38,"430' HR","1977MIN.EVA.regular.comment.csv",38
