"TBA200804080",25,"Rays pitcher Matt Garza left the game due to an injured arm","FILENAME_TX","LINE_NUMBER_CT"
"TBA200804080",50,"$Close play at 2B on attempted force; Lopez lost Beltre's throw in lights and ball went into RF; ruling was that runner beat throw and error allowed advances to home and 3B; therefore, no assist for Beltre on 'dropped catch' error","2008TBA.EVA.regular.comment.csv",2
"TBA200804080",69,"ej,maddj801,M,wendh902,Call at 3B Rays Manager Joe Maddon ejected by 3B umpire Hunter Wendelstedt","2008TBA.EVA.regular.comment.csv",3
"TBA200804120",17,"Debut game for Evan Longoria","2008TBA.EVA.regular.comment.csv",4
"TBA200804130",1,"Debut game for Jeff Niemann","2008TBA.EVA.regular.comment.csv",5
"TBA200804140",65,"$the line drive hit Kennedy near the right hip","2008TBA.EVA.regular.comment.csv",6
"TBA200804200",3,"$homer #512 to tie Eddie Mathews and Ernie Banks","2008TBA.EVA.regular.comment.csv",7
"TBA200804220",0,"$Game played at The Ballpark at Disney's Wide World of Sports","2008TBA.EVA.regular.comment.csv",8
"TBA200804230",0,"$Game played at The Ballpark at Disney's Wide World of Sports","2008TBA.EVA.regular.comment.csv",9
"TBA200804230",11,"Debut game for Robinzon Diaz","2008TBA.EVA.regular.comment.csv",10
"TBA200804240",0,"$Game played at The Ballpark at Disney's Wide World of Sports","2008TBA.EVA.regular.comment.csv",11
"TBA200804240",19,"ej,riosa002,P,mcclt901,Checked swing for strike three Blue Jays right fielder Alex Rios ejected by 1B umpire Tim McClelland","2008TBA.EVA.regular.comment.csv",12
"TBA200804250",15,"Red Sox first baseman Sean Casey left the game due to a hip strain","2008TBA.EVA.regular.comment.csv",13
"TBA200805090",22,"Angels second baseman Erick Aybar left the game due to an injured hand/wrist","2008TBA.EVA.regular.comment.csv",14
"TBA200805230",62,"ej,tremd801,M,rapue901,Continuing argument on fair/foul call $Orioles manager Trembley ejected by HP umpire Rapuano when for changed pitchers for continuing to argue that grounder hit by Huff in last inning was fair","2008TBA.EVA.regular.comment.csv",15
"TBA200806180",34,"Cubs center fielder Jim Edmonds left the game due to an injured foot/ankle","2008TBA.EVA.regular.comment.csv",16
"TBA200806180",59,"Cubs pitcher Carlos Zambrano left the game due to discomfort in his throwing shoulder","2008TBA.EVA.regular.comment.csv",17
"TBA200806220",47,"Astros second baseman Kazuo Matsui left the game due to an injured leg","2008TBA.EVA.regular.comment.csv",18
"TBA200806300",73,"$the ball struck the catwalk above the field","2008TBA.EVA.regular.comment.csv",19
"TBA200807010",61,"originally E1, changed to single on 07-24","2008TBA.EVA.regular.comment.csv",20
"TBA200807020",36,"$Ellsbury out when Lugo was called out for interfering with Bartlett on the double play; a run would have scored; No GDP charged to Ellsbury","2008TBA.EVA.regular.comment.csv",21
"TBA200807040",16,"Debut game for Reid Brignac","2008TBA.EVA.regular.comment.csv",22
"TBA200807190",40,"$on the dribbler down the 1B line, Halladay picked up the ball when he thought it rolled foul and then argued the fair call with HP umpire Mike DiMuro","2008TBA.EVA.regular.comment.csv",23
"TBA200807190",51,"ej,arnsb001,C,dimum901,Balls and strikes $Blue Jays coach Arnsberg ejected by HP umpire DiMuro for arguing balls and strikes","2008TBA.EVA.regular.comment.csv",24
"TBA200807190",62,"ej,leagb001,P,dimum901,Intentional HBP $Pitcher League ejected by HP umpire DiMuro for intentionally hitting Navarro","2008TBA.EVA.regular.comment.csv",25
"TBA200807210",20,"Debut game for Brooks Conrad","2008TBA.EVA.regular.comment.csv",26
"TBA200808060",57,"$Indians second baseman Asdrubal Cabrera left the game due to an injured foot/ankle","2008TBA.EVA.regular.comment.csv",27
"TBA200808190",44,"ej,maddj801,M,mealj901,Double play call after overthrow $Teixeira's throw was wide and retrieved by Kendrick, who tagged Upton before he returned to the bag; 1B umpire Jerry Meals ruled that Upton had turned toward second and called him out; Rays Manager Joe Maddon argued with Meals and crew chief Gary Darling and was ejected by Meals","2008TBA.EVA.regular.comment.csv",28
"TBA200808260",53,"Rays catcher Dioner Navarro left the game due to an injured leg","2008TBA.EVA.regular.comment.csv",29
"TBA200808290",28,"Orioles third baseman Melvin Mora left the game due to an injured leg","2008TBA.EVA.regular.comment.csv",30
"TBA200808290",40,"$Orioles pitcher Jeremy Guthrie yelled at HP umpire Sam Holbrook as he left the game, talking about the strike zone","2008TBA.EVA.regular.comment.csv",31
"TBA200808290",45,"ej,hernr002,P,holbs901,Balls and strikes $Orioles catcher Ramon Hernandez requested HP umpire Sam Holbrook to check with 3B umpire Chad Fairchild on the possible swing by Akinori Iwamura on the second pitch; it was ruled no swing and Hernandez said some things to Holbrook; Holbrook told Hernandez to throw the ball back to pitcher Fernando Cabrera and then the argument escalated with the ultimate result that Hernandez was ejected by Holbrook","2008TBA.EVA.regular.comment.csv",32
"TBA200808300",25,"a fan reached over the wall and caught the ball; interference","2008TBA.EVA.regular.comment.csv",33
"TBA200809030",78,"replay,9,rodra001,NYA,relic901,STP01,F,N,I,,H $the ball went over the LF fence just inside the line but higher than the pole; after the ball was ruled fair, Rays manager Joe Madden asked about the call; the umpires huddled and then crew chief Charlie Reliford went into the visiting team dugout to watch a replay; Reliford upheld the call; this was the first use of the replay capability six days after it was instituted","2008TBA.EVA.regular.comment.csv",34
"TBA200809150",28,"$Bay's fly ball landed in the 'C' ring catwalk for a ground rule home run","2008TBA.EVA.regular.comment.csv",35
"TBA200809150",33,"Debut game for Mitch Talbot","2008TBA.EVA.regular.comment.csv",36
"TBA200809190",35,"replay,4,penac001,TBA,davig901,STP01,I,Y,I,,H $the ball was ruled in play; crew chief Gerry Davis watched the replay and overturned the call to a home run, the first such reversal in the history of instant replay and the third review","2008TBA.EVA.regular.comment.csv",37
