"PIT197210070",29,"ej,andes101,M,burkk101,Fair/foul call $Cesar Geronimo hit a line drive that struck 1B umpire Ken Burkhart and was ruled foul; Reds Manager Sparky Anderson ejected by Burkhart","FILENAME_TX","LINE_NUMBER_CT"
"CIN197210100",56,"$Rennie Stennett lost fly ball in the sun","1972NLCS.EVE.post.comment.csv",2
