"GAME_ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"BRO195210010",35,"$sliding catch","1952WS.EVE.post.comment.csv",2
"BRO195210010",47,"Over the scoreboard","1952WS.EVE.post.comment.csv",3
"BRO195210010",57,"Caromed high off the wall past Snider who misplayed it as Woodling limped around the bases","1952WS.EVE.post.comment.csv",4
"BRO195210020",50,"Robinson tagged Berra","1952WS.EVE.post.comment.csv",5
"NYA195210030",21,"$fan interference","1952WS.EVE.post.comment.csv",6
"NYA195210040",3,"Martin stumbled as he fielded it and his back-handed toss went into LF","1952WS.EVE.post.comment.csv",7
"NYA195210040",29,"Sensational leaping 1-handed catch at the LCF scoreboard","1952WS.EVE.post.comment.csv",8
"NYA195210040",35,"$missed squeeze","1952WS.EVE.post.comment.csv",9
"NYA195210050",17,"$leaping catch on possible home run","1952WS.EVE.post.comment.csv",10
"NYA195210050",77,"Before starting the 10th, umpires ordered stadium lights turned on","1952WS.EVE.post.comment.csv",11
"NYA195210050",81,"Great stretch/scoop by Hodges","1952WS.EVE.post.comment.csv",12
"NYA195210050",86,"Hit & run","1952WS.EVE.post.comment.csv",13
"NYA195210050",91,"$leaping catch on possible home run","1952WS.EVE.post.comment.csv",14
"BRO195210060",14,"Good stop by Rizzuto; nice catch/stretch by Mize of off-target throw","1952WS.EVE.post.comment.csv",15
"BRO195210060",49,"While moving into his stretch, the ball fell out of Loes' hand","1952WS.EVE.post.comment.csv",16
"BRO195210060",52,"$Deflected off Loes' left knee past Hodges (who was running to the bag) and into short RF","1952WS.EVE.post.comment.csv",17
"BRO195210070",29,"Throw-in got away from Reynolds","1952WS.EVE.post.comment.csv",18
"BRO195210070",42,"Back-handed catch of low liner","1952WS.EVE.post.comment.csv",19
"BRO195210070",43,"Over the scoreboard","1952WS.EVE.post.comment.csv",20
"BRO195210070",54,"Tried to bunt for a hit but scored SH","1952WS.EVE.post.comment.csv",21
"BRO195210070",62,"$running catch by Billy Martin at his knees near the mound","1952WS.EVE.post.comment.csv",22
"BRO195210070",67,"ej,branr103,P,goetl901,Bench jockeying Ralph Branca ejected by HP umpire Larry Goetz","1952WS.EVE.post.comment.csv",23
