"BAL198310110",51,"$John Lowenstein saved a home run with a leaping catch","FILENAME_TX","LINE_NUMBER_CT"
"PHI198310160",60,"$Joe Morgan fell down and returned to 3B","1983WS.EVE.post.comment.csv",2
