"PHI191604120",47,"Into the stands."
"PHI191604280",40,"Hit and run."
"PHI191604280",53,"Rain began."
"PHI191605272",71,"Over the fence."
"PHI191605301",61,"Over the fence."
"PHI191605302",24,"Bancroft dropped pop up."
"PHI191605302",29,"Into the stands."
"PHI191605302",35,"ej,killb101,P,harrp901,Balls and strikes (Threw dirt) $Catcher Killefer ejected by HP umpire Harrison for arguing balls and strikes and throwing dirt on him"
"PHI191605302",39,"Into the stands."
"PHI191605302",61,"ej,burne101,P,harrp901,Balls and strikes ej,morap101,M,harrp901,Balls and strikes $Phillies manager Moran and catcher Burns ejected by HP umpire Harrison for arguing balals and strikes"
"PHI191605302",66,"ej,paskd101,P,harrp901,Balls and strikes (Hit umpire's broom with bat) $Paskert ejected by HP umpire Harrison for arguing balls and strikes and hitting umpire's broom with bat"
"PHI191605302",76,"Into the stands."
"PHI191605310",62,"Into the seats."
"PHI191606030",63,"Ball deflected off pitcher."
"PHI191606120",9,"The play-by-play had this scored 8(B)6(2)/LDP.  cb"
"PHI191606230",77,"Snodgrass started for second and was tagged out."
"PHI191606240",28,"Bounce HR: Koney's drive to center bounced over the fence."
"PHI191606240",31,"Paskert's long drive hit top of the bleacher fence."
"PHI191606262",49,"Hit and run play."
"PHI191606262",54,"ej,konee101,P,odayh101,Call at HP $1bman Konetchy ejected by HP umpire O'Day for arguing Luderus was out at home"
"PHI191607262",46,"Bounce HR: Ball bounced into stands."
"PHI191607262",57,"Wagner walked on four pitches."
"PHI191607262",66,"McCarthy caught off second, Wilson out trying for second."
"PHI191608012",28,"Attempted double steal by Whitted and Luderus."
"PHI191608020",0,"Alexander wins 20th game of season."
"PHI191608040",12,"Hornsby scored during run down out on Wilson."
"PHI191608070",10,"$Dugey tagged out not seeing that Niehoff stayed at third."
"PHI191608070",39,"Bancroft able to score when ball bounded away from Ames."
"PHI191608100",21,"Paskert thrown out after ball got away from Louden."
"PHI191608110",39,"Roush held third on groundout."
"PHI191608120",2,"Cravath hit in face by rebound off wall."
"PHI191608120",21,"Hit and run."
"PHI191608120",27,"$Rariden's right hand injured by foul ball."
"PHI191608120",34,"Tried to advance when pitch escaped Kocher."
"PHI191608120",44,"Into the seats."
"PHI191608141",69,"Over the fence."
"PHI191608142",8,"Bounce HR: Bounced into seats."
"PHI191609020",25,"Into the seats."
"PHI191609041",20,"Into the stands."
"PHI191609041",33,"Over the fence."
"PHI191609042",69,"Two previous plays really one continuous play."
"PHI191609131",6,"ej,bescb101,P,byrol901,Call at 3B ej,longt102,P,byrol901,Call at 3B $Cardinals Bescher and Long ejected by HP umpire Byron for arguing that Long was safe at 3rd"
"PHI191609131",19,"Paskert missed pitch on suicide squeeze."
"PHI191609161",4,"$Paskert foul tipped a ball which split Elliott's finger."
"PHI191609180",5,"$O'Farrell hit on hand by foul tip, broke a finger."
"PHI191609180",63,"Three men watched pop fly drop for hit back of third."
"PHI191609190",49,"Killefer's throw to second base was wide."
"PHI191609201",3,"Carey singled off the wall."
"PHI191609201",52,"INF"
"PHI191609201",55,"$Fischer was spiked at the plate."
"PHI191609220",65,"The PBP had this as an E6."
"PHI191609220",68,"The PBP had this as an E4 all the way."
"PHI191609220",73,"Fischer's fly fell on to the platform in RF used for the scoreboard keepers and never fell off."
"PHI191610021",7,"Snodgrass dropped Stock's fly."
"PHI191610022",5,"Attempted double steal, Koney out returning to first."
"PHI191610022",14,"Ball deflected off Konetchy's glove to Egan."
"PHI191610022",16,"On Killefer's roller Niehoff able to get to third."
"PHI191610022",43,"Luderus threw wide of second after fielding bunt."
"PHI191610032",81,"$Bender not charged with AB in official records, although clear that 6th spot was last in game for Phillies; pbp accounts had Niehoff batting here, which would require batting out of turn"
