"GAME_ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"CHA195104200",63,"Debut game for Wayne McLeland","1951CHA.EVA.regular.comment.csv",2
"CHA195104210",0,"65 minute rain delay before start of game","1951CHA.EVA.regular.comment.csv",3
"CHA195104220",67,"Debut game for Doc Daugherty","1951CHA.EVA.regular.comment.csv",4
"CHA195104252",66,"missing play in CHA195104252","1951CHA.EVA.regular.comment.csv",5
"CHA195105030",64,"Debut game for Bob Mahoney","1951CHA.EVA.regular.comment.csv",6
"CHA195105040",69,"ej,grasm101,P,passa901,Balls and strikes Mickey Grasso ejected by HP umpire Art Passarella","1951CHA.EVA.regular.comment.csv",7
"CHA195105132",78,"$game called so both teams could catch trains","1951CHA.EVA.regular.comment.csv",8
"CHA195106020",13,"$Eddie Robinson stopped halfway to HP and was run down as Jim Busby also went to 3B; Chico Carresquel broke for 2B as Busby went back to 2B and was run down to complete double play","1951CHA.EVA.regular.comment.csv",9
"CHA195106032",2,"$Dom DiMaggio rounded 2B too far","1951CHA.EVA.regular.comment.csv",10
"CHA195106032",50,"$lights turned on","1951CHA.EVA.regular.comment.csv",11
"CHA195106101",69,"$Gus Niarhos knocked out in collision with Gil McDougald","1951CHA.EVA.regular.comment.csv",12
"CHA195106270",36,"$lights turned on","1951CHA.EVA.regular.comment.csv",13
"CHA195106290",16,"ej,beraj101,P,mckib901,Balls and strikes ej,taylz101,M,mckib901,Balls and strikes Johnny Berardino and Browns Manager Zack Taylor ejected by HP umpire Bill McKinley","1951CHA.EVA.regular.comment.csv",14
"CHA195107011",77,"$there was some uncertainty whether the ball was caught; Ken Holcombe ran from 2B","1951CHA.EVA.regular.comment.csv",15
"CHA195107130",41,"ej,rosab101,P,papaj901,Balls and strikes $Catcher Rosar ejected by HP umpire Paparella for arguing Balls and strikes","1951CHA.EVA.regular.comment.csv",16
"CHA195107210",41,"Debut game for Sammy Hairston","1951CHA.EVA.regular.comment.csv",17
"CHA195107222",69,"DIFF: officials have this as GDP","1951CHA.EVA.regular.comment.csv",18
"CHA195108240",37,"$Chico Carrasquel called for obstruction for tripping Ray Scarborough","1951CHA.EVA.regular.comment.csv",19
"CHA195109080",5,"Debut game for Russ Sullivan","1951CHA.EVA.regular.comment.csv",20
"CHA195109080",58,"Debut game for Bob Boyd","1951CHA.EVA.regular.comment.csv",21
"CHA195109220",16,"Debut game for Red Wilson","1951CHA.EVA.regular.comment.csv",22
