GAME_ID,EVENT_ID,COMMENT_TX
"ALS200507120",0,"$Managers: Tony LaRussa (St. Louis NL); Terry Francona (Boston AL); MVP: Miguel Tejada (Baltimore AL)"
"ALS200507120",0,"$Managers: Tony LaRussa (St. Louis NL); Terry Francona (Boston AL); MVP: Miguel Tejada (Baltimore AL)"
