"NYA191706051",13,"$Mitchell out on appeal for not touching second"
"NYA191706080",12,"Liner hit fence on fly missing HR by 2 feet."
"NYA191706080",14,"Grounder hit off Wamby's foot to Chapman who made the play."
"NYA191706201",45,"Into the stands."
"NYA191706201",63,"ej,agnes101,P,dinnb101,Fair/foul call $Catcher Agnew ejected by HP umpire Dineen for arguing that Hendryz's HR was foul"
"NYA191706201",69,"Bottom of 9th from NY Times."
"NYA191706231",8,"Into the seats."
"NYA191706231",19,"Into the seats."
"NYA191706231",79,"Probably defensive indifference."
"NYA191707252",2,"Off Gedeon's glove"
"NYA191707252",8,"Risberg tried to score when Schalk was caught off 1B"
"NYA191707252",27,"Risberg: running catch, crashed into concrete barrier"
"NYA191707252",39,"Marsans: running catch"
"NYA191707252",50,"EBA credited no Gandil assist"
"NYA191707252",60,"Collins: leaping 1-handed catch"
"NYA191707282",6,"$Hendryx hurt leg running into 3rd"
"NYA191707282",12,"$Failed hit and run"
"NYA191708021",8,"$Missed hit and run"
"NYA191708021",24,"$35 minute rain delay"
"NYA191708021",34,"$25 minute rain delay"
"NYA191708021",54,"pbp account ends here, rest deduced"
"NYA191708081",18,"Into the seats."
"NYA191708090",7,"THere is a discrepancy in the Indian's fielding stats for  this game. According to the boxscore, one of the 43 plays may have actually been 63."
"NYA191708090",33,"Attempted double steal. O'Neill bluffed a trhow to second. Baker took the bait and was an easy out."
"NYA191708090",52,"Suspicious play - this is how it is scored in PD."
"NYA191708090",54,"Lambeth rounded 3rd and was trapped by Maisel's quick throw. This double play is not mentioned in the boscore."
"NYA191708090",72,"Easy fly ball that LF Smith lost in the sun."
"NYA191708100",14,"$Marsans broke his leg sliding into home"
"NYA191708100",55,"Botched squeeze play"
"NYA191708100",64,"Putout and assist reconstructed from boxscore"
"NYA191708100",69,"Putout and assist reconstructed from boxscore"
"NYA191708100",70,"Botched squeeze"
"NYA191708100",99,"Fanned after hitting foul HR"
"NYA191708311",27,"Hit by own batted ball."
"NYA191709170",1,"Into the stands."
"NYA191709170",13,"Into the seats."
"NYA191709170",36,"Into the seats."
"NYA191709170",54,"pbp account ends here, rest deduced"
"NYA191709190",0,"$Debut game for Lamar, Camp, and Fewster."
"NYA191709190",48,"pbp account ends here, rest deduced"
"NYA191709250",46,"pbp account ends here, rest deduced"
"NYA191709250",70,"$hit on head"
"NYA191709260",22,"$Yes, Cobb scored from 2nd on a sacrifice bunt"
"NYA191709260",57,"pbp account ends here, rest deduced"
"NYA191709291",68,"Into the seats."
"NYA191709292",61,"Remainder of game derived from Retrosheet box score."
"NYA191710010",36,"Into the seats."
"NYA191710010",54,"pbp account ends here, rest deduced"
"NYA191710010",64,"$Gilhooley touched plate with index finger while standing as catcher had ball on plate while lying down"
