"GAME ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"OAK199404130",97,"fan interference","1994OAK.EVA.regular.comment.csv",2
"OAK199404130",101,"ej,mcgwm001,P,mcclt901,Balls and strikes Mark McGwire ejected by HP umpire Tim McClelland","1994OAK.EVA.regular.comment.csv",3
"OAK199405160",2,"Debut game for Rusty Greer","1994OAK.EVA.regular.comment.csv",4
"OAK199405160",93,"ej,duncd101,C,johnm901,Balls and strikes $Athletics coach Duncan ejected by HP umpire Johnson for arguing balls and strikes after Lee walked","1994OAK.EVA.regular.comment.csv",5
"OAK199405170",25,"Debut game for Ernie Young","1994OAK.EVA.regular.comment.csv",6
"OAK199406250",12,"$Kirk Gibson called for interference","1994OAK.EVA.regular.comment.csv",7
"OAK199406260",72,"Debut game for Riccardo Ingram","1994OAK.EVA.regular.comment.csv",8
"OAK199407160",37,"ej,melej001,P,morrd901,Intentional HBP Jose Melendez ejected by HP umpire Dan Morrison","1994OAK.EVA.regular.comment.csv",9
"OAK199407170",76,"Debut game for Francisco Matos","1994OAK.EVA.regular.comment.csv",10
"OAK199407200",63,"ej,larut101,M,beane901,Balls and strikes $Athletics manager LaRussa ejected by HP umpire Bean for arguing balls and strikes while Javier was at bat","1994OAK.EVA.regular.comment.csv",11
"OAK199407210",57,"ej,andeb001,P,hirsj901,Balls and strikes Brady Anderson ejected by HP umpire John Hirschbeck for objecting to called strike one","1994OAK.EVA.regular.comment.csv",12
"OAK199407240",61,"ej,steit001,P,hirsj901,Checked swing Terry Steinbach ejected by 1B umpire John Hirschbeck arguing a check swing call","1994OAK.EVA.regular.comment.csv",13
