"CLE201304090",33,"ej,carrc003,P,bakej902,Intentional HBP Indians pitcher Carlos Carrasco ejected by HP umpire Jordan Baker"FILENAME_TX","LINE_NUMBER_CT"

"CLE201304140",63,"Indians center fielder Michael Bourn left the game due to an injured hand"2013CLE.EVA.regular.comment.csv",2

"CLE201304180",13,"fan interference"2013CLE.EVA.regular.comment.csv",3

"CLE201305080",70,"ej,melvb001,M,herna901,Home run replay ruling replay,9,rosaa001,OAK,herna901,CLE08,O,N,I,,H $Adam Rosales hit a fly that seemed to strike the metal fence above and behind the yellow stripe at the top of the padded wall in left center; the ball was ruled in play but Athletics manager Bob Melvin asked about the call; acting crew chief Angel Hernandez watched the replay and upheld the call; Melvin argued after the ruling and was ejected by Henandez; the next day, a statment was issued by the commissioner's office that the ruling was 'improper' but that it would stand because the decision to reverse a call by use of replay is at the sole discretion of the crew chief"2013CLE.EVA.regular.comment.csv",4

"CLE201305300",38,"Indians right fielder Ryan Raburn left the game due to an injured leg"2013CLE.EVA.regular.comment.csv",5

"CLE201305310",36,"originally scored as E5, changed to single on 6-04-2013, makes two runs earned"2013CLE.EVA.regular.comment.csv",6

"CLE201306020",47,"ej,frant001,M,welkb901,Balls and strikes Indians manager Terry Francona ejected by HP umpire Bill Welke"2013CLE.EVA.regular.comment.csv",7

"CLE201307110",14,"originally scored as single, changed to E3 on 7-24-2013"2013CLE.EVA.regular.comment.csv",8

"CLE201307300",36,"originally scored E6, changed to single on 08-13-2013, making all runs in inning earned"2013CLE.EVA.regular.comment.csv",9

"CLE201308050",19,"$Austin Jackson called for interference"2013CLE.EVA.regular.comment.csv",10

"CLE201308110",18,"ej,cabra002,P,carav901,Balls and strikes Asdrubal Cabrera ejected by HP umpire Vic Carapazza"2013CLE.EVA.regular.comment.csv",11

"CLE201309020",8,"Indians pitcher Justin Masterson left the game due to an injured side"2013CLE.EVA.regular.comment.csv",12

"CLE201309020",11,"$Nate McLouth singled and Nick Markakis advanced to 3B while Matt Wieters scored; however, Markakis was called out on appeal for missing 2B, thus costing McLouth a hit"2013CLE.EVA.regular.comment.csv",13

"CLE201309080",76,"ej,avilm001,P,darlg901,Call at 2B Indians pinch runner Mike Aviles ejected by 2B umpire Gary Darling"2013CLE.EVA.regular.comment.csv",14

"CLE201309090",51,"replay,7,santc002,CLE,demud901,CLE08,F,Y,I,,H $Carlos Santana hit a fly ball down the RF line that was ruled foul by 1B umpire and crew chief Dana DeMuth; the umpires huddled briefly and DeMuth then watched the replay and overturned the call to a home run because the ball touched the pole on the right side as it went by"2013CLE.EVA.regular.comment.csv",15

"CLE201309200",53,"$Game called for rain after delay of 1:09"2013CLE.EVA.regular.comment.csv",16

