GAME_ID,EVENT_ID,COMMENT_TX
"SLA194804251",48,"$Daring move to try to score from second on WP; much dispute about call"
"DET194804290",47,"$runner stopped at third, then proceeded after error, no RBI"
"CHA194805010",36,"$Line drive off Grove's forearm deflected to Appling"
"CHA194805010",55,"$Kolloway failed to cover 1st, but error on Appling's throw"
"CHA194805250",41,"$A's manager Mack decided was too winded after his time on the bases and removed him"
"CHA194805260",39,"DWS: speculative, but need another runner, not on H, E, W, or BB"
"BOS194806120",21,"$pitcher Orval Grove and trainer Packy Schwarz ejected by umpire Red Jones"
"BOS194806120",31,"DWS: pbp ends here, rest deduced"
"BOS194806120",77,"$Appling was struck in head by throw from Stephens who was trying to complete a double play"
"BOS194806120",81,"$crossed up shift on single to left"
"SLA194804240",40,"$Haynes left with sore arm"
"SLA194806201",41,"$Pellagrini lost DiMaggio's popup in the sun"
"CHA194806242",12,"DWS: pbp ends here, rest deduced"
"SLA194806272",62,"$Game called for rain in bottom of 8th, but score reverted to end of 7th."
"CHA194806260",25,"DWS: pbp ends here, rest deduced"
"CHA194806260",43,"$Kolloway hit apparent single to right, but Valo threw to third for force and Appling threw back to second to  complete double play!"
"SLA194806240",51,"$Harris relieve with 2-0 count on Moss, walk to Marchildon"
"SLA194807010",11,"$Robinson removed with 'pulled tendon in right thigh'"
"SLA194807010",33,"$Judson left with pain in side"
"DET194807110",19,"$first baseman failed to cover first on routine grounder"
"DET194807110",30,"$61 minute rain delay at this point"
"SLA194806220",21,"$DWS: this is pretty bodacious speculation, but we need a 2-4 DP that is not GDP or involve CS"
"SLA194806220",25,"DWS: papers clear Dillinger tried to score when Joost fumbled ball"
"SLA194806220",71,"$Late throw home"
"DET194807100",3,"$late throw to second"
"DET194807100",15,"$another late throw to second"
"DET194807100",35,"$another late throw"
"SLA194806210",7,"$Majeski missed pitch on squeeze attempt and Chapman suffered torn ligament in his right leg in rundown"
"SLA194806210",43,"$Rosar bruised right knee on wall making great catch on foul"
"PHA194807220",36,"$Umpire ruled that Priddy interferred with Guerra while striking out so Zarilla charged with caught stealing"
"SLA194808090",77,"$Baker rounded second too far and was out when they threw behind him"
"DET194807300",53,"$Harris broke the third finger on his left hand as he  deflected this ball, but pitched again two days later."
"SLA194808150",22,"$Wertz hit in head and left game"
"BOS194808292",60,"$Doerr hurt thigh muscle stumbling over first base"
"BOS194808292",77,"$Doerr aggravated leg injury and left game"
"CHA194809030",50,"$Seerey's elbow 'locked' on 1-2 pitch and Wright hit for him"
"SLA194809140",19,"$Yes, Majeski held first as Fain stole third"
"CHA194809192",65,"$Game called for darkness"
"SLA194809260",63,"$Fannin left with a 'weak ankle'"
"PHA194808260",18,"DWS: I don't believe this play at all, but Coleman has a GDP and the Tigers turned one 1643 and there was no score in this inning"
"DET194809280",55,"$Zarilla hit on elbow by throw as he slide into second, had to leave game"
