"GAME_ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"NLS198007080",0,"$Managers: Chuck Tanner (NL Pittsburgh), Earl Weaver (AL Baltimore); NL's 9th straight win (17 of 18); MVP: Ken Griffey (Cincinnati) Steve Stone first AS pitcher to toss 3 perfect innings since Denny McClain in 1968; stayed perfect through 4 2/3 innings","1980AS.EVE.asg.comment.csv",2
