"BSN191704191",53,"ej,bancd101,P,odayh901,Called strike 3 $Bancroft ejected by HP umpire O'Day for arguing called strike 3"
"BSN191705140",3,"Hit and run."
"BSN191705150",34,"Magee missing from PBP."
"BSN191705160",8,"Wide throw"
"BSN191705160",9,"Fabricated PO credit"
"BSN191705160",28,"Over Williams"
"BSN191705160",55,"Reulbach threw to CF"
"BSN191705160",68,"Merkle: 1-handed catch near the bench"
"BSN191705160",74,"Over Bailey"
"BSN191705170",4,"Brilliant stop"
"BSN191705170",12,"Mann and Williams nearly collided; both missed it"
"BSN191705170",15,"Gowdy tried dodging high/inside pitch but it hit his bat"
"BSN191705170",31,"High bounder, off Allen's glove"
"BSN191705170",45,"Kelly fumbled"
"BSN191705170",50,"Mann: remarkable peg"
"BSN191705170",57,"Deal: shoetop catch"
"BSN191705170",60,"Bounced over Konetchy"
"BSN191707161",47,"PBP doesn't say what happened to Carey."
"BSN191707181",76,"$Smith threw ball down after Bigbee called safe at third and Bigbee scored."
"BSN191707200",7,"Wortman fumbled it momentarily"
"BSN191707200",25,"Kelly fumbled"
"BSN191707200",26,"Rawlings: neat play"
"BSN191707200",43,"Off Maranville"
"BSN191707200",53,"Deal knocked it down"
"BSN191707200",59,"To LCF fence"
"BSN191707210",2,"Deduced"
"BSN191707210",3,"Deduced"
"BSN191707210",4,"Hit & run; past Smith"
"BSN191707210",5,"Attempted double steal"
"BSN191707210",17,"Infield hit"
"BSN191707210",33,"Terrific smash far over Williams"
"BSN191707210",37,"Over Smith"
"BSN191707210",39,"Maranville: shoetop catch"
"BSN191707210",51,"Barnes: hopping stop"
"BSN191707230",20,"Tragesser scored on rundown."
"BSN191707230",30,"Smith stole while Douglas was holding ball near plate after last play."
"BSN191707230",44,"Probably bunting for a hit."
"BSN191707230",64,"Balance of game from Chi. Tribune and Boston Globe."
"BSN191707240",15,"Off Hendrix's glove"
"BSN191707240",17,"Maranville: 1-handed catch"
"BSN191707240",34,"Bounded over Konetchy"
"BSN191707240",36,"Flack was caught off 1B and started for 2B.  Hendrix left 2B and was out."
"BSN191707240",42,"ej,doyll101,P,klemb901,Interference non-call $Doyle ejected by HP Umpire Klem for arguing that Maranville's hit had struck Rawlings"
"BSN191707240",47,"Deal: sensational stop"
"BSN191707240",48,"Williams: great running catch robbed Kelly"
"BSN191707240",64,"Tyler tagged Deal"
"BSN191707240",70,"Wolter fumbled"
"BSN191708140",29,"Rawlings ranged far to his left."
"BSN191708150",6,"Evers smothered Powell's drive to get the force out."
"BSN191708150",8,"Evers ran into right field for a pretty catch."
"BSN191708150",12,"Alexander blocked a sharply hit ball with his bare hand. Stock fielded the ball, but with no chance to get Konetchy, threw low to first base, the ball getting past Luderus."
"BSN191708150",59,"Single through short."
"BSN191708150",72,"Nice catch by Kelly."
"BSN191708160",2,"Kelly: fast fielding held it to a double"
"BSN191708160",52,"Konetchy: good pickup of low throw"
"BSN191708160",62,"Kelly dropped it after a hard run"
"BSN191708160",70,"Deal: neat 1-handed pickup and snap throw"
"BSN191708160",73,"No throw"
"BSN191708181",3,"Overthrew Konetchy"
"BSN191708181",57,"Kilduff: sparkling running catch"
"BSN191708181",58,"Maranville: great play"
"BSN191708181",70,"Wortman thought it would be caught"
"BSN191708181",71,"Fitzpatrick muffed Rehg's throw"
"BSN191708182",8,"Kelly appeared safe; fans rode Ump Harrison for the rest of the game."
"BSN191708182",20,"Mann: running catch"
"BSN191708182",50,"Flack muffed it but scored a double"
"BSN191708182",57,"Attempted double steal; Flack overslid the plate without touching it and was then tagged out."
"BSN191708182",62,"High throw"
"BSN191708182",67,"Rehg: great catch"
"BSN191708230",39,"Meyers hurt by foul."
"BSN191709101",39,"Infield hit"
"BSN191709101",47,"ej,everj102,P,riglc901,Balls and strikes $Phillies Evers ejected by HP umpire Rigler from bench for arguing balls and strikes"
"BSN191709101",51,"Fumble by Powell alowed triling runners to advance."
"BSN191709101",74,"Dugey lost the ball in the sun."
"BSN191709111",2,"Through the pitcher's box"
"BSN191709111",18,"High throw"
"BSN191709111",24,"Stock fumbled the ball, but Maranville stopped running."
"BSN191709111",31,"Bancroft failed to cover first."
"BSN191709111",41,"Great catch by Bancroft."
"BSN191709111",56,"Maranville tried to score when the pitch got past Tragesser."
"BSN191709111",64,"Whitted's throw to the plate took a bad hop."
"BSN191709112",69,"Ninth inning from 9/12 Phi. Inq. and Retrosheet box score."
"BSN191709120",1,"Hot smash off Hughes's glove, fielded by Rawlings."
"BSN191709120",39,"Rehg misplayed the ball."
"BSN191709120",42,"Maranville couldn't get there in time."
"BSN191709120",50,"Bancroft's low throw to first got past Luderus."
"BSN191709120",66,"Single through the pitcher's box."
