"GAME_ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"KCA199404250",3,"IPHR","1994KCA.EVA.regular.comment.csv",2
"KCA199405130",77,"Debut game for Mark Acre","1994KCA.EVA.regular.comment.csv",3
"KCA199405260",63,"ej,mcrah001,M,younl901,Balls and strikes $Royals manager McRae ejected by HP umpire Young for arguing balls and strikes while Howard was at bat","1994KCA.EVA.regular.comment.csv",4
"KCA199405280",84,"umpchange,10,umphome,mcclt901 umpchange,10,ump2b,(None) $when Jim Leyritz fouled off the first pitch, his backswing struck HP umpire Dave Phillips on the left temple; Phillips left the game and was replaced by 2B umpire Tim McClelland after an 8-minute delay","1994KCA.EVA.regular.comment.csv",5
"KCA199405290",84,"ej,connb101,C,roe-r901,Balls and strikes ej,showb801,M,roe-r901,Balls and strikes $Yankees manager Showalter and coach Connors ejected by HP umpire Roe for arguing balls and strike on Stanley","1994KCA.EVA.regular.comment.csv",6
"KCA199406160",1,"Debut game for Quinn Mack","1994KCA.EVA.regular.comment.csv",7
"KCA199406190",71,"$Dave Henderson called for interference","1994KCA.EVA.regular.comment.csv",8
"KCA199407151",88,"ej,hameb001,P,tscht901,Fighting $Greg Caderet's first pitch to Bob Hamelin sailed behind the batter's head; Hamelin charged the mound, swung at Caderet without landing the punch and threw another punch at Travis Fryman; Hamelin was ejected by HP umpire Tim Tschida","1994KCA.EVA.regular.comment.csv",9
"KCA199407160",69,"ej,philt001,P,tscht901,Balls and strikes (Bumped umpire) Tony Phillips ejected by 2B umpire Tim Tschida as he returned to the field for the seventh inning; Phillips said something about HP umpire Don Denkinger's strike zone, starting an argument that quuickly escalated into Phillips bumping Tschida","1994KCA.EVA.regular.comment.csv",10
"KCA199408030",76,"Debut game for Jim Bowie","1994KCA.EVA.regular.comment.csv",11
