"GAME_ID","GAME_DT","GAME_CT","GAME_DY","START_GAME_TM","DH_FL","DAYNIGHT_PARK_CD","AWAY_TEAM_ID","HOME_TEAM_ID","PARK_ID","AWAY_START_PIT_ID","HOME_START_PIT_ID","BASE4_UMP_ID","BASE1_UMP_ID","BASE2_UMP_ID","BASE3_UMP_ID","LF_UMP_ID","RF_UMP_ID","ATTEND_PARK_CT","SCORER_RECORD_ID","TRANSLATOR_RECORD_ID","INPUTTER_RECORD_ID","INPUT_RECORD_TS","EDIT_RECORD_TS","METHOD_RECORD_CD","PITCHES_RECORD_CD","TEMP_PARK_CT","WIND_DIRECTION_PARK_CD","WIND_SPEED_PARK_CT","FIELD_PARK_CD","PRECIP_PARK_CD","SKY_PARK_CD","MINUTES_GAME_CT","INN_CT","AWAY_SCORE_CT","HOME_SCORE_CT","AWAY_HITS_CT","HOME_HITS_CT","AWAY_ERR_CT","HOME_ERR_CT","AWAY_LOB_CT","HOME_LOB_CT","WIN_PIT_ID","LOSE_PIT_ID","SAVE_PIT_ID","GWRBI_BAT_ID","AWAY_LINEUP1_BAT_ID","AWAY_LINEUP1_FLD_CD","AWAY_LINEUP2_BAT_ID","AWAY_LINEUP2_FLD_CD","AWAY_LINEUP3_BAT_ID","AWAY_LINEUP3_FLD_CD","AWAY_LINEUP4_BAT_ID","AWAY_LINEUP4_FLD_CD","AWAY_LINEUP5_BAT_ID","AWAY_LINEUP5_FLD_CD","AWAY_LINEUP6_BAT_ID","AWAY_LINEUP6_FLD_CD","AWAY_LINEUP7_BAT_ID","AWAY_LINEUP7_FLD_CD","AWAY_LINEUP8_BAT_ID","AWAY_LINEUP8_FLD_CD","AWAY_LINEUP9_BAT_ID","AWAY_LINEUP9_FLD_CD","HOME_LINEUP1_BAT_ID","HOME_LINEUP1_FLD_CD","HOME_LINEUP2_BAT_ID","HOME_LINEUP2_FLD_CD","HOME_LINEUP3_BAT_ID","HOME_LINEUP3_FLD_CD","HOME_LINEUP4_BAT_ID","HOME_LINEUP4_FLD_CD","HOME_LINEUP5_BAT_ID","HOME_LINEUP5_FLD_CD","HOME_LINEUP6_BAT_ID","HOME_LINEUP6_FLD_CD","HOME_LINEUP7_BAT_ID","HOME_LINEUP7_FLD_CD","HOME_LINEUP8_BAT_ID","HOME_LINEUP8_FLD_CD","HOME_LINEUP9_BAT_ID","HOME_LINEUP9_FLD_CD","AWAY_FINISH_PIT_ID","HOME_FINISH_PIT_ID","AWAY_TEAM_LEAGUE_ID","HOME_TEAM_LEAGUE_ID","AWAY_TEAM_GAME_CT","HOME_TEAM_GAME_CT","OUTS_CT","COMPLETION_TX","FORFEIT_TX","PROTEST_TX","AWAY_LINE_TX","HOME_LINE_TX","AWAY_AB_CT","AWAY_2B_CT","AWAY_3B_CT","AWAY_HR_CT","AWAY_BI_CT","AWAY_SH_CT","AWAY_SF_CT","AWAY_HP_CT","AWAY_BB_CT","AWAY_IBB_CT","AWAY_SO_CT","AWAY_SB_CT","AWAY_CS_CT","AWAY_GDP_CT","AWAY_XI_CT","AWAY_PITCHER_CT","AWAY_ER_CT","AWAY_TER_CT","AWAY_WP_CT","AWAY_BK_CT","AWAY_PO_CT","AWAY_A_CT","AWAY_PB_CT","AWAY_DP_CT","AWAY_TP_CT","HOME_AB_CT","HOME_2B_CT","HOME_3B_CT","HOME_HR_CT","HOME_BI_CT","HOME_SH_CT","HOME_SF_CT","HOME_HP_CT","HOME_BB_CT","HOME_IBB_CT","HOME_SO_CT","HOME_SB_CT","HOME_CS_CT","HOME_GDP_CT","HOME_XI_CT","HOME_PITCHER_CT","HOME_ER_CT","HOME_TER_CT","HOME_WP_CT","HOME_BK_CT","HOME_PO_CT","HOME_A_CT","HOME_PB_CT","HOME_DP_CT","HOME_TP_CT","UMP_HOME_NAME_TX","UMP_1B_NAME_TX","UMP_2B_NAME_TX","UMP_3B_NAME_TX","UMP_LF_NAME_TX","UMP_RF_NAME_TX","AWAY_MANAGER_ID","AWAY_MANAGER_NAME_TX","HOME_MANAGER_ID","HOME_MANAGER_NAME_TX","WIN_PIT_NAME_TX","LOSE_PIT_NAME_TX","SAVE_PIT_NAME_TX","GOAHEAD_RBI_ID","GOAHEAD_RBI_NAME_TX","AWAY_LINEUP1_BAT_NAME_TX","AWAY_LINEUP2_BAT_NAME_TX","AWAY_LINEUP3_BAT_NAME_TX","AWAY_LINEUP4_BAT_NAME_TX","AWAY_LINEUP5_BAT_NAME_TX","AWAY_LINEUP6_BAT_NAME_TX","AWAY_LINEUP7_BAT_NAME_TX","AWAY_LINEUP8_BAT_NAME_TX","AWAY_LINEUP9_BAT_NAME_TX","HOME_LINEUP1_BAT_NAME_TX","HOME_LINEUP2_BAT_NAME_TX","HOME_LINEUP3_BAT_NAME_TX","HOME_LINEUP4_BAT_NAME_TX","HOME_LINEUP5_BAT_NAME_TX","HOME_LINEUP6_BAT_NAME_TX","HOME_LINEUP7_BAT_NAME_TX","HOME_LINEUP8_BAT_NAME_TX","HOME_LINEUP9_BAT_NAME_TX","ADD_INFO_TX","ACQ_INFO_TX"FILENAME_TX","LINE_NUMBER_CT"

"SLN199504260","19950426",0,"Wednesday",708,"F","N","PHI","SLN","STL09","schic002","hillk001","yeasd901","davib901","homob901","schaf901","","",33539,"","","","","",0,1,65,8,12,2,3,4,181,9,6,7,9,11,0,2,6,9,"arocr001","charn001","","","dyksl001",8,"moram001",4,"jeffg001",7,"holld001",3,"dauld001",2,"eisej001",9,"hayec001",5,"stock001",6,"schic002",1,"gilkb001",7,"smito001",6,"lankr001",8,"coops001",5,"jordb001",9,"mabrj001",3,"pagnt001",2,"lee-m001",4,"hillk001",1,"charn001","arocr001","","",,,51,,,,005001000,003002002,36,1,0,2,5,0,0,0,3,0,4,1,1,1,0,5,7,7,0,0,24,14,0,0,0,34,0,0,1,7,1,0,0,5,0,5,1,0,0,0,5,5,5,1,0,27,14,0,1,0,,,,,,,,,,,"Rene Arocha","Norm Charlton","(none)","coops001","Scott Cooper","Lenny Dykstra","Mickey Morandini","Gregg Jefferies","Dave Hollins","Darren Daulton","Jim Eisenreich","Charlie Hayes","Kevin Stocker","Curt Schilling","Bernard Gilkey","Ozzie Smith","Ray Lankford","Scott Cooper","Brian Jordan","John Mabry","Tom Pagnozzi","Manuel Lee","Ken Hill",,1995SLN.EVN.regular.game.csv",2

"SLN199504270","19950427",0,"Thursday",0,"F","D","PHI","SLN","STL09","westd001","jackd001","davib901","homob901","schaf901","yeasd901","","",21741,"","","","","",0,1,55,0,-1,4,1,1,180,9,6,2,8,10,0,1,8,12,"westd001","jackd001","","","dyksl001",8,"duncm001",4,"jeffg001",7,"holld001",3,"dauld001",2,"hayec001",5,"galld001",9,"stock001",6,"westd001",1,"gilkb001",7,"smito001",6,"lankr001",8,"coops001",5,"jordb001",9,"coled001",3,"pagnt001",2,"oquej001",4,"jackd001",1,"sloch001","henkt001","","",,,54,,,,100102200,020000000,33,4,0,0,6,2,0,1,5,1,3,0,0,0,0,4,2,2,1,0,27,11,0,2,0,35,4,0,0,2,0,0,2,4,0,3,0,0,2,0,5,6,6,1,0,27,16,0,0,0,,,,,,,,,,,"David West","Danny Jackson","(none)","dauld001","Darren Daulton","Lenny Dykstra","Mariano Duncan","Gregg Jefferies","Dave Hollins","Darren Daulton","Charlie Hayes","Dave Gallagher","Kevin Stocker","David West","Bernard Gilkey","Ozzie Smith","Ray Lankford","Scott Cooper","Brian Jordan","Darnell Coles","Tom Pagnozzi","Jose Oquendo","Danny Jackson",,1995SLN.EVN.regular.game.csv",3

"SLN199505010","19950501",0,"Monday",705,"F","N","PIT","SLN","STL09","wagnp001","hillk001","riggm901","padij901","jackd901","bovet901","","",21699,"","","","","",0,1,55,2,10,2,2,4,140,9,0,4,5,10,1,0,5,5,"hillk001","wagnp001","","","lirin001",4,"cummm001",9,"marta001",8,"kingj001",5,"merco002",7,"bellj001",6,"johnm001",3,"slaud001",2,"wagnp001",1,"gilkb001",7,"smito001",6,"lankr001",8,"coops001",5,"jordb001",9,"mabrj001",3,"pagnt001",2,"cromt001",4,"hillk001",1,"plesd001","habyj001","","",,,51,,,,000000000,03010000x,30,2,0,0,0,0,0,0,2,0,4,0,0,2,0,4,3,3,1,0,24,10,0,2,0,30,2,0,0,3,0,0,0,3,0,6,2,2,1,0,2,0,0,0,0,27,13,0,2,0,,,,,,,,,,,"Ken Hill","Paul Wagner","(none)","mabrj001","John Mabry","Nelson Liriano","Midre Cummings","Al Martin","Jeff King","Orlando Merced","Jay Bell","Mark Johnson","Don Slaught","Paul Wagner","Bernard Gilkey","Ozzie Smith","Ray Lankford","Scott Cooper","Brian Jordan","John Mabry","Tom Pagnozzi","Tripp Cromer","Ken Hill",,1995SLN.EVN.regular.game.csv",4

"SLN199505020","19950502",0,"Tuesday",706,"F","N","PIT","SLN","STL09","neagd001","jackd001","padij901","jackd901","bovet901","riggm901","","",18636,"","","","","",0,0,63,0,-1,4,1,4,165,9,7,6,7,11,1,1,4,7,"dyerm001","jackd001","gottj001","","brumj001",8,"pegus001",7,"merco002",9,"kingj001",5,"bellj001",6,"auder001",3,"parem001",2,"garcc001",4,"neagd001",1,"gilkb001",7,"smito001",6,"lankr001",8,"jordb001",9,"coops001",5,"coled001",3,"pagnt001",2,"cromt001",4,"jackd001",1,"gottj001","arocr001","","",,,54,,,,010001500,102100200,32,2,1,1,7,0,1,1,4,0,6,1,2,0,0,6,6,6,2,0,27,9,0,0,0,36,3,1,1,6,1,1,0,2,0,6,0,0,0,0,3,4,4,1,0,27,11,0,1,0,,,,,,,,,,,"Mike Dyer","Danny Jackson","Jim Gott","pegus001","Steve Pegues","Jacob Brumfield","Steve Pegues","Orlando Merced","Jeff King","Jay Bell","Rich Aude","Mark Parent","Carlos Garcia","Denny Neagle","Bernard Gilkey","Ozzie Smith","Ray Lankford","Brian Jordan","Scott Cooper","Darnell Coles","Tom Pagnozzi","Tripp Cromer","Danny Jackson",,1995SLN.EVN.regular.game.csv",5

"SLN199505030","19950503",0,"Wednesday",136,"F","D","PIT","SLN","STL09","loaie001","watsa001","rungp901","demud901","rapue901","laynj901","","",20472,"","","","","",0,1,59,7,15,2,3,2,176,9,6,8,14,14,0,0,8,8,"watsa001","loaie001","henkt001","","brumj001",8,"pegus001",9,"garcf001",7,"kingj001",5,"bellj001",6,"auder001",3,"garcc001",4,"encaa001",2,"loaie001",1,"gilkb001",7,"smito001",6,"lankr001",8,"coops001",5,"jordb001",9,"mabrj001",3,"shead001",2,"oquej001",4,"watsa001",1,"chrij002","henkt001","","",,,51,,,,010004100,01520000x,39,6,0,0,6,0,0,0,2,0,3,0,0,0,0,5,8,8,0,0,24,7,0,0,0,38,4,0,0,8,0,0,0,2,0,5,1,0,0,0,6,6,6,1,0,27,8,0,2,0,,,,,,,,,,,"Allen Watson","Esteban Loaiza","Tom Henke","jordb001","Brian Jordan","Jacob Brumfield","Steve Pegues","Freddie Garcia","Jeff King","Jay Bell","Rich Aude","Carlos Garcia","Angelo Encarnacion","Esteban Loaiza","Bernard Gilkey","Ozzie Smith","Ray Lankford","Scott Cooper","Brian Jordan","John Mabry","Danny Sheaffer","Jose Oquendo","Allen Watson",,1995SLN.EVN.regular.game.csv",6
