"PIT201510070",46,"$originally scored as error, changed to single on 10-09-2015"FILENAME_TX","LINE_NUMBER_CT"

"PIT201510070",50,"ej,rodsr002,P,nelsj901,Fighting $both teams warned; the pitchers exchanged words as Jake Arrieta moved towards 1B; both benches emptied; Sean Rodriguez ran into the scrum and tried to throw a punch; Rodriguez ejected by HP umpire Jeff Nelson"2015NLWC.EVE.post.comment.csv",2

