"GAME_ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"TBA201803300",62,"$Red Sox challenged call that Devers was out at 1st; call was upheld - ground out","2018TBA.EVA.regular.comment.csv",2
"TBA201804150",10,"$Kevin Kiermaier left game with injured hand","2018TBA.EVA.regular.comment.csv",3
"TBA201804150",75,"$Rays challenged call that ball hit on third pitch was foul; call was upheld - foul ball","2018TBA.EVA.regular.comment.csv",4
"TBA201804160",10,"$Matt Duffy left game with injured hamstring, strained when he stole second","2018TBA.EVA.regular.comment.csv",5
"TBA201804160",19,"$Jurickson Profar injured head after collision with Smith and left game with possible concussion","2018TBA.EVA.regular.comment.csv",6
"TBA201804180",30,"$Umpire review to see if Nunez's ball were a home run; call was upheld - double on fan interference","2018TBA.EVA.regular.comment.csv",7
"TBA201804200",30,"Rays challenged call that Escobar's ball was not caught; call was upheld - double","2018TBA.EVA.regular.comment.csv",8
"TBA201804200",88,"$Twins challenged call that Span was safe at first; call was upheld - safe on dropped catch error","2018TBA.EVA.regular.comment.csv",9
"TBA201805040",12,"$Curtis Granderson left with an injured leg","2018TBA.EVA.regular.comment.csv",10
"TBA201805050",31,"$Blue Jays challenged call that Smith was safe at first; call was upheld - single","2018TBA.EVA.regular.comment.csv",11
"TBA201805050",66,"ej,gibbj001,M,buckc901,Balls and strikes $Toronto manager Gibbons ejected by HP umpire Bucknor for arguing many ball and strike calls throughout game","2018TBA.EVA.regular.comment.csv",12
"TBA201805060",22,"$Blue Jays challenged call the Gomez was safe at 2nd; call was overturned - caught stealing second","2018TBA.EVA.regular.comment.csv",13
"TBA201805060",36,"$Aledmys Diaz left with injured ankle","2018TBA.EVA.regular.comment.csv",14
"TBA201805060",65,"ej,gibbj001,M,rehaj901,Arguing balk call $Toronto manager Gibbons ejected by plate umpire Rehak for arguing balk call","2018TBA.EVA.regular.comment.csv",15
"TBA201805080",54,"$Fifth pitch to Acuna was foul ball off catwalk, but players were not sure it was foul; Hechavarria dove for ball, but missed it and ball bounced off his eye, forcing him from game","2018TBA.EVA.regular.comment.csv",16
"TBA201805220",20,"$Jake Faria left with an injured side","2018TBA.EVA.regular.comment.csv",17
"TBA201805220",22,"$Wilson Ramos left withn an injured hand","2018TBA.EVA.regular.comment.csv",18
"TBA201805240",56,"$Red Sox challenged call that Duffy was safe at home; call was overturned - out at home","2018TBA.EVA.regular.comment.csv",19
"TBA201805260",64,"$Orioles challenged call that Refsnyder was safe at first; call was overturned - double play","2018TBA.EVA.regular.comment.csv",20
"TBA201805260",66,"$Orioles challenged call that 2nd pitch was a ball, claiming it hit Jones; call was held - ball, not hit by pitch","2018TBA.EVA.regular.comment.csv",21
"TBA201806070",34,"$Rays challenged call that Gordon was safe at 2nd; call was overturned - caught stealing second","2018TBA.EVA.regular.comment.csv",22
"TBA201806080",73,"ej,priec001,SEA,C,rackd901,Balk non-call $Mariners 1B coach Prieto ejected by HP umpire Rackley for arguing Nuno had balked","2018TBA.EVA.regular.comment.csv",23
"TBA201806090",32,"$Umpire review on ball hit by Smith; call was overturned - triple, not home run","2018TBA.EVA.regular.comment.csv",24
"TBA201806090",74,"$Rays challenged call that Smith was out at 2nd; call was upheld - out on caught stealing","2018TBA.EVA.regular.comment.csv",25
"TBA201806100",6,"$Daniel Robertson left with an injured leg","2018TBA.EVA.regular.comment.csv",26
"TBA201806110",62,"$Blue Jays challenged call that Ramos was safe at home; call was upheld - safe at home; first run originally scored as as unearned, changed to earned on 06-12-2018","2018TBA.EVA.regular.comment.csv",27
"TBA201806220",35,"$Rays challenged call that Adams was out at second; call was overturned - single and advance on throw","2018TBA.EVA.regular.comment.csv",28
