GAME_ID,EVENT_ID,COMMENT_TX
"MIN199004240",16,"$Mike Heath rounded 1B too far"
"MIN199005110",3,"$Greg Gagne shifted behind 2B"
"MIN199005110",4,"$greg Gagne had long run to normal SS position for grounder"
"MIN199005280",2,"$the ball hit off the trash bag in left center"
"MIN199005280",7,"434 feet"
"MIN199005280",64,"ej,robif103,M,cobld901,Arguing opps made too many mound visits Orioles manager Frank Robinson ejected by HP umpire Drew Coble arguing that the Twins made too many trips to the mound; Robinson was later suspended for his actions"
"MIN199005290",69,"$Greg Gagne lost popup in roof"
"MIN199005300",12,"$Steve Finley lost double in ceiling"
"MIN199006090",43,"ej,kellt101,M,joycj901,Balls and strikes ej,manrf001,P,joycj901,Balls and strikes Fred Manrique and Twins manager Tom Kelly ejected by HP umpire Jim Joyce when the second pitch was called a strike"
"MIN199006220",19,"$HP umpire Al Clark removed the bat of Steve Jeltz for too much pine tar"
"MIN199006250",1,"Debut game for Scott Erickson"
"MIN199006290",77,"ej,gladd001,P,coont901,Called third strike Dan Gladden ejected by HP umpire Terry Cooney after the game was over for arguing the called third strike"
"MIN199007240",36,"$Shane Mack lost the ball in the roof"
"MIN199007250",65,"$Junior Ortiz out on fan interference"
"MIN199007310",27,"ej,raded103,M,mcclt901,Call at HP Angels manager Doug Rader ejected by HP umpire Tim McClelland arguing the call on Brian Downing at HP"
"MIN199007310",81,"DWS: invented play"
"MIN199007310",87,"DWS: invented play"
"MIN199009010",7,"$Mike Heath dropped pitch, threw to 3B in time but Travis Fryman dropped the ball"
"MIN199009010",20,"Debut game for Pedro Munoz"
"MIN199009010",63,"$Lloyd Moseby called for interference"
"MIN199009090",76,"Debut game for Larry Casian"
"MIN199009170",12,"Debut game for Sean Berry"
"MIN199009180",17,"Debut game for Brent Mayne"
"MIN199009180",73,"Debut game for Dar Smith"
"MIN199009180",75,"Debut game for Rich Garces"
"MIN199009190",84,"$five man infield with Steve Jeltz playing in"
"MIN199009190",86,"$regular alignment in field"
"MIN199004240",16,"$Mike Heath rounded 1B too far"
"MIN199005110",3,"$Greg Gagne shifted behind 2B"
"MIN199005110",4,"$greg Gagne had long run to normal SS position for grounder"
"MIN199005280",2,"$the ball hit off the trash bag in left center"
"MIN199005280",7,"434 feet"
"MIN199005280",64,"ej,robif103,M,cobld901,Arguing too many opposition mound visits $Orioles manager Robinson ejected by HP umpire Coble for arguing that Twins made two mound visits when manager Kelly left mound after changing pitchers and then returned with more instructions; after game Robinson was later suspended for calling umpire Coble a 'no-good human being and a 'liar'"
"MIN199005290",69,"$Greg Gagne lost popup in roof"
"MIN199005300",12,"$Steve Finley lost double in ceiling"
"MIN199006090",43,"ej,kellt101,M,joycj901,Balls and strikes ej,manrf001,P,joycj901,Balls and strikes Fred Manrique and Twins manager Tom Kelly ejected by HP umpire Jim Joyce when the second pitch was called a strike"
"MIN199006220",19,"$HP umpire Al Clark removed the bat of Steve Jeltz for too much pine tar"
"MIN199006250",1,"Debut game for Scott Erickson"
"MIN199006290",77,"ej,gladd001,P,coont901,Called third strike Dan Gladden ejected by HP umpire Terry Cooney after the game was over for arguing the called third strike"
"MIN199007240",36,"$Shane Mack lost the ball in the roof"
"MIN199007250",65,"$Junior Ortiz out on fan interference"
"MIN199007310",27,"ej,raded103,M,mcclt901,Call at HP Angels manager Doug Rader ejected by HP umpire Tim McClelland arguing the call on Brian Downing at HP"
"MIN199007310",81,"DWS: invented play"
"MIN199007310",87,"DWS: invented play"
"MIN199009010",7,"$Mike Heath dropped pitch, threw to 3B in time but Travis Fryman dropped the ball"
"MIN199009010",20,"Debut game for Pedro Munoz"
"MIN199009010",63,"$Lloyd Moseby called for interference"
"MIN199009090",76,"Debut game for Larry Casian"
"MIN199009170",12,"Debut game for Sean Berry"
"MIN199009180",17,"Debut game for Brent Mayne"
"MIN199009180",73,"Debut game for Dar Smith"
"MIN199009180",75,"Debut game for Rich Garces"
"MIN199009190",84,"$five man infield with Steve Jeltz playing in"
"MIN199009190",86,"$regular alignment in field"
