"GAME_ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"HOU201804070",60,"$Kirby Yates left with injured ankle after 1 pitch","2018HOU.EVA.regular.comment.csv",2
"HOU201804070",75,"$Astros challenged call that Fisher was caught stealing; call was overturne - stolen base","2018HOU.EVA.regular.comment.csv",3
"HOU201804070",78,"$Bregman hit high pop that came down in fair ground about 30 feet from plate; 1bman Hosmer overran ball and it fell behind him for game-winning single","2018HOU.EVA.regular.comment.csv",4
"HOU201804230",71,"$Angels challenged call that Gurriel was safe at 3rd on wild pitch; call was overturned - out advancing","2018HOU.EVA.regular.comment.csv",5
"HOU201804240",78,"$Angels challenged call that ball hit by Reddick was trapped, claiming it was caught; call was upheld - single","2018HOU.EVA.regular.comment.csv",6
"HOU201804270",56,"$Athletics challenged call that Semien was out at first; call was overturned - safe on single","2018HOU.EVA.regular.comment.csv",7
"HOU201804280",17,"$Astros challenged call that Altuve was out at 2nd; call was overturned - double","2018HOU.EVA.regular.comment.csv",8
"HOU201804290",35,"$Umpire review to check of Stassi's ball were a home run; call was upheld - fan interference, no home run","2018HOU.EVA.regular.comment.csv",9
"HOU201805010",12,"$Jordan Montgomery left with injured elbow","2018HOU.EVA.regular.comment.csv",10
"HOU201805030",55,"$Yankees challenged call that Bregman was hit by pitch; call was upheld - hit by pitch","2018HOU.EVA.regular.comment.csv",11
"HOU201805110",22,"$George Springer left with injured arm","2018HOU.EVA.regular.comment.csv",12
"HOU201805130",59,"$Adrian Beltre left with injured leg","2018HOU.EVA.regular.comment.csv",13
"HOU201805180",55,"$Fan interference","2018HOU.EVA.regular.comment.csv",14
"HOU201805180",56,"$Indians challenged call that Fisher was safe at home; call was upheld - safe on fielder's choice","2018HOU.EVA.regular.comment.csv",15
"HOU201805190",65,"$Umpire review on Altuve's hit that was ruled a home run; call was overturned - double","2018HOU.EVA.regular.comment.csv",16
"HOU201805230",64,"$Gians challenged call that Correa was safe at 1st for single; call was overturned - ground out","2018HOU.EVA.regular.comment.csv",17
"HOU201805310",21,"$Astros challenged call that Benitendi was safe at home; call was upheld - safe at home","2018HOU.EVA.regular.comment.csv",18
"HOU201805310",33,"$Red Sox challenged call that Kemp was safe at first; call was upheld - single","2018HOU.EVA.regular.comment.csv",19
"HOU201805310",64,"$originally an E5 for interference as 3bman collided with runner who was pulled off-balance and tagged out trying to return to 2nd; umpires confrred and ruled runner safe since it was contact with the the fielder that led to his out; error removed on 06-01-2018","2018HOU.EVA.regular.comment.csv",20
"HOU201806020",26,"$Batter's interference","2018HOU.EVA.regular.comment.csv",21
"HOU201806030",62,"$Astros challenged call that Bregman was out at second; call was upheld - force out","2018HOU.EVA.regular.comment.csv",22
"HOU201806190",23,"$Astros challenged call that Bregman was out at 2nd; call was upheld as he overslid base and did get back in time","2018HOU.EVA.regular.comment.csv",23
"HOU201806190",31,"ej,gonzm002,P,hobep901,Arguing called third strike $Gonzalez ejected by plate umpire Hoberg for arguing called third strike","2018HOU.EVA.regular.comment.csv",24
"HOU201806230",58,"$Astros challenged call that Herrera was safe at first; call was overturned - out to complete double play","2018HOU.EVA.regular.comment.csv",25
"HOU201806230",66,"$Astros challenged call that Mondesi was safe at second for stolen base; call was overturned - out on caught stealing","2018HOU.EVA.regular.comment.csv",26
