"GAME ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"NYN199910170",131,"$Robin Ventura's ball cleared the right-centerfield fence, but he was tackled by celebrating teammates before he reached 2B and was credited with a single instead of a grand slam; it would have been the first post-season series-ending slam in history","1999NLCS.EVE.post.comment.csv",2
