"GAME ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"OAK198810080",48,"ej,hursb001,P,kaisk901,Interference call $Rich Gedman called for interference at 2B while trying to break up the double play; Dwight Evans had scored on the played but that was negated; Bruce Hurst was ejected from bench by 2B umpire Ken Kaiser","1988ALCS.EVE.post.comment.csv",2
