"GAME ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"NLS197207250",0,"$Managers: Danny Murtaugh (NL Pittsburgh), Earl Weaver (AL Baltimore); MVP: Joe Morgan (Cincinnati); 7th extra-inning AS game, all won by the NL","1972AS.EVE.asg.comment.csv",2
