"GAME_ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"CLE201504100",78,"replay,8,santc002,CLE,scotd901,CLE08,O,Y,U,,N $Carlos Santana's fly ball to CF hit at the top of the padded wall and caromed back onto the field; it was ruled in play but crew chief Dale Scott requested a review; the call was overturned to fan interference by replay because a fan touched the ball at the top of the wall","2015CLE.EVA.regular.comment.csv",2
"CLE201504110",59,"Tigers designated hitter Victor Martinez left the game due to an injured leg","2015CLE.EVA.regular.comment.csv",3
"CLE201504140",2,"$Indians pitcher Carlos Carrasco left the game due to a bruised jaw after being hit by a line drive","2015CLE.EVA.regular.comment.csv",4
"CLE201504150",19,"$originally scored as E2 and SH, changed to FC and SH on 04-16-2015","2015CLE.EVA.regular.comment.csv",5
"CLE201504150",71,"replay,9,johnm006,CHA,vanol901,CLE08,,N,M,CLE,I $when Micah Johnson was ruled to have been hit by a pitch, Indians manager Terry Francona challenged the ruling; the call was upheld by replay","2015CLE.EVA.regular.comment.csv",6
"CLE201504280",45,"replay,5,branm003,CLE,mealj901,CLE08,,N,M,KCA,A $when Jose Ramirez was called safe on a pickoff attempt, Royals manager Ned Yost challenged the ruling; the call was upheld by replay","2015CLE.EVA.regular.comment.csv",7
"CLE201504280",65,"replay,7,mousm001,KCA,mealj901,CLE08,,N,M,CLE,C $when Mike Moustakas was called safe at 1B, Indians manager Terry Francona challenged the ruling; the call was upheld by replay; Marc Rzepczynski did not touch 1B; Moustakas advanced to 2B when the ball was kicked out of catcher Brett Hayes' glove","2015CLE.EVA.regular.comment.csv",8
"CLE201504290",19,"replay,3,cainl001,KCA,mealj901,CLE08,,N,M,CLE,C $when Lorenzo Cain was called safe at 1B, Indians manager Terry Francona challenged the ruling; the call was upheld by replay","2015CLE.EVA.regular.comment.csv",9
"CLE201504290",37,"Royals shortstop Alcides Escobar left the game due to an injured head","2015CLE.EVA.regular.comment.csv",10
"CLE201505010",38,"replay,4,avilm001,CLE,hirsj901,CLE08,,Y,M,TOR,A $when Michael Bourn was called safe at HP, Blue Jays manager John Gibbons challenged the ruling; the call was overturned by replay","2015CLE.EVA.regular.comment.csv",11
"CLE201505020",84,"replay,9,pillk001,TOR,hirsj901,CLE08,,Y,M,CLE,C $when Kevin Pillar was called safe at 1B, Indians manager Terry Francona challenged the ruling; the call was overturned by replay","2015CLE.EVA.regular.comment.csv",12
"CLE201505080",3,"replay,1,mauej001,MIN,millb901,CLE08,,Y,M,CLE,A $when Joe Mauer was called safe at 2B, Indians manager Terry Francona challenged the ruling; the call was overturned by replay","2015CLE.EVA.regular.comment.csv",13
"CLE201505100",49,"replay,5,branm003,CLE,millb901,CLE08,,N,M,CLE,A $when Jason Kipnis was called out at 2B, Indians manager Terry Francona challenged the ruling; the call was upheld by replay","2015CLE.EVA.regular.comment.csv",14
"CLE201505130",32,"ej,frant001,M,everm901,Warning to both teams Indians Manager Terry Francona ejected by HP umpire Mike Everitt after Everitt warned both teams","2015CLE.EVA.regular.comment.csv",15
