"OAK201803290",89,"$Athletics challenged call that Maldonado was safe at 2nd; call was upheld - safe on single"FILENAME_TX","LINE_NUMBER_CT"
"OAK201806290",65,"$Athletics challenged call that Olson was out at first; call was upheld - double play"2018OAK.EVA.regular.comment.csv",27

"OAK201806300",63,"$Indians challenged call that Piscotty was safe at 2nd; call was upheld - advance on wild pitch"2018OAK.EVA.regular.comment.csv",28

"OAK201807010",63,"$Athletics challenged call that Canha was out at 2nd; call was upheld - out advancing"2018OAK.EVA.regular.comment.csv",29

"OAK201807030",25,"Mound Visit"2018OAK.EVA.regular.comment.csv",30

"OAK201807030",38,"Injury Delay $Athletics challenged call that Hosmer was safe on fielder's choice; call was overturned - ground out as Hosmer spiked pitcher's calf and stepped on his foot, but never tagged the base; Bassitt remained in the game after a visit from the trainer"2018OAK.EVA.regular.comment.csv",31

"OAK201807030",39,"Mound Visit"2018OAK.EVA.regular.comment.csv",32

"OAK201807030",46,"Mound Visit"2018OAK.EVA.regular.comment.csv",33

"OAK201807030",50,"Mound Visit"2018OAK.EVA.regular.comment.csv",34

"OAK201807040",25,"Mound Visit"2018OAK.EVA.regular.comment.csv",35

"OAK201807040",40,"$Padres challenged call that Fowler was safe at 1st on pickoff attempt; call was upheld - safe on pickof attempt"2018OAK.EVA.regular.comment.csv",36

"OAK201807040",48,"Mound Visit"2018OAK.EVA.regular.comment.csv",37

"OAK201807040",53,"Mound Visit"2018OAK.EVA.regular.comment.csv",38

"OAK201807040",54,"Mound Visit"2018OAK.EVA.regular.comment.csv",39

"OAK201807040",57,"Mound Visit"2018OAK.EVA.regular.comment.csv",40

"OAK201807040",59,"Mound Visit"2018OAK.EVA.regular.comment.csv",41

"OAK201807040",62,"Mound Visit"2018OAK.EVA.regular.comment.csv",42

"OAK201807040",69,"Mound Visit"2018OAK.EVA.regular.comment.csv",43

"OAK201807200",46,"Mound Visit"2018OAK.EVA.regular.comment.csv",44

"OAK201807200",50,"Mound Visit"2018OAK.EVA.regular.comment.csv",45

"OAK201807200",56,"Mound Visit"2018OAK.EVA.regular.comment.csv",46

"OAK201807200",57,"Mound Visit"2018OAK.EVA.regular.comment.csv",47

"OAK201807200",65,"Mound Visit"2018OAK.EVA.regular.comment.csv",48

"OAK201807210",34,"Mound Visit Mound Visit"2018OAK.EVA.regular.comment.csv",49

"OAK201807210",35,"Mound Visit"2018OAK.EVA.regular.comment.csv",50

"OAK201807210",42,"Mound Visit"2018OAK.EVA.regular.comment.csv",51

"OAK201807210",44,"Mound Visit"2018OAK.EVA.regular.comment.csv",52

"OAK201807210",51,"Mound Visit"2018OAK.EVA.regular.comment.csv",53

"OAK201807210",51,"Mound Visit"2018OAK.EVA.regular.comment.csv",54

"OAK201807210",62,"Mound Visit"2018OAK.EVA.regular.comment.csv",55

"OAK201807210",69,"On-field Delay $Athletics challenged call that Pence's double was not a ground rule double which would have held runner at 3rd; call was upheld - live ball in play and runner scores"2018OAK.EVA.regular.comment.csv",56

"OAK201807210",70,"Mound Visit"2018OAK.EVA.regular.comment.csv",57

"OAK201807210",73,"Mound Visit Mound Visit"2018OAK.EVA.regular.comment.csv",58

"OAK201807210",74,"Injury Delay"2018OAK.EVA.regular.comment.csv",59

"OAK201807210",79,"Mound Visit"2018OAK.EVA.regular.comment.csv",60

"OAK201807210",90,"Mound Visit"2018OAK.EVA.regular.comment.csv",61

"OAK201807220",18,"On-field Delay $Giansts challenged call that Barreto was awarded third when Belt's throw to first went to lip of dugout; they claimed catcher Hundely, backing up play, kept ball out of dugout; call was overturned - runner returned to second"2018OAK.EVA.regular.comment.csv",62

"OAK201807220",30,"Mound Visit"2018OAK.EVA.regular.comment.csv",63

"OAK201807220",49,"Injury Delay"2018OAK.EVA.regular.comment.csv",64

"OAK201807220",51,"Mound Visit"2018OAK.EVA.regular.comment.csv",65

"OAK201807220",52,"Mound Visit"2018OAK.EVA.regular.comment.csv",66

"OAK201807220",53,"Mound Visit"2018OAK.EVA.regular.comment.csv",67

"OAK201807220",64,"Mound Visit"2018OAK.EVA.regular.comment.csv",68

"OAK201807220",69,"Mound Visit"2018OAK.EVA.regular.comment.csv",69

"OAK201807220",74,"Mound Visit"2018OAK.EVA.regular.comment.csv",70

"OAK201807220",83,"Mound Visit"2018OAK.EVA.regular.comment.csv",71

"OAK201807220",86,"$originally scored as single, RBI and earned run, changed on 07-24-2018 to single plus E6, removing RBI and making run unearned"2018OAK.EVA.regular.comment.csv",72

"OAK201807300",3,"Mound Visit"2018OAK.EVA.regular.comment.csv",73

"OAK201807300",10,"$Originally scored as 'other advance', changed to wild pitch on 08-02-2018"2018OAK.EVA.regular.comment.csv",74

"OAK201807300",38,"Injury Delay"2018OAK.EVA.regular.comment.csv",75

"OAK201807300",50,"Mound Visit"2018OAK.EVA.regular.comment.csv",76

"OAK201807300",70,"Mound Visit"2018OAK.EVA.regular.comment.csv",77

"OAK201807300",75,"Mound Visit"2018OAK.EVA.regular.comment.csv",78

"OAK201807300",76,"Mound Visit"2018OAK.EVA.regular.comment.csv",79

"OAK201807300",77,"Mound Visit"2018OAK.EVA.regular.comment.csv",80

"OAK201807310",9,"Mound Visit"2018OAK.EVA.regular.comment.csv",81

"OAK201807310",10,"Mound Visit"2018OAK.EVA.regular.comment.csv",82

"OAK201807310",28,"Mound Visit"2018OAK.EVA.regular.comment.csv",83

"OAK201807310",29,"$Blue Jays challenged call that Canha was safe at home; call was upheld - stolen base"2018OAK.EVA.regular.comment.csv",84

"OAK201807310",30,"Mound Visit"2018OAK.EVA.regular.comment.csv",85

"OAK201807310",48,"Mound Visit"2018OAK.EVA.regular.comment.csv",86

"OAK201807310",51,"Mound Visit"2018OAK.EVA.regular.comment.csv",87

"OAK201807310",57,"Mound Visit"2018OAK.EVA.regular.comment.csv",88

"OAK201807310",66,"Injury Delay"2018OAK.EVA.regular.comment.csv",89

"OAK201808010",8,"Mound Visit"2018OAK.EVA.regular.comment.csv",90

"OAK201808010",13,"Mound Visit"2018OAK.EVA.regular.comment.csv",91

"OAK201808010",29,"Mound Visit"2018OAK.EVA.regular.comment.csv",92

"OAK201808010",49,"Mound Visit"2018OAK.EVA.regular.comment.csv",93

"OAK201808010",54,"Mound Visit"2018OAK.EVA.regular.comment.csv",94

"OAK201808010",58,"Mound Visit"2018OAK.EVA.regular.comment.csv",95

"OAK201808010",59,"Mound Visit"2018OAK.EVA.regular.comment.csv",96

"OAK201808010",59,"Mound Visit"2018OAK.EVA.regular.comment.csv",97

"OAK201808010",68,"Mound Visit"2018OAK.EVA.regular.comment.csv",98

"OAK201808030",11,"$Umpire review ball hit by Olson on 5th pitch; call was upheld - foul, not home run"2018OAK.EVA.regular.comment.csv",99

"OAK201808030",41,"Mound Visit"2018OAK.EVA.regular.comment.csv",100

"OAK201808030",51,"Mound Visit"2018OAK.EVA.regular.comment.csv",101

"OAK201808030",53,"Mound Visit"2018OAK.EVA.regular.comment.csv",102

"OAK201808030",57,"Mound Visit"2018OAK.EVA.regular.comment.csv",103

"OAK201808030",86,"$Tigers challenged call that Iglesias was out at third; call was upheld - stolen base and out advancing"2018OAK.EVA.regular.comment.csv",104

"OAK201808040",17,"Mound Visit"2018OAK.EVA.regular.comment.csv",105

"OAK201808040",20,"On-field Delay"2018OAK.EVA.regular.comment.csv",106

"OAK201808040",48,"Mound Visit"2018OAK.EVA.regular.comment.csv",107

"OAK201808040",52,"Mound Visit"2018OAK.EVA.regular.comment.csv",108

"OAK201808040",54,"Mound Visit"2018OAK.EVA.regular.comment.csv",109

"OAK201808040",58,"Mound Visit"2018OAK.EVA.regular.comment.csv",110

"OAK201808050",23,"Injury Delay"2018OAK.EVA.regular.comment.csv",111

"OAK201808050",38,"Mound Visit"2018OAK.EVA.regular.comment.csv",112

"OAK201808050",44,"Mound Visit"2018OAK.EVA.regular.comment.csv",113

"OAK201808070",15,"Mound Visit"2018OAK.EVA.regular.comment.csv",114

"OAK201808070",25,"Mound Visit"2018OAK.EVA.regular.comment.csv",115

"OAK201808070",42,"Mound Visit"2018OAK.EVA.regular.comment.csv",116

"OAK201808070",46,"$Athletics challenged call that Bellinger was safe at third; call was upheld - safe"2018OAK.EVA.regular.comment.csv",117

"OAK201808070",47,"Mound Visit $Dodgers challenged call that Bellinger was out at home for two reasons: catcher blocking plate and missed tag; call was upheld - out on fielder's choice"2018OAK.EVA.regular.comment.csv",118

"OAK201808070",53,"Mound Visit"2018OAK.EVA.regular.comment.csv",119

"OAK201808070",54,"Mound Visit"2018OAK.EVA.regular.comment.csv",120

"OAK201808070",67,"Mound Visit"2018OAK.EVA.regular.comment.csv",121

"OAK201808070",74,"Mound Visit"2018OAK.EVA.regular.comment.csv",122

"OAK201808080",35,"Mound Visit"2018OAK.EVA.regular.comment.csv",123

"OAK201808080",41,"Mound Visit"2018OAK.EVA.regular.comment.csv",124

"OAK201808080",65,"Mound Visit"2018OAK.EVA.regular.comment.csv",125

"OAK201808080",66,"Mound Visit"2018OAK.EVA.regular.comment.csv",126

"OAK201808130",22,"Injury Delay $Mariners challenged call that Chapman was safe at 2nd; call was upheld - double"2018OAK.EVA.regular.comment.csv",127

"OAK201808130",30,"Mound Visit"2018OAK.EVA.regular.comment.csv",128

"OAK201808130",33,"Mound Visit"2018OAK.EVA.regular.comment.csv",129

"OAK201808130",34,"Injury Delay"2018OAK.EVA.regular.comment.csv",130

"OAK201808130",35,"Mound Visit"2018OAK.EVA.regular.comment.csv",131

"OAK201808130",54,"Mound Visit"2018OAK.EVA.regular.comment.csv",132

"OAK201808130",66,"Mound Visit"2018OAK.EVA.regular.comment.csv",133

"OAK201808130",68,"Mound Visit"2018OAK.EVA.regular.comment.csv",134

"OAK201808130",75,"Mound Visit"2018OAK.EVA.regular.comment.csv",135

"OAK201808130",76,"Mound Visit"2018OAK.EVA.regular.comment.csv",136

"OAK201808130",81,"Mound Visit"2018OAK.EVA.regular.comment.csv",137

"OAK201808140",8,"Injury Delay Mound Visit"2018OAK.EVA.regular.comment.csv",138

"OAK201808140",8,"$James Paxton left with an injured arm"2018OAK.EVA.regular.comment.csv",139

"OAK201808140",49,"Mound Visit"2018OAK.EVA.regular.comment.csv",140

"OAK201808140",56,"$Mariners challenged call that Gordon was out at second; call was upheld - out on caught stealing"2018OAK.EVA.regular.comment.csv",141

"OAK201808150",51,"Mound Visit"2018OAK.EVA.regular.comment.csv",142

"OAK201808150",67,"Mound Visit"2018OAK.EVA.regular.comment.csv",143

"OAK201808150",68,"Mound Visit"2018OAK.EVA.regular.comment.csv",144

"OAK201808150",70,"Mound Visit"2018OAK.EVA.regular.comment.csv",145

"OAK201808150",74,"Mound Visit"2018OAK.EVA.regular.comment.csv",146

"OAK201808150",79,"Mound Visit"2018OAK.EVA.regular.comment.csv",147

"OAK201808150",80,"Mound Visit"2018OAK.EVA.regular.comment.csv",148

"OAK201808150",86,"Mound Visit"2018OAK.EVA.regular.comment.csv",149

"OAK201808170",27,"Mound Visit"2018OAK.EVA.regular.comment.csv",150

"OAK201808170",33,"Mound Visit"2018OAK.EVA.regular.comment.csv",151

"OAK201808170",34,"Mound Visit"2018OAK.EVA.regular.comment.csv",152

"OAK201808170",38,"Mound Visit"2018OAK.EVA.regular.comment.csv",153

"OAK201808170",39,"$Originally scored as earned run, changed to unearned on 08-20-2018"2018OAK.EVA.regular.comment.csv",154

"OAK201808170",44,"Mound Visit"2018OAK.EVA.regular.comment.csv",155

"OAK201808170",45,"Mound Visit"2018OAK.EVA.regular.comment.csv",156

"OAK201808170",50,"Mound Visit"2018OAK.EVA.regular.comment.csv",157

"OAK201808170",62,"Mound Visit"2018OAK.EVA.regular.comment.csv",158

"OAK201808170",71,"Mound Visit"2018OAK.EVA.regular.comment.csv",159

"OAK201808170",72,"$Athletics challenged call that Laureano was out at home; call was overturned - safe at home"2018OAK.EVA.regular.comment.csv",160

"OAK201808170",77,"On-field Delay"2018OAK.EVA.regular.comment.csv",161

"OAK201808180",17,"$Athletics challenged call that Phegley was out at first to complete double play; call was overturned - force out, no DP"2018OAK.EVA.regular.comment.csv",162

"OAK201808180",25,"Injury Delay"2018OAK.EVA.regular.comment.csv",163

"OAK201808180",29,"Mound Visit"2018OAK.EVA.regular.comment.csv",164

"OAK201808180",30,"Mound Visit"2018OAK.EVA.regular.comment.csv",165

"OAK201808180",44,"Mound Visit"2018OAK.EVA.regular.comment.csv",166

"OAK201808180",47,"Mound Visit"2018OAK.EVA.regular.comment.csv",167

"OAK201808180",50,"Mound Visit"2018OAK.EVA.regular.comment.csv",168

"OAK201808180",59,"Mound Visit"2018OAK.EVA.regular.comment.csv",169

"OAK201808180",64,"Mound Visit"2018OAK.EVA.regular.comment.csv",170

"OAK201808190",24,"Mound Visit"2018OAK.EVA.regular.comment.csv",171

"OAK201808190",37,"Mound Visit"2018OAK.EVA.regular.comment.csv",172

"OAK201808190",45,"Mound Visit"2018OAK.EVA.regular.comment.csv",173

"OAK201808190",49,"Mound Visit"2018OAK.EVA.regular.comment.csv",174

"OAK201808190",52,"Mound Visit Mound Visit"2018OAK.EVA.regular.comment.csv",175

"OAK201808200",46,"Mound Visit"2018OAK.EVA.regular.comment.csv",176

"OAK201808200",47,"Mound Visit"2018OAK.EVA.regular.comment.csv",177

"OAK201808200",55,"$Rangers challenged call that Mazara was out at first; call was upheld - ground out"2018OAK.EVA.regular.comment.csv",178

"OAK201808210",37,"Mound Visit"2018OAK.EVA.regular.comment.csv",179

"OAK201808210",45,"Mound Visit"2018OAK.EVA.regular.comment.csv",180

"OAK201808210",48,"Mound Visit"2018OAK.EVA.regular.comment.csv",181

"OAK201808210",56,"Injury Delay"2018OAK.EVA.regular.comment.csv",182

"OAK201808220",17,"Mound Visit"2018OAK.EVA.regular.comment.csv",183

"OAK201808220",35,"Mound Visit"2018OAK.EVA.regular.comment.csv",184

"OAK201808220",56,"Mound Visit"2018OAK.EVA.regular.comment.csv",185

"OAK201808220",57,"Mound Visit"2018OAK.EVA.regular.comment.csv",186

"OAK201808220",65,"Mound Visit"2018OAK.EVA.regular.comment.csv",187

"OAK201808220",75,"Mound Visit"2018OAK.EVA.regular.comment.csv",188

"OAK201808220",76,"On-field Delay $Rangers challenged call that Pinder was hit by pitch; call Was upheld - hit by pitch"2018OAK.EVA.regular.comment.csv",189

"OAK201808300",6,"Mound Visit"2018OAK.EVA.regular.comment.csv",190

"OAK201808300",41,"Mound Visit"2018OAK.EVA.regular.comment.csv",191

"OAK201808300",47,"Mound Visit"2018OAK.EVA.regular.comment.csv",192

"OAK201808300",64,"Mound Visit"2018OAK.EVA.regular.comment.csv",193

"OAK201808310",9,"Mound Visit"2018OAK.EVA.regular.comment.csv",194

"OAK201808310",10,"Mound Visit"2018OAK.EVA.regular.comment.csv",195

"OAK201808310",32,"Mound Visit"2018OAK.EVA.regular.comment.csv",196

"OAK201808310",33,"Mound Visit"2018OAK.EVA.regular.comment.csv",197

"OAK201808310",37,"Mound Visit"2018OAK.EVA.regular.comment.csv",198

"OAK201808310",51,"Mound Visit"2018OAK.EVA.regular.comment.csv",199

"OAK201808310",59,"Mound Visit"2018OAK.EVA.regular.comment.csv",200

"OAK201809010",12,"Mound Visit"2018OAK.EVA.regular.comment.csv",201

"OAK201809010",13,"Mound Visit"2018OAK.EVA.regular.comment.csv",202

"OAK201809010",14,"Injury Delay"2018OAK.EVA.regular.comment.csv",203

"OAK201809010",22,"Mound Visit"2018OAK.EVA.regular.comment.csv",204

"OAK201809010",32,"Injury Delay"2018OAK.EVA.regular.comment.csv",205

"OAK201809010",45,"Mound Visit"2018OAK.EVA.regular.comment.csv",206

"OAK201809010",51,"Mound Visit"2018OAK.EVA.regular.comment.csv",207

"OAK201809010",52,"Mound Visit"2018OAK.EVA.regular.comment.csv",208

"OAK201809010",60,"Mound Visit"2018OAK.EVA.regular.comment.csv",209

"OAK201809010",60,"Mound Visit"2018OAK.EVA.regular.comment.csv",210

"OAK201809010",76,"Mound Visit"2018OAK.EVA.regular.comment.csv",211

"OAK201809010",76,"Mound Visit"2018OAK.EVA.regular.comment.csv",212

"OAK201809010",77,"Mound Visit"2018OAK.EVA.regular.comment.csv",213

"OAK201809010",83,"Mound Visit"2018OAK.EVA.regular.comment.csv",214

"OAK201809020",42,"Mound Visit"2018OAK.EVA.regular.comment.csv",215

"OAK201809020",44,"Mound Visit"2018OAK.EVA.regular.comment.csv",216

"OAK201809020",47,"Mound Visit"2018OAK.EVA.regular.comment.csv",217

"OAK201809020",48,"Mound Visit"2018OAK.EVA.regular.comment.csv",218

"OAK201809020",62,"Mound Visit"2018OAK.EVA.regular.comment.csv",219

"OAK201809020",65,"Mound Visit"2018OAK.EVA.regular.comment.csv",220

"OAK201809020",68,"Mound Visit Mound Visit"2018OAK.EVA.regular.comment.csv",221

"OAK201809020",70,"Mound Visit"2018OAK.EVA.regular.comment.csv",222

"OAK201809030",11,"Mound Visit"2018OAK.EVA.regular.comment.csv",223

"OAK201809030",19,"Mound Visit"2018OAK.EVA.regular.comment.csv",224

"OAK201809030",28,"Mound Visit"2018OAK.EVA.regular.comment.csv",225

"OAK201809030",37,"Mound Visit"2018OAK.EVA.regular.comment.csv",226

"OAK201809030",44,"On-field Delay"2018OAK.EVA.regular.comment.csv",227

"OAK201809030",58,"Mound Visit"2018OAK.EVA.regular.comment.csv",228

"OAK201809030",58,"Mound Visit"2018OAK.EVA.regular.comment.csv",229

"OAK201809030",66,"Mound Visit"2018OAK.EVA.regular.comment.csv",230

"OAK201809030",67,"Mound Visit"2018OAK.EVA.regular.comment.csv",231

"OAK201809030",71,"Mound Visit"2018OAK.EVA.regular.comment.csv",232

"OAK201809040",29,"Injury Delay"2018OAK.EVA.regular.comment.csv",233

"OAK201809040",39,"Mound Visit"2018OAK.EVA.regular.comment.csv",234

"OAK201809040",41,"Mound Visit"2018OAK.EVA.regular.comment.csv",235

"OAK201809040",44,"Mound Visit"2018OAK.EVA.regular.comment.csv",236

"OAK201809040",46,"Mound Visit"2018OAK.EVA.regular.comment.csv",237

"OAK201809040",49,"Mound Visit"2018OAK.EVA.regular.comment.csv",238

"OAK201809040",55,"Mound Visit"2018OAK.EVA.regular.comment.csv",239

"OAK201809040",62,"Mound Visit"2018OAK.EVA.regular.comment.csv",240

"OAK201809040",64,"Mound Visit"2018OAK.EVA.regular.comment.csv",241

"OAK201809040",66,"Mound Visit"2018OAK.EVA.regular.comment.csv",242

"OAK201809050",5,"Mound Visit"2018OAK.EVA.regular.comment.csv",243

"OAK201809050",12,"Mound Visit"2018OAK.EVA.regular.comment.csv",244

"OAK201809050",13,"Mound Visit"2018OAK.EVA.regular.comment.csv",245

"OAK201809050",31,"Mound Visit"2018OAK.EVA.regular.comment.csv",246

"OAK201809050",57,"Mound Visit"2018OAK.EVA.regular.comment.csv",247

"OAK201809050",70,"Mound Visit"2018OAK.EVA.regular.comment.csv",248

"OAK201809070",2,"Mound Visit"2018OAK.EVA.regular.comment.csv",249

"OAK201809070",21,"Mound Visit"2018OAK.EVA.regular.comment.csv",250

"OAK201809070",44,"Mound Visit"2018OAK.EVA.regular.comment.csv",251

"OAK201809070",45,"Mound Visit"2018OAK.EVA.regular.comment.csv",252

"OAK201809070",56,"Mound Visit"2018OAK.EVA.regular.comment.csv",253

"OAK201809070",62,"$Umpire review of ball hit by Guzman; call was upheld - double, not home run"2018OAK.EVA.regular.comment.csv",254

"OAK201809070",63,"Mound Visit"2018OAK.EVA.regular.comment.csv",255

"OAK201809070",65,"Mound Visit"2018OAK.EVA.regular.comment.csv",256

"OAK201809080",19,"Mound Visit"2018OAK.EVA.regular.comment.csv",257

"OAK201809080",28,"Mound Visit"2018OAK.EVA.regular.comment.csv",258

"OAK201809080",35,"Mound Visit Mound Visit"2018OAK.EVA.regular.comment.csv",259

"OAK201809080",39,"On-field Delay Mound Visit"2018OAK.EVA.regular.comment.csv",260

"OAK201809080",51,"Injury Delay"2018OAK.EVA.regular.comment.csv",261

"OAK201809080",61,"Mound Visit"2018OAK.EVA.regular.comment.csv",262

"OAK201809080",64,"Mound Visit"2018OAK.EVA.regular.comment.csv",263

"OAK201809080",68,"Mound Visit"2018OAK.EVA.regular.comment.csv",264

"OAK201809090",3,"Mound Visit"2018OAK.EVA.regular.comment.csv",265

"OAK201809090",6,"$Athletics challenged call that Odor was safe at 3rd; call was overturned - out on pickoff and caught stealing"2018OAK.EVA.regular.comment.csv",266

"OAK201809090",24,"Mound Visit"2018OAK.EVA.regular.comment.csv",267

"OAK201809090",27,"Injury Delay"2018OAK.EVA.regular.comment.csv",268

"OAK201809090",38,"Mound Visit"2018OAK.EVA.regular.comment.csv",269

"OAK201809090",39,"$Originally scored as wild pitch, changed to passed ball on 09-10-2018"2018OAK.EVA.regular.comment.csv",270

"OAK201809090",41,"Mound Visit"2018OAK.EVA.regular.comment.csv",271

"OAK201809090",50,"Mound Visit"2018OAK.EVA.regular.comment.csv",272

"OAK201809090",60,"Mound Visit"2018OAK.EVA.regular.comment.csv",273

"OAK201809090",72,"Mound Visit"2018OAK.EVA.regular.comment.csv",274

"OAK201809180",25,"Mound Visit"2018OAK.EVA.regular.comment.csv",275

"OAK201809180",27,"Mound Visit"2018OAK.EVA.regular.comment.csv",276

"OAK201809180",31,"Mound Visit"2018OAK.EVA.regular.comment.csv",277

"OAK201809180",35,"Mound Visit"2018OAK.EVA.regular.comment.csv",278

"OAK201809180",46,"Mound Visit"2018OAK.EVA.regular.comment.csv",279

"OAK201809180",47,"Mound Visit"2018OAK.EVA.regular.comment.csv",280

"OAK201809180",48,"$Athletics challenged call that first pitch wsa foul ball, claiming fan interference; call was upheld - foul ball"2018OAK.EVA.regular.comment.csv",281

"OAK201809180",49,"Mound Visit"2018OAK.EVA.regular.comment.csv",282

"OAK201809180",72,"Mound Visit"2018OAK.EVA.regular.comment.csv",283

"OAK201809180",73,"Mound Visit"2018OAK.EVA.regular.comment.csv",284

"OAK201809190",26,"Mound Visit"2018OAK.EVA.regular.comment.csv",285

"OAK201809190",27,"Mound Visit"2018OAK.EVA.regular.comment.csv",286

"OAK201809190",41,"Mound Visit"2018OAK.EVA.regular.comment.csv",287

"OAK201809190",53,"Mound Visit $Athletics challenged call that Marte was safe on error; call was overturned - gorund out"2018OAK.EVA.regular.comment.csv",288

"OAK201809190",58,"Mound Visit"2018OAK.EVA.regular.comment.csv",289

"OAK201809190",63,"Mound Visit"2018OAK.EVA.regular.comment.csv",290

"OAK201809200",14,"On-field Delay"2018OAK.EVA.regular.comment.csv",291

"OAK201809200",25,"Mound Visit"2018OAK.EVA.regular.comment.csv",292

"OAK201809200",28,"Mound Visit"2018OAK.EVA.regular.comment.csv",293

"OAK201809200",38,"Mound Visit"2018OAK.EVA.regular.comment.csv",294

"OAK201809200",40,"Mound Visit"2018OAK.EVA.regular.comment.csv",295

"OAK201809200",47,"On-field Delay"2018OAK.EVA.regular.comment.csv",296

"OAK201809200",52,"Mound Visit"2018OAK.EVA.regular.comment.csv",297

"OAK201809200",53,"$Batter interference"2018OAK.EVA.regular.comment.csv",298

"OAK201809200",59,"Mound Visit"2018OAK.EVA.regular.comment.csv",299

"OAK201809200",77,"Mound Visit"2018OAK.EVA.regular.comment.csv",300

"OAK201809210",21,"On-field Delay"2018OAK.EVA.regular.comment.csv",301

"OAK201809210",33,"Injury Delay"2018OAK.EVA.regular.comment.csv",302

"OAK201809210",36,"Mound Visit"2018OAK.EVA.regular.comment.csv",303

"OAK201809210",44,"Mound Visit"2018OAK.EVA.regular.comment.csv",304

"OAK201809210",45,"Mound Visit"2018OAK.EVA.regular.comment.csv",305

"OAK201809210",47,"Mound Visit"2018OAK.EVA.regular.comment.csv",306

"OAK201809210",48,"Injury Delay"2018OAK.EVA.regular.comment.csv",307

