"ALS195807080",0,"$Managers: Casey Stengel (AL New York), Fred Haney (NL Milwaukee); no extra base hits in game; starters chosen by a poll of managers/players/coaches, due to 1957 debacle; no votes for self or teammates allowed; pitchers and reserves chosen by the managers","FILENAME_TX","LINE_NUMBER_CT"
"ALS195807080",42,"umpchange,5,umphome,conlj102 umpchange,5,ump1b,mckib901 umpchange,5,ump2b,gormt101 umpchange,5,ump3b,romme101 $the umpires changed positions","1958AS.EVE.asg.comment.csv",2
