"TBA201110030",59,"originally OA, changed to CSH next day"FILENAME_TX","LINE_NUMBER_CT"

"TBA201110040",49,"$Adrian Beltre becomes the first player to hit three homers in one Division Series game; this is the seventh time a player has hit three in one post-season game"2011ALD1.EVE.post.comment.csv",2

