"GAME ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"ALS201407150",0,"$Managers: Mike Matheny (St. Louis NL); John Farrell (Boston AL); MVP: Mike Trout (Anaheim AL)","2014AS.EVE.asg.comment.csv",2
