"PHA193204120",3,"$over the roof onto 20th Street"FILENAME_TX","LINE_NUMBER_CT"

"PHA193204120",37,"$over the roof"1932PHA.EVA.regular.comment.csv",2

"PHA193204190",5,"$lost in the sun"1932PHA.EVA.regular.comment.csv",3

"PHA193204190",28,"$Roy Spencer broke for HP after Monte Weaver caught off 2B"1932PHA.EVA.regular.comment.csv",4

"PHA193205050",58,"$Lefty Grove overran 2B"1932PHA.EVA.regular.comment.csv",5

"PHA193205140",45,"$over the roof"1932PHA.EVA.regular.comment.csv",6

"PHA193206011",69,"$Eric McNair rounded 2B too far"1932PHA.EVA.regular.comment.csv",7

"PHA193206030",45,"ej,allej102,P,geish901,Balls and strikes ej,fleta101,C,geish901,Balls and strikes $Pitcher Allen and Yankees coach Fletcher ejected by HP umpire Geisel for arguing balls and strikes after Allen was removed"1932PHA.EVA.regular.comment.csv",8

"PHA193206030",78,"DWS: only source 340 from this point"1932PHA.EVA.regular.comment.csv",9

"PHA193206041",7,"$onto the LF roof"1932PHA.EVA.regular.comment.csv",10

"PHA193206041",31,"$Lou Gehrig thought ball would be caught"1932PHA.EVA.regular.comment.csv",11

"PHA193206042",41,"$Ben Chapman rounded 2B too far"1932PHA.EVA.regular.comment.csv",12

"PHA193207071",82,"Trib says dropped throw but no ID of fielder who threw ball"1932PHA.EVA.regular.comment.csv",13

"PHA193207111",15,"$Willie Kamm lost the ball in the sun"1932PHA.EVA.regular.comment.csv",14

"PHA193207140",59,"$over the LF roof"1932PHA.EVA.regular.comment.csv",15

"PHA193207160",73,"$over the LF roof"1932PHA.EVA.regular.comment.csv",16

"PHA193207250",46,"$Doc Cramer injured going for low liner, suspected broken collar bone"1932PHA.EVA.regular.comment.csv",17

"PHA193207250",69,"$Babe Ruth limped into 2B"1932PHA.EVA.regular.comment.csv",18

"PHA193208191",26,"$Eric McNair lost the pop fly in the sun"1932PHA.EVA.regular.comment.csv",19

"PHA193208191",51,"$Earl Averill lost the ball in the sun"1932PHA.EVA.regular.comment.csv",20

"PHA193208202",28,"ej,gastm101,P,dinnb101,Balls and strikes (Threw glove) $PitcherGaston ejected by HP umpire Bill Dinneen"1932PHA.EVA.regular.comment.csv",21

"PHA193209230",37,"47 minute rain delay"1932PHA.EVA.regular.comment.csv",22

