"LAN200410090",20,"$the ball struck Jose Lima's bat a second time and the Cardinals questioned the no-call; after a huddle the umpires did not change their ruling"FILENAME_TX","LINE_NUMBER_CT"

"LAN200410100",35,"$there was some confusion about whether Milton Bradley made a sliding catch or not; he dropped the ball during the transfer to his throwing hand and it was called no catch; Jeff Suppan was caught between bases since he did not know which way to run"2004NLD1.EVE.post.comment.csv",2

