GAME_ID,EVENT_ID,COMMENT_TX
"SLN201210080",61,"$Matt Holliday's throw to the infield went about 30 feet in the air and then rolled; Bryce Harper tried to advance on the bad throw"
"SLN201210080",61,"$Matt Holliday's throw to the infield went about 30 feet in the air and then rolled; Bryce Harper tried to advance on the bad throw"
