"GAME ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"NLS198207130",0,"$Managers: Tommy Lasorda (NL Los Angeles), Billy Martin (AL New York); MVP: Dave Concepcion (Cincinnati); first AS game held outside the United States; eleventh straight for NL (19 of 20)","1982AS.EVE.asg.comment.csv",2
