"BRO192504140",7,"Over Burns","FILENAME_TX","LINE_NUMBER_CT"
"BRO192507070",46,"Hot shot through Fournier's legs","1925BRO.EVN.regular.comment.csv",283
"BRO192507070",48,"Texas Leaguer","1925BRO.EVN.regular.comment.csv",284
"BRO192507070",49,"Over RF wall, into Bedford Avenue","1925BRO.EVN.regular.comment.csv",285
"BRO192507070",66,"NYEW coverage ended here","1925BRO.EVN.regular.comment.csv",286
"BRO192507070",79,"Oeschger tried to double Heathcote but threw wide of 1B","1925BRO.EVN.regular.comment.csv",287
"BRO192507090",3,"Texas Leaguer","1925BRO.EVN.regular.comment.csv",288
"BRO192507090",5,"Nice stop","1925BRO.EVN.regular.comment.csv",289
"BRO192507090",16,"Into LF bleachers","1925BRO.EVN.regular.comment.csv",290
"BRO192507090",59,"Low throw","1925BRO.EVN.regular.comment.csv",291
"BRO192507090",67,"Grimm knocked it down","1925BRO.EVN.regular.comment.csv",292
"BRO192507090",68,"Through Freigau","1925BRO.EVN.regular.comment.csv",293
"BRO192507110",9,"Pretty pickup but threw low; Grantham couldn't scoop it","1925BRO.EVN.regular.comment.csv",294
"BRO192507110",24,"Fine stop","1925BRO.EVN.regular.comment.csv",295
"BRO192507110",25,"Blasted through Johnston","1925BRO.EVN.regular.comment.csv",296
"BRO192507110",26,"Daring baserunning by Traynor on hard hit","1925BRO.EVN.regular.comment.csv",297
"BRO192507110",31,"Over Carey","1925BRO.EVN.regular.comment.csv",298
"BRO192507110",32,"Fearing Cuyler's arm, Stock was held at 3B","1925BRO.EVN.regular.comment.csv",299
"BRO192507110",35,"Cox hurt himself crashing into the wall","1925BRO.EVN.regular.comment.csv",300
"BRO192507110",44,"Bad hop twisted away from Stock","1925BRO.EVN.regular.comment.csv",301
"BRO192507110",67,"Close play at 1B on Moore's DP try","1925BRO.EVN.regular.comment.csv",302
"BRO192507110",71,"0-2 pitch to Wheat was a fastball on the outside corner that was called a ball by Klem; Gooch protested.","1925BRO.EVN.regular.comment.csv",303
"BRO192507110",73,"ej,mckeb101,M,klemb901,Balls and strikes $Mgr McKechnie ejected by Ump Klem for protesting the pitch to Wheat before his triple; Rawlings went to 1B coach's box.","1925BRO.EVN.regular.comment.csv",304
"BRO192507110",75,"Just missed HR. With a 3-2 count, Taylor couldn't hold Barnhart's foul tip.","1925BRO.EVN.regular.comment.csv",305
"BRO192507110",76,"Got by Cox and rolled on","1925BRO.EVN.regular.comment.csv",306
"BRO192507110",77,"High bounder over Grimes, perfect throw; Taylor dropped it","1925BRO.EVN.regular.comment.csv",307
"BRO192507110",83,"Texas Leaguer; Traynor started for it then retraced his steps in time to take Barnhart's throw and tag Loftus diving into 3B.","1925BRO.EVN.regular.comment.csv",308
"BRO192507110",84,"Pretty catch","1925BRO.EVN.regular.comment.csv",309
"BRO192507120",11,"Off Stock's glove","1925BRO.EVN.regular.comment.csv",310
"BRO192507120",22,"Mighty wallop over RCF fence","1925BRO.EVN.regular.comment.csv",311
"BRO192507120",37,"1-handed stop behind 2B; robbed of a hit","1925BRO.EVN.regular.comment.csv",312
"BRO192507120",46,"Stock beat the return throw to 1B; it appeared Grantham could have stepped on 1B and still thrown out Cox at 2B, allowing Wright enough time for the tag.","1925BRO.EVN.regular.comment.csv",313
"BRO192507120",47,"Over RF wall","1925BRO.EVN.regular.comment.csv",314
"BRO192507120",50,"Cox lost it in the sun","1925BRO.EVN.regular.comment.csv",315
"BRO192507120",53,"Robbed of a hit on the edge of the RF grass","1925BRO.EVN.regular.comment.csv",316
"BRO192507120",56,"Fine pickup and throw","1925BRO.EVN.regular.comment.csv",317
"BRO192507120",57,"Cox lost another one in the sun, but his return throw to 3B was a close play as Cuyler overslid the bag.  When Ump Klem called him safe, Tierney hurled his glove to the ground, stamped on it, and did everything but chew the thumb off.  A shower of pop bottles were thrown at Ump Klem, too.","1925BRO.EVN.regular.comment.csv",318
"BRO192507120",58,"Cox had trouble with this one as well","1925BRO.EVN.regular.comment.csv",319
"BRO192507120",64,"Low throw past 1B","1925BRO.EVN.regular.comment.csv",320
"BRO192507120",74,"Barnhart was nearly doubled at 1B","1925BRO.EVN.regular.comment.csv",321
"BRO192507120",77,"BOUNCE HR into LF bleachers; Bigbee tried to reach the high fly before it 1-hopped into the bleachers but could not.","1925BRO.EVN.regular.comment.csv",322
"BRO192507130",8,"Whirlwind bare-hand pickup of high bounder but Pie beat the throw.","1925BRO.EVN.regular.comment.csv",323
"BRO192507130",9,"Cox wore a stronger pair of smoked glasses today after misplaying 3 flies in the sun yesterday.","1925BRO.EVN.regular.comment.csv",324
"BRO192507130",10,"Fine running catch","1925BRO.EVN.regular.comment.csv",325
"BRO192507130",15,"Fine stop near 2B robbed him","1925BRO.EVN.regular.comment.csv",326
"BRO192507130",18,"$Fine pickup but throw pulled Grantham off 1B (according to Ump McCormick).  Entire Pirate infield protested.","1925BRO.EVN.regular.comment.csv",327
"BRO192507130",20,"Wright apparently thought the side was retired and did not attempt a DP throw to 1B.","1925BRO.EVN.regular.comment.csv",328
"BRO192507130",22,"Texas Leaguer","1925BRO.EVN.regular.comment.csv",329
"BRO192507130",23,"1-handed catch","1925BRO.EVN.regular.comment.csv",330
"BRO192507130",27,"Fournier had tried to bunt before flying out","1925BRO.EVN.regular.comment.csv",331
"BRO192507130",29,"1-handed stop","1925BRO.EVN.regular.comment.csv",332
"BRO192507130",30,"Fast play","1925BRO.EVN.regular.comment.csv",333
"BRO192507130",38,"Fast assist","1925BRO.EVN.regular.comment.csv",334
"BRO192507130",42,"Over RF wall","1925BRO.EVN.regular.comment.csv",335
"BRO192507130",44,"Fine play","1925BRO.EVN.regular.comment.csv",336
"BRO192507130",49,"Swift running catch","1925BRO.EVN.regular.comment.csv",337
"BRO192507130",55,"Aldridge failed to get 2 bunts down before fanning","1925BRO.EVN.regular.comment.csv",338
"BRO192507130",56,"Close play","1925BRO.EVN.regular.comment.csv",339
"BRO192507130",61,"After robbing Kiki of a single Stock threw low to the stands","1925BRO.EVN.regular.comment.csv",340
"BRO192507130",63,"Through Ford","1925BRO.EVN.regular.comment.csv",341
"BRO192507130",69,"Brilliant assist","1925BRO.EVN.regular.comment.csv",342
"BRO192507140",9,"Off Yde's glove","1925BRO.EVN.regular.comment.csv",343
"BRO192507140",15,"Bounder took a high hop over Stock","1925BRO.EVN.regular.comment.csv",344
"BRO192507140",17,"Brown fumbled","1925BRO.EVN.regular.comment.csv",345
"BRO192507140",19,"Attempted double steal","1925BRO.EVN.regular.comment.csv",346
"BRO192507140",21,"Jumping stop","1925BRO.EVN.regular.comment.csv",347
"BRO192507140",33,"DP grounder","1925BRO.EVN.regular.comment.csv",348
"BRO192507140",34,"Throw home hopped over Gooch","1925BRO.EVN.regular.comment.csv",349
"BRO192507140",49,"Caromed off Vance's shins to Stock","1925BRO.EVN.regular.comment.csv",350
"BRO192507140",51,"Pretty 1-handed assist","1925BRO.EVN.regular.comment.csv",351
"BRO192507140",53,"Into LF bleachers","1925BRO.EVN.regular.comment.csv",352
"BRO192507140",55,"PGT: Oeschger deflected it","1925BRO.EVN.regular.comment.csv",353
"BRO192507140",61,"High throw back to 1B on DP try","1925BRO.EVN.regular.comment.csv",354
"BRO192507140",62,"Great stop","1925BRO.EVN.regular.comment.csv",355
"BRO192507140",71,"Through Fournier but Stock backed him up","1925BRO.EVN.regular.comment.csv",356
"BRO192507140",87,"High throw","1925BRO.EVN.regular.comment.csv",357
"BRO192507140",92,"Moore had a chance to double up Cox but threw wide to Wright and was charged with an error.","1925BRO.EVN.regular.comment.csv",358
"BRO192507140",93,"Off McInnis' glove","1925BRO.EVN.regular.comment.csv",359
"BRO192507150",11,"BOUNCE HR; over Walker, into CF bleachers on first bounce","1925BRO.EVN.regular.comment.csv",360
"BRO192507150",24,"Over RF fence","1925BRO.EVN.regular.comment.csv",361
"BRO192507160",6,"Past Walker","1925BRO.EVN.regular.comment.csv",362
"BRO192507160",10,"Threw to CF","1925BRO.EVN.regular.comment.csv",363
"BRO192507160",11,"Off Caveney's foot","1925BRO.EVN.regular.comment.csv",364
"BRO192507160",34,"Into LF bleachers","1925BRO.EVN.regular.comment.csv",365
"BRO192507160",35,"Nice stop","1925BRO.EVN.regular.comment.csv",366
"BRO192507160",47,"Threw past Fournier","1925BRO.EVN.regular.comment.csv",367
"BRO192507160",62,"Brilliant running catch","1925BRO.EVN.regular.comment.csv",368
"BRO192507160",66,"Got away from Smith","1925BRO.EVN.regular.comment.csv",369
"BRO192507160",67,"DWS: no SH","1925BRO.EVN.regular.comment.csv",370
"BRO192507160",68,"Critz threw to 1B from a horizontal position.","1925BRO.EVN.regular.comment.csv",371
"BRO192507160",70,"PDT coverage ended here","1925BRO.EVN.regular.comment.csv",372
"BRO192507170",1,"Broken bat","1925BRO.EVN.regular.comment.csv",373
"BRO192507170",4,"Low throw","1925BRO.EVN.regular.comment.csv",374
"BRO192507170",5,"Wonderful stop","1925BRO.EVN.regular.comment.csv",375
"BRO192507170",11,"Off Erhardt's glove","1925BRO.EVN.regular.comment.csv",376
"BRO192507170",12,"Ball hit bag and bounced away from Tierney","1925BRO.EVN.regular.comment.csv",377
"BRO192507170",16,"Great play; made a flying grab at the ball, wheeled in the air, and tossed him out.  It was a hard stop and a harder throw; from his awkward position he had to bounce the ball to 1B, but it was a perfect bounce.","1925BRO.EVN.regular.comment.csv",378
"BRO192507170",41,"Texas Leaguer","1925BRO.EVN.regular.comment.csv",379
"BRO192507170",42,"Roush slid back into 2B and beat Tierney's throw","1925BRO.EVN.regular.comment.csv",380
"BRO192507170",43,"Past Ehrhardt","1925BRO.EVN.regular.comment.csv",381
"BRO192507170",44,"Off Ehrhardt's glove","1925BRO.EVN.regular.comment.csv",382
"BRO192507170",55,"Over SS","1925BRO.EVN.regular.comment.csv",383
"BRO192507170",58,"ML Debut for Lloyd Brown","1925BRO.EVN.regular.comment.csv",384
"BRO192507170",72,"PDT coverage ended here","1925BRO.EVN.regular.comment.csv",385
"BRO192507180",4,"Bare-handed stop","1925BRO.EVN.regular.comment.csv",386
"BRO192507180",7,"Over RF wall; fair by inches","1925BRO.EVN.regular.comment.csv",387
"BRO192507180",12,"SLS: Reinhart dropped Hornsby's throw. NYEW: S3/G -- bounced a single off Bottomley's shins. NYT: Fournier made a brilliant three-cushion shot; he banked off Bottomley's shins, caromed off Hornsby's glove, and then Reinhart dropped it at 1B.","1925BRO.EVN.regular.comment.csv",388
"BRO192507180",13,"Fine catch","1925BRO.EVN.regular.comment.csv",389
"BRO192507180",20,"Over Toporcer","1925BRO.EVN.regular.comment.csv",390
"BRO192507180",35,"Wheat fumbled","1925BRO.EVN.regular.comment.csv",391
"BRO192507180",37,"Fine stop and throw","1925BRO.EVN.regular.comment.csv",392
"BRO192507180",54,"BOUNCE HR into LF bleachers after long hop off the hard turf","1925BRO.EVN.regular.comment.csv",393
"BRO192507180",73,"Missed a HR by a foot","1925BRO.EVN.regular.comment.csv",394
"BRO192507180",74,"Brilliant sliding catch","1925BRO.EVN.regular.comment.csv",395
"BRO192507190",14,"First two innings were played in 10 minutes","1925BRO.EVN.regular.comment.csv",396
"BRO192507190",16,"Broken bat","1925BRO.EVN.regular.comment.csv",397
"BRO192507190",25,"Over RF fence","1925BRO.EVN.regular.comment.csv",398
"BRO192507190",36,"1-handed catch","1925BRO.EVN.regular.comment.csv",399
"BRO192507190",49,"Spectacular stop","1925BRO.EVN.regular.comment.csv",400
"BRO192507190",59,"Low liner","1925BRO.EVN.regular.comment.csv",401
"BRO192507200",27,"NYTEM coverage continued on P.13 (unavailable for review)","1925BRO.EVN.regular.comment.csv",402
"BRO192507200",41,"Into LF bleachers","1925BRO.EVN.regular.comment.csv",403
"BRO192507200",56,"Nice stop","1925BRO.EVN.regular.comment.csv",404
"BRO192507200",63,"Close play at home; 5 minutes of protests by SLN followed","1925BRO.EVN.regular.comment.csv",405
"BRO192507200",76,"17 Ks set new record for 10 inning game","1925BRO.EVN.regular.comment.csv",406
"BRO192507200",78,"Low throw to 2B","1925BRO.EVN.regular.comment.csv",407
"BRO192507200",82,"Vance first failed to bunt before singling","1925BRO.EVN.regular.comment.csv",408
"BRO192507260",29,"Running catch near bleachers","1925BRO.EVN.regular.comment.csv",409
"BRO192507260",31,"Running catch","1925BRO.EVN.regular.comment.csv",410
"BRO192507260",43,"Dean barely broke it down","1925BRO.EVN.regular.comment.csv",411
"BRO192508161",26,"Over RF wall","1925BRO.EVN.regular.comment.csv",412
"BRO192508161",40,"Over RF wall","1925BRO.EVN.regular.comment.csv",413
"BRO192508162",68,"Wonderful 1-handed catch robbed him of triple","1925BRO.EVN.regular.comment.csv",414
"BRO192508162",71,"Over RF fence","1925BRO.EVN.regular.comment.csv",415
"BRO192508180",11,"Broken-bat single; 18-game hitting streak for Cox","1925BRO.EVN.regular.comment.csv",416
"BRO192508180",13,"Thrilling stop prevented a run; fast play","1925BRO.EVN.regular.comment.csv",417
"BRO192508180",18,"Low throw","1925BRO.EVN.regular.comment.csv",418
"BRO192508180",25,"PGT: BOUNCE HR, into LCF seats on one hop","1925BRO.EVN.regular.comment.csv",419
"BRO192508180",33,"Texas Leaguer fell between Wright & Cuyler","1925BRO.EVN.regular.comment.csv",420
"BRO192508180",35,"High bounder; Pie tagged Brown","1925BRO.EVN.regular.comment.csv",421
"BRO192508180",37,"Fine catch","1925BRO.EVN.regular.comment.csv",422
"BRO192508180",48,"Fast play","1925BRO.EVN.regular.comment.csv",423
"BRO192508180",49,"Pretty catch","1925BRO.EVN.regular.comment.csv",424
"BRO192508180",52,"Gooch turned towards 2B and was tagged out by Fournier","1925BRO.EVN.regular.comment.csv",425
"BRO192508180",66,"Pie stretched it to a double","1925BRO.EVN.regular.comment.csv",426
"BRO192508180",71,"Cuyler's fast fielding held Brown at 2B","1925BRO.EVN.regular.comment.csv",427
"BRO192508180",72,"Wright couldn't field it cleanly but recovered for the force","1925BRO.EVN.regular.comment.csv",428
"BRO192508180",73,"Debut game for Guy Cantrell","1925BRO.EVN.regular.comment.csv",429
"BRO192508180",74,"Off Fournier's glove","1925BRO.EVN.regular.comment.csv",430
"BRO192508180",81,"Gooch caught the entire game with a bandaged hand","1925BRO.EVN.regular.comment.csv",431
"BRO192508190",3,"The ball became mixed up in the bullpen","1925BRO.EVN.regular.comment.csv",432
"BRO192508190",4,"Texas Leaguer","1925BRO.EVN.regular.comment.csv",433
"BRO192508190",5,"NYTEM coverage ended here. It continued on p.12 but was unavailable for review; had more detail than other sources.","1925BRO.EVN.regular.comment.csv",434
"BRO192508190",22,"Bad hop bounced over Barnhart's shoulder","1925BRO.EVN.regular.comment.csv",435
"BRO192508190",23,"Texas Leaguer","1925BRO.EVN.regular.comment.csv",436
"BRO192508190",34,"Bounced off Wright's shins","1925BRO.EVN.regular.comment.csv",437
"BRO192508190",48,"Bad hop bounced over Wheat","1925BRO.EVN.regular.comment.csv",438
"BRO192508190",51,"NYEW reported error during Ford AB","1925BRO.EVN.regular.comment.csv",439
"BRO192508190",59,"Flied out after failed SH","1925BRO.EVN.regular.comment.csv",440
"BRO192508190",60,"Sensational bare-handed stop","1925BRO.EVN.regular.comment.csv",441
"BRO192508190",61,"Hopped over Barnhart","1925BRO.EVN.regular.comment.csv",442
"BRO192508190",67,"Off Stock's glove","1925BRO.EVN.regular.comment.csv",443
"BRO192508200",2,"Off Stock's glove into CF","1925BRO.EVN.regular.comment.csv",444
"BRO192508200",6,"Attempted double steal; Taylor bluffed a throw to 2B and tagged Rawlings.","1925BRO.EVN.regular.comment.csv",445
"BRO192508200",9,"Over RF wall","1925BRO.EVN.regular.comment.csv",446
"BRO192508200",10,"Good try by Bigbee","1925BRO.EVN.regular.comment.csv",447
"BRO192508200",44,"Sensational running 1-handed catch; great ovation for Cuyler","1925BRO.EVN.regular.comment.csv",448
"BRO192508200",47,"Grounder past Stock took a bad hop over Brown to CF fence","1925BRO.EVN.regular.comment.csv",449
"BRO192508200",50,"Running catch as he crashed into the concrete barrier","1925BRO.EVN.regular.comment.csv",450
"BRO192508200",53,"NYT: Tierney's first fielding chance in 31 innings","1925BRO.EVN.regular.comment.csv",451
"BRO192508200",60,"Fly fell behind Stock","1925BRO.EVN.regular.comment.csv",452
"BRO192508221",4,"High throw","1925BRO.EVN.regular.comment.csv",453
"BRO192508221",5,"Over Adams","1925BRO.EVN.regular.comment.csv",454
"BRO192508221",10,"Attempted double steal","1925BRO.EVN.regular.comment.csv",455
"BRO192508221",12,"Through Fournier","1925BRO.EVN.regular.comment.csv",456
"BRO192508221",20,"Texas Leaguer","1925BRO.EVN.regular.comment.csv",457
"BRO192508221",27,"Bounder past Mitchell","1925BRO.EVN.regular.comment.csv",458
"BRO192508221",35,"Low throw","1925BRO.EVN.regular.comment.csv",459
"BRO192508221",42,"Over RF wall","1925BRO.EVN.regular.comment.csv",460
"BRO192508221",43,"Over Brooks","1925BRO.EVN.regular.comment.csv",461
"BRO192508222",31,"Stock overran 3B due to poor coaching by Loftus","1925BRO.EVN.regular.comment.csv",462
"BRO192508222",43,"Tagged out","1925BRO.EVN.regular.comment.csv",463
"BRO192508222",50,"Earlier in this AB Fournier drove a long foul over RF fence","1925BRO.EVN.regular.comment.csv",464
"BRO192508222",62,"Late throw to 3B","1925BRO.EVN.regular.comment.csv",465
"BRO192508222",72,"Off Tierney's glove","1925BRO.EVN.regular.comment.csv",466
"BRO192508222",76,"2-3 OK","1925BRO.EVN.regular.comment.csv",467
"BRO192508231",29,"The ball played hide & seek with a policeman in LF corner","1925BRO.EVN.regular.comment.csv",468
"BRO192508231",30,"Freigau inextricably threw to 2B","1925BRO.EVN.regular.comment.csv",469
"BRO192508231",31,"Brown's advance aided by Adams' high throw to the plate","1925BRO.EVN.regular.comment.csv",470
"BRO192508231",39,"Off Johnston's shins","1925BRO.EVN.regular.comment.csv",471
"BRO192508231",60,"Ford got a glove on it","1925BRO.EVN.regular.comment.csv",472
"BRO192508232",4,"3XH(42E5/TH3)","1925BRO.EVN.regular.comment.csv",473
"BRO192508232",33,"Low throw","1925BRO.EVN.regular.comment.csv",474
"BRO192508241",20,"ej,heatc101,P,wilsf901,Balls and strikes (Threw bat) Heathcote was ejected by Ump Wilson for kicking on a called strike during this AB; he threw down his bat, stamped his feet, and said some words.","1925BRO.EVN.regular.comment.csv",475
"BRO192508241",24,"ej,hartg103,P,wilsf901,Balls and strikes Hartnett ejected for protesting Ump Wilson's decision","1925BRO.EVN.regular.comment.csv",476
"BRO192508241",28,"Jahn lost it in the sun. During Johnston's AB, the Cubs' bench became noisy.  Ump Wilson stopped the game and ejected 8 or 9 players from the Cub bench whom he suspected of riding him excessively.  The only men left were Maranville, Alexander, Griffith, Churry, and Coach Gibson.","1925BRO.EVN.regular.comment.csv",477
"BRO192508241",33,"Over RF wall","1925BRO.EVN.regular.comment.csv",478
"BRO192508241",38,"Jones deflected it","1925BRO.EVN.regular.comment.csv",479
"BRO192508241",47,"NYTEM/354: PB.1-2","1925BRO.EVN.regular.comment.csv",480
"BRO192508241",56,"Both players slid into the base and Grimm's right leg was badly spiked.","1925BRO.EVN.regular.comment.csv",481
"BRO192508241",56,"Michaels, one of the ejected players, was called in from the stands and allowed to return to the field.","1925BRO.EVN.regular.comment.csv",482
"BRO192508241",57,"NYTEM/354: 53","1925BRO.EVN.regular.comment.csv",483
"BRO192508241",59,"Low throw","1925BRO.EVN.regular.comment.csv",484
"BRO192508241",72,"Wild throw past 1B into RF","1925BRO.EVN.regular.comment.csv",485
"BRO192508241",74,"Spectacular running catch","1925BRO.EVN.regular.comment.csv",486
"BRO192508241",76,"Grounder hopped over Pittenger","1925BRO.EVN.regular.comment.csv",487
"BRO192508241",78,"Over RF wall","1925BRO.EVN.regular.comment.csv",488
"BRO192508241",83,"Over RF wall","1925BRO.EVN.regular.comment.csv",489
"BRO192508241",84,"Past Mitchell","1925BRO.EVN.regular.comment.csv",490
"BRO192508241",87,"Off Johnston's glove","1925BRO.EVN.regular.comment.csv",491
"BRO192508242",1,"Good stop","1925BRO.EVN.regular.comment.csv",492
"BRO192508242",8,"NYTEM coverage ended here","1925BRO.EVN.regular.comment.csv",493
"BRO192508242",25,"Off Bush's glove","1925BRO.EVN.regular.comment.csv",494
"BRO192508242",54,"Over RF wall; he hit a slow pitch","1925BRO.EVN.regular.comment.csv",495
"BRO192508242",59,"Over RF fence","1925BRO.EVN.regular.comment.csv",496
"BRO192508242",62,"Cantrell stepped on 1B","1925BRO.EVN.regular.comment.csv",497
"BRO192508242",68,"Wide/low throw","1925BRO.EVN.regular.comment.csv",498
"BRO192508242",76,"Source127 coverage ended here","1925BRO.EVN.regular.comment.csv",499
"BRO192508242",83,"Wild throw to Michaels","1925BRO.EVN.regular.comment.csv",500
"BRO192508250",9,"Off Thevenow's shins","1925BRO.EVN.regular.comment.csv",501
"BRO192508250",35,"Into LF bleachers","1925BRO.EVN.regular.comment.csv",502
"BRO192508250",41,"Over RF wall","1925BRO.EVN.regular.comment.csv",503
"BRO192508250",55,"Past Johnston","1925BRO.EVN.regular.comment.csv",504
"BRO192508250",67,"SLS coverage ended here","1925BRO.EVN.regular.comment.csv",505
"BRO192508250",83,"Brown was running with the pitch and would've been out had it not been ball four.  Sothoron argued with Ump Sweeney.","1925BRO.EVN.regular.comment.csv",506
"BRO192508250",85,"To LF bleachers","1925BRO.EVN.regular.comment.csv",507
"BRO192508260",25,"Through Stock","1925BRO.EVN.regular.comment.csv",508
"BRO192508260",29,"Good stop","1925BRO.EVN.regular.comment.csv",509
"BRO192508260",32,"1-handed stop","1925BRO.EVN.regular.comment.csv",510
"BRO192508260",37,"Through Smith's hands to CF bleachers","1925BRO.EVN.regular.comment.csv",511
"BRO192508260",47,"Hit the top of the fence and bounded back","1925BRO.EVN.regular.comment.csv",512
"BRO192508260",65,"Fast play","1925BRO.EVN.regular.comment.csv",513
"BRO192508270",2,"Stock took the liner sitting down","1925BRO.EVN.regular.comment.csv",514
"BRO192508270",12,"Off Hornsby's shins","1925BRO.EVN.regular.comment.csv",515
"BRO192508270",33,"Off Bottomley's glove","1925BRO.EVN.regular.comment.csv",516
"BRO192508270",42,"ej,bladr102,P,odayh101,Called third strike (Threw bat) Blades kicked on Ump O'Day's decision then threw his bat into the Cardinals' bench; he was EJECTED by O'Day.","1925BRO.EVN.regular.comment.csv",517
"BRO192508270",45,"Over Thevenow","1925BRO.EVN.regular.comment.csv",518
"BRO192508270",59,"SLS coverage ended here","1925BRO.EVN.regular.comment.csv",519
"BRO192508270",66,"NYTEM coverage ended here","1925BRO.EVN.regular.comment.csv",520
"BRO192508270",67,"Over RF wall","1925BRO.EVN.regular.comment.csv",521
"BRO192508270",95,"Over RF wall","1925BRO.EVN.regular.comment.csv",522
"BRO192508280",35,"Running catch","1925BRO.EVN.regular.comment.csv",523
"BRO192508280",64,"Just missed HR","1925BRO.EVN.regular.comment.csv",524
"BRO192508280",84,"Into LF bleachers","1925BRO.EVN.regular.comment.csv",525
"BRO192508290",17,"Bare-handed pickup","1925BRO.EVN.regular.comment.csv",526
"BRO192508290",33,"Great pickup","1925BRO.EVN.regular.comment.csv",527
"BRO192508290",38,"Threw past Stock covering 1B","1925BRO.EVN.regular.comment.csv",528
"BRO192508290",39,"Roush was chased back to 3B by DeBerry; Zitzmann was caught returning to 2B.","1925BRO.EVN.regular.comment.csv",529
"BRO192508290",41,"DeBerry was spiked by Critz on play at the plate","1925BRO.EVN.regular.comment.csv",530
"BRO192508290",51,"Holke tried to beat Fournier to the bag instead of tossing to Donohue covering.","1925BRO.EVN.regular.comment.csv",531
"BRO192508301",64,"Running, stumbling 1-handed catch; Roush was halfway to 3B","1925BRO.EVN.regular.comment.csv",532
"BRO192508301",84,"Roush fumbled","1925BRO.EVN.regular.comment.csv",533
"BRO192508302",22,"DWS: confirm no SH","1925BRO.EVN.regular.comment.csv",534
"BRO192508302",30,"Over Roush","1925BRO.EVN.regular.comment.csv",535
"BRO192509061",8,"Thrilling catch","1925BRO.EVN.regular.comment.csv",536
"BRO192509061",14,"Low throw","1925BRO.EVN.regular.comment.csv",537
"BRO192509061",15,"Unexpected bunt left 1B uncovered","1925BRO.EVN.regular.comment.csv",538
"BRO192509061",26,"DWS: confirmed no SH","1925BRO.EVN.regular.comment.csv",539
"BRO192509061",29,"Brown misjudged it","1925BRO.EVN.regular.comment.csv",540
"BRO192509061",29,"DeBerry was struck on the left knee cap by a Cooney foul","1925BRO.EVN.regular.comment.csv",541
"BRO192509061",49,"Great running catch; splendid off-balance heave","1925BRO.EVN.regular.comment.csv",542
"BRO192509062",6,"Off Kamp's glove; Bancroft dashed in, scooped it up, and shot a high underhand throw to Burrus who made a stretching 1-hand catch.  A gem of a play.","1925BRO.EVN.regular.comment.csv",543
"BRO192509062",54,"Gibson fell into a box near the Robins' dugout for an almost impossible catch.","1925BRO.EVN.regular.comment.csv",544
"BRO192509062",60,"Over RF wall","1925BRO.EVN.regular.comment.csv",545
"BRO192509081",15,"Vance's 200th strikeout this season","1925BRO.EVN.regular.comment.csv",546
"BRO192509081",25,"Totally unexpected bunt","1925BRO.EVN.regular.comment.csv",547
"BRO192509081",51,"The only AB in which Vance allowed 3 balls to any batter","1925BRO.EVN.regular.comment.csv",548
"BRO192509082",8,"Leach fumbled","1925BRO.EVN.regular.comment.csv",549
"BRO192509082",22,"PDL: Grimes caught it with his bare hand","1925BRO.EVN.regular.comment.csv",550
"BRO192509082",23,"Wicked drive hit Grimes' left leg and knocked him down.  The ball bounced back to Taylor whose throw to 1B was late. Time was called; after about 5 minutes Grimes resumed.","1925BRO.EVN.regular.comment.csv",551
"BRO192509082",26,"Grimes hopped painfully in the air to grab high bounder","1925BRO.EVN.regular.comment.csv",552
"BRO192509082",80,"Sand fumbled momentarily from deep SS, costing DP chance","1925BRO.EVN.regular.comment.csv",553
"BRO192509131",0,"Hargreaves' 1st career game at 1B.  The 2nd game of the doubleheader would be his 2nd and last at 1B.","1925BRO.EVN.regular.comment.csv",554
"BRO192509131",45,"Fast play","1925BRO.EVN.regular.comment.csv",555
"BRO192509132",20,"Over RF wall","1925BRO.EVN.regular.comment.csv",556
"BRO192509132",29,"Over RF wall","1925BRO.EVN.regular.comment.csv",557
"BRO192509132",31,"Harper & Hargreaves collided","1925BRO.EVN.regular.comment.csv",558
"BRO192509132",51,"Harper & Hargreaves collided again and nearly came to blows. Hargreaves contended Harper gave him an elbow in the 5th and returned the favor here with a hip. Harper was greeted with a shower of pop bottles as he went to LF, delaying the game several minutes.","1925BRO.EVN.regular.comment.csv",559
"BRO192509270",0,"Moore's ML debut","1925BRO.EVN.regular.comment.csv",560
"BRO192509270",84,"Infield hit","1925BRO.EVN.regular.comment.csv",561
"BRO192509280",2,"High throw","1925BRO.EVN.regular.comment.csv",562
"BRO192509280",15,"Leaping catch","1925BRO.EVN.regular.comment.csv",563
"BRO192509280",35,"Good catch","1925BRO.EVN.regular.comment.csv",564
"BRO192509280",50,"Southworth fumbled","1925BRO.EVN.regular.comment.csv",565
"BRO192510030",17,"Past Johnston","1925BRO.EVN.regular.comment.csv",566
"BRO192510030",25,"High went to 2B on Brown's fumble but got greedy","1925BRO.EVN.regular.comment.csv",567
"BRO192510030",68,"Over RF wall","1925BRO.EVN.regular.comment.csv",568
