"CHA191608080",60,"Bottom of seventh inning to end from Globe/Tribune."
"CHA191608090",31,"Red Sox players protested umpire Owens safe call."
"CHA191608090",46,"Pitcher deflected ball."
"CHA191608090",69,"Used Tribune/Globe/Retrosheet box score from here to end."
"CHA191608090",88,"J. Collins threw off line allowing go ahead run."
"CHA191608100",66,"$Darkness and approaching storm halted play."
"CHA191608100",84,"$Runner scored from 2nd as Collins held ball"
"CHA191608110",25,"J. Collins dropped fly but recovered to force Veach."
"CHA191608120",1,"Ball deflected off Faber."
"CHA191608120",50,"Ness failed to get down squeeze bunt."
"CHA191608120",52,"Ball deflected off pitcher."
"CHA191608120",57,"Great bunt by McMullin."
"CHA191609060",10,"ej,fourj101,P,dinnb101,Called third strike $Fournier ejected by HP umpire Dinneen for arguing called third strike"
"CHA191609060",11,"Hasbrook's ML debut."
"CHA191609060",13,"Wamby over-ran second base."
"CHA191609060",18,"Schalk ejected for arguing balls & strikes with Dinneen."
"CHA191609060",19,"Attempted sacrifice."
"CHA191609060",69,"Ninth inning from Tribune/Retrosheet box score."
"CHA191609060",70,"Great catch bt Jackson of Roth's Texas league fly."
"CHA191609070",15,"Bagby tagged out leaving batter's box."
"CHA191609070",24,"Attempted sacrifice."
"CHA191609070",40,"Used 69 for sixth/seventh innings."
"CHA191609070",58,"Eighth/ninth innings from Tribune/RBS."
"CHA191609070",60,"Chapman hurt sliding into first base. Tribune had Bergman PR for Chapman."
"CHA191609070",64,"ej,rothb102,CLE,dinnb101,Call at 2B $Roth ejected by 1B umpire Dinneed for arguing he was safe at end"
"CHA191609070",71,"Tribune had Ness PH just before Morton entered game."
"CHA191609070",74,"Ball deflected off pitcher."
"CHA191609080",22,"Great catch by Felsch."
"CHA191609080",49,"$Kavangh threw wild to first, Gandil then threw out Felsch; not a double play by modern rules"
"CHA191609080",67,"Ninth inning to end from Tribune/Retrosheet box score."
"CHA191609090",22,"Ball deflected off pitcher."
"CHA191609090",32,"Ness could not advance on force-out."
"CHA191609090",66,"Eighth inning to end from Tribune/box scores."
"CHA191609110",16,"Koob deflected ball to shortstop."
"CHA191609110",48,"One of the greatest catches at Comiskey Park this year."
"CHA191609110",62,"69 had pbp here to end."
"CHA191609120",1,"Benz slowed ball up but Terry could not make the play."
"CHA191609120",3,"Shotton 'dodged' E. Collins attempted tag out."
"CHA191609120",41,"More assists possible."
"CHA191609120",65,"Eighth inning to end from Tibune/Retrosheet box score."
"CHA191609140",16,"Wind blowing swept by 'heavy gales'."
"CHA191609140",23,"Possible IW."
"CHA191609140",61,"Seventh inning to end from Post/Retrosheet box score."
"CHA191609150",6,"Great catch by Milan."
"CHA191609150",9,"Cicotte threw low on force-out at second."
"CHA191609150",23,"Attempted double steal."
"CHA191609150",64,"Ninth inning from Tribune/Post/Retrosheet box score."
"CHA191609150",72,"ML debut for Thomas."
"CHA191609160",6,"Bounce HR: Ball bounced over fence near flag pole."
"CHA191609160",18,"Hit and run."
"CHA191609160",30,"Attempted sacrifice."
"CHA191609160",64,"69 had pbp here to end."
"CHA191609170",18,"Faber's throw to plate was late."
"CHA191609170",20,"All Boston players argued Danforth balked."
"CHA191609170",36,"Into overflow crowd."
"CHA191609170",53,"Texas Leaguer for a double."
"CHA191609170",69,"Into the crowd."
"CHA191609170",72,"Over the crowd in left."
"CHA191609170",87,"More assists possible, Globe had runner being 'run-down'."
"CHA191609170",91,"20th win for Ruth."
"CHA191609180",11,"$Botched double steal, Lewis out as play was made on Gardner"
"CHA191609180",17,"109 had 2 SB for Jackson, Retrosheet box score had one."
"CHA191609180",64,"Eight inning to end from Tribune/Globe/Retrosheet box score."
"CHA191609180",75,"Great play by Janvrin to throw E. Collins out."
"CHA191609190",14,"Attempted sacrifice."
"CHA191609190",39,"Used 69 from here to end."
"CHA191609200",50,"Russell slowed up grounder that bounced over to Weaver."
"CHA191609200",61,"E. Collins advanced to second when no one covered home."
"CHA191609200",64,"Picinich left bag thinking he was forced, Terry got putout."
"CHA191609210",24,"Attempted sacrifice."
"CHA191609210",35,"Brown held at third, Faber deflected ball."
"CHA191609210",58,"Lynn injured on foul tip, replaced by Lapp."
"CHA191609210",69,"Ninth inning from 69."
"CHA191609220",11,"Weaver 'chased' between third and home, scored on bad throw."
"CHA191609220",15,"$15 minute rain delay"
"CHA191609220",22,"Terry held third on groundout."
"CHA191609220",35,"Mogridge failed on squeeze bunt attempt."
"CHA191609220",56,"Throw to second base was late."
"CHA191609230",27,"Ball caromed to Baker off pitcher, runner held second."
"CHA191609230",74,"Ninth inning from Post/Tribune/Retrosheet box score."
"CHA191609250",25,"Attempted double steal."
"CHA191609250",66,"Ball deflected off Love into foul ground."
