"GAME ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"CHA200510120",67,"$low pitch; Josh Paul thought he caught it and rolled the ball to the mound; HP umpire Doug Eddings ruled a trap and A.J. Pierzynski made it to 1B","2005ALCS.EVE.post.comment.csv",2
"ANA200510160",65,"$Kelvim Escobar tagged A.J. Pierzynski with the glove while holding ball in other hand; umpires confer, reverse original out call","2005ALCS.EVE.post.comment.csv",3
"ANA200510160",73,"$Adam Kennedy tagged Tadahito Iguchi and 2B umpire Jerry Crawford called the runner out then reversed himself when he saw the ball on the ground; Kennedy never had the ball in his glove","2005ALCS.EVE.post.comment.csv",4
