"SLN199304090",1,"Debut game for Rene Arocha"FILENAME_TX","LINE_NUMBER_CT"

"SLN199304210",69,"Debut game for Tom Urbani"1993SLN.EVN.regular.comment.csv",2

"SLN199305290",14,"Debut game for Kevin Higgins"1993SLN.EVN.regular.comment.csv",3

"SLN199305290",16,"$no GDP on runner interference"1993SLN.EVN.regular.comment.csv",4

"SLN199306160",53,"Debut game for Ben Shelton"1993SLN.EVN.regular.comment.csv",5

"SLN199307080",1,"Debut game for Allen Watson"1993SLN.EVN.regular.comment.csv",6

"SLN199307090",65,"Debut game for Marcus Moore"1993SLN.EVN.regular.comment.csv",7

"SLN199307310",65,"ej,bonib001,P,cuzzp901,Balls and strikes Bobby Bonilla ejected by HP umpire Phil Cuzzi"1993SLN.EVN.regular.comment.csv",8

"SLN199308060",44,"ej,lakes001,P,cuzzp901,Balls and strikes ej,lefej101,M,cuzzp901,Balls and strikes $Catcher Lake and Cubs manager Lefebvre ejected by HP umpire Cuzzi for arguing balls and strikes after 1st pitche called ball"1993SLN.EVN.regular.comment.csv",9

"SLN199309030",50,"Debut game for Richard Batchelor"1993SLN.EVN.regular.comment.csv",10

"SLN199309030",63,"Debut game for J.R. Phillips"1993SLN.EVN.regular.comment.csv",11

"SLN199309140",48,"$Tracy Woodson called for interference, no GDP"1993SLN.EVN.regular.comment.csv",12

"SLN199309140",68,"Debut game for Curtis Pride"1993SLN.EVN.regular.comment.csv",13

"SLN199309140",89,"ej,smito001,P,hohnb901,Called third strike ej,torrj101,M,hohnb901,Called third strike Ozzie Smith and Cardinals manager Joe Torre ejected by HP umpire Bill Hohn"1993SLN.EVN.regular.comment.csv",14

