"MIN199110080",35,"$Roberto Alomar made a wide turn around 3B","FILENAME_TX","LINE_NUMBER_CT"
"TOR199110130",19,"ej,gastc101,M,reilm901,Balls and strikes $Blue Jays manager Cito Gaston ejected by HP umpire Mike Reilly for complaining about called third strike on Maldonado earlier in the inning","1991ALCS.EVE.post.comment.csv",2
