"BOS201904090",27,"$Blue Jays challenged call that Grichuk was out at 3rd; call was overturned - passed ball","FILENAME_TX","LINE_NUMBER_CT"
"BOS201906260",2,"Injury Delay","2019BOS.EVA.regular.comment.csv",328
"BOS201906260",3,"$Moncada left with an injured knee","2019BOS.EVA.regular.comment.csv",329
"BOS201906260",6,"Mound Visit","2019BOS.EVA.regular.comment.csv",330
"BOS201906260",15,"Mound Visit","2019BOS.EVA.regular.comment.csv",331
"BOS201906260",22,"Injury Delay","2019BOS.EVA.regular.comment.csv",332
"BOS201906260",35,"$Red Sox challenged call at 1st; call was overturned - single","2019BOS.EVA.regular.comment.csv",333
"BOS201906260",57,"Mound Visit","2019BOS.EVA.regular.comment.csv",334
"BOS201906260",66,"Mound Visit","2019BOS.EVA.regular.comment.csv",335
"BOS201906260",72,"Mound Visit","2019BOS.EVA.regular.comment.csv",336
"BOS201906260",73,"Mound Visit","2019BOS.EVA.regular.comment.csv",337
"BOS201906260",74,"Mound Visit","2019BOS.EVA.regular.comment.csv",338
"BOS201906260",80,"$White Sox challenged call that Garcia was out at 2nd; call was upheld - caught stealing","2019BOS.EVA.regular.comment.csv",339
"BOS201906260",82,"Mound Visit","2019BOS.EVA.regular.comment.csv",340
"BOS201906260",87,"$Umpire review of ball hit by Vazquez; call upheld - line out","2019BOS.EVA.regular.comment.csv",341
"BOS201906290",0,"$Game played at London Stadium, London, England","2019BOS.EVA.regular.comment.csv",342
"BOS201906290",5,"Mound Visit","2019BOS.EVA.regular.comment.csv",343
"BOS201906290",7,"Mound Visit","2019BOS.EVA.regular.comment.csv",344
"BOS201906290",14,"Mound Visit","2019BOS.EVA.regular.comment.csv",345
"BOS201906290",18,"Mound Visit","2019BOS.EVA.regular.comment.csv",346
"BOS201906290",35,"Mound Visit","2019BOS.EVA.regular.comment.csv",347
"BOS201906290",39,"Mound Visit","2019BOS.EVA.regular.comment.csv",348
"BOS201906290",46,"Mound Visit","2019BOS.EVA.regular.comment.csv",349
"BOS201906290",52,"Mound Visit","2019BOS.EVA.regular.comment.csv",350
"BOS201906290",54,"Injury Delay","2019BOS.EVA.regular.comment.csv",351
"BOS201906290",57,"Mound Visit","2019BOS.EVA.regular.comment.csv",352
"BOS201906290",82,"Mound Visit","2019BOS.EVA.regular.comment.csv",353
"BOS201906290",86,"Mound Visit $Bogaerts left with injured leg","2019BOS.EVA.regular.comment.csv",354
"BOS201906290",87,"Injury Delay","2019BOS.EVA.regular.comment.csv",355
"BOS201906290",90,"Injury Delay","2019BOS.EVA.regular.comment.csv",356
"BOS201906290",94,"Mound Visit","2019BOS.EVA.regular.comment.csv",357
"BOS201906290",95,"$Red Sox challenged call that Bradley was out at 1st; call was overturned - force out, not double play","2019BOS.EVA.regular.comment.csv",358
"BOS201906300",0,"$Game played at London Stadium, London, England","2019BOS.EVA.regular.comment.csv",359
"BOS201906300",10,"Mound Visit","2019BOS.EVA.regular.comment.csv",360
"BOS201906300",13,"Mound Visit","2019BOS.EVA.regular.comment.csv",361
"BOS201906300",16,"Mound Visit","2019BOS.EVA.regular.comment.csv",362
"BOS201906300",46,"Mound Visit","2019BOS.EVA.regular.comment.csv",363
"BOS201906300",55,"Injury Delay","2019BOS.EVA.regular.comment.csv",364
"BOS201906300",56,"Mound Visit","2019BOS.EVA.regular.comment.csv",365
"BOS201906300",57,"Mound Visit","2019BOS.EVA.regular.comment.csv",366
"BOS201906300",61,"Mound Visit","2019BOS.EVA.regular.comment.csv",367
"BOS201906300",76,"Mound Visit","2019BOS.EVA.regular.comment.csv",368
"BOS201906300",85,"Mound Visit","2019BOS.EVA.regular.comment.csv",369
"BOS201906300",92,"Mound Visit","2019BOS.EVA.regular.comment.csv",370
"BOS201907120",45,"Mound Visit","2019BOS.EVA.regular.comment.csv",371
"BOS201907120",49,"Mound Visit","2019BOS.EVA.regular.comment.csv",372
"BOS201907120",52,"Injury Delay","2019BOS.EVA.regular.comment.csv",373
"BOS201907120",64,"Mound Visit","2019BOS.EVA.regular.comment.csv",374
"BOS201907130",36,"Mound Visit Mound Visit","2019BOS.EVA.regular.comment.csv",375
"BOS201907130",38,"Mound Visit","2019BOS.EVA.regular.comment.csv",376
"BOS201907130",43,"Mound Visit","2019BOS.EVA.regular.comment.csv",377
"BOS201907130",55,"Mound Visit","2019BOS.EVA.regular.comment.csv",378
"BOS201907130",57,"Mound Visit","2019BOS.EVA.regular.comment.csv",379
"BOS201907130",62,"Injury Delay $Wright left with injured foot when hit by line drive","2019BOS.EVA.regular.comment.csv",380
"BOS201907130",63,"$Muncy ran hard to 2nd on ground ball and continued to 3rd when he saw it was not covered and scored on wild throw by 1bman to 3bman who was trying to get bck to base","2019BOS.EVA.regular.comment.csv",381
"BOS201907130",65,"Mound Visit","2019BOS.EVA.regular.comment.csv",382
"BOS201907140",10,"$Originally scored as single, changed to error on 08-01-2019, now 2 runs unearned","2019BOS.EVA.regular.comment.csv",383
"BOS201907140",13,"$Dodgers challenged call that Bogaerts was safe at home; call was upheld - safe on error","2019BOS.EVA.regular.comment.csv",384
"BOS201907140",14,"Mound Visit","2019BOS.EVA.regular.comment.csv",385
"BOS201907140",44,"Mound Visit","2019BOS.EVA.regular.comment.csv",386
"BOS201907140",56,"Mound Visit","2019BOS.EVA.regular.comment.csv",387
"BOS201907140",67,"Mound Visit","2019BOS.EVA.regular.comment.csv",388
"BOS201907140",73,"Mound Visit","2019BOS.EVA.regular.comment.csv",389
"BOS201907140",74,"Mound Visit","2019BOS.EVA.regular.comment.csv",390
"BOS201907140",75,"Mound Visit","2019BOS.EVA.regular.comment.csv",391
"BOS201907140",80,"Mound Visit","2019BOS.EVA.regular.comment.csv",392
"BOS201907140",84,"Mound Visit","2019BOS.EVA.regular.comment.csv",393
"BOS201907140",90,"Injury Delay Mound Visit $Taylor suffered broken forearm when hit by pitch; went on IL next day","2019BOS.EVA.regular.comment.csv",394
"BOS201907140",92,"Mound Visit","2019BOS.EVA.regular.comment.csv",395
"BOS201907140",98,"Mound Visit","2019BOS.EVA.regular.comment.csv",396
"BOS201907140",99,"On-field Delay $Pitcher obstructed Bellinger who was ruled safe; error on pitcher, no AB for Bellinger","2019BOS.EVA.regular.comment.csv",397
"BOS201907140",101,"Mound Visit","2019BOS.EVA.regular.comment.csv",398
"BOS201907140",107,"Mound Visit","2019BOS.EVA.regular.comment.csv",399
"BOS201907140",109,"Mound Visit","2019BOS.EVA.regular.comment.csv",400
"BOS201907150",8,"Mound Visit","2019BOS.EVA.regular.comment.csv",401
"BOS201907150",22,"Mound Visit","2019BOS.EVA.regular.comment.csv",402
"BOS201907150",27,"Mound Visit","2019BOS.EVA.regular.comment.csv",403
"BOS201907150",35,"Mound Visit","2019BOS.EVA.regular.comment.csv",404
"BOS201907150",36,"Mound Visit","2019BOS.EVA.regular.comment.csv",405
"BOS201907150",38,"Mound Visit","2019BOS.EVA.regular.comment.csv",406
"BOS201907150",77,"Mound Visit","2019BOS.EVA.regular.comment.csv",407
"BOS201907150",78,"$Originally scored as passed ball, changed to wild pitch on 07-19-2019, making later run earned","2019BOS.EVA.regular.comment.csv",408
"BOS201907160",19,"Mound Visit","2019BOS.EVA.regular.comment.csv",409
"BOS201907160",41,"Mound Visit","2019BOS.EVA.regular.comment.csv",410
"BOS201907160",42,"Mound Visit","2019BOS.EVA.regular.comment.csv",411
"BOS201907160",44,"Mound Visit","2019BOS.EVA.regular.comment.csv",412
"BOS201907160",47,"Mound Visit","2019BOS.EVA.regular.comment.csv",413
"BOS201907160",54,"Mound Visit","2019BOS.EVA.regular.comment.csv",414
"BOS201907160",56,"Mound Visit","2019BOS.EVA.regular.comment.csv",415
"BOS201907160",62,"Mound Visit","2019BOS.EVA.regular.comment.csv",416
"BOS201907160",77,"Mound Visit","2019BOS.EVA.regular.comment.csv",417
"BOS201907160",79,"Injury Delay","2019BOS.EVA.regular.comment.csv",418
"BOS201907160",82,"$Jansen ran to 2nd on fly ball, took a step toward 3rd but did not retouch base when returning to 1st - out on appeal","2019BOS.EVA.regular.comment.csv",419
"BOS201907160",86,"Mound Visit","2019BOS.EVA.regular.comment.csv",420
"BOS201907170",35,"Mound Visit","2019BOS.EVA.regular.comment.csv",421
"BOS201907170",54,"Mound Visit","2019BOS.EVA.regular.comment.csv",422
"BOS201907170",55,"Mound Visit","2019BOS.EVA.regular.comment.csv",423
"BOS201907170",61,"Mound Visit","2019BOS.EVA.regular.comment.csv",424
"BOS201907170",66,"Mound Visit","2019BOS.EVA.regular.comment.csv",425
"BOS201907170",67,"Mound Visit","2019BOS.EVA.regular.comment.csv",426
"BOS201907170",68,"Mound Visit","2019BOS.EVA.regular.comment.csv",427
"BOS201907170",79,"Mound Visit","2019BOS.EVA.regular.comment.csv",428
"BOS201907180",36,"Mound Visit","2019BOS.EVA.regular.comment.csv",429
"BOS201907180",38,"Mound Visit","2019BOS.EVA.regular.comment.csv",430
"BOS201907180",39,"Mound Visit","2019BOS.EVA.regular.comment.csv",431
"BOS201907180",62,"Mound Visit","2019BOS.EVA.regular.comment.csv",432
"BOS201907250",9,"Mound Visit","2019BOS.EVA.regular.comment.csv",433
"BOS201907250",10,"Mound Visit","2019BOS.EVA.regular.comment.csv",434
"BOS201907250",19,"Mound Visit","2019BOS.EVA.regular.comment.csv",435
"BOS201907250",29,"ej,holtb002,P,reybd901,Called third strike $Holt ejected by HP umpire Reyburn for arguing strike 3","2019BOS.EVA.regular.comment.csv",436
"BOS201907250",42,"Mound Visit","2019BOS.EVA.regular.comment.csv",437
"BOS201907250",55,"Mound Visit","2019BOS.EVA.regular.comment.csv",438
"BOS201907250",61,"Mound Visit","2019BOS.EVA.regular.comment.csv",439
"BOS201907250",63,"Mound Visit","2019BOS.EVA.regular.comment.csv",440
"BOS201907260",33,"Mound Visit","2019BOS.EVA.regular.comment.csv",441
"BOS201907260",38,"Mound Visit","2019BOS.EVA.regular.comment.csv",442
"BOS201907260",46,"Mound Visit","2019BOS.EVA.regular.comment.csv",443
"BOS201907260",59,"Mound Visit","2019BOS.EVA.regular.comment.csv",444
"BOS201907260",63,"Mound Visit $Yankees challenged call that Benitendi's fly was fair; call was upheld - double","2019BOS.EVA.regular.comment.csv",445
"BOS201907260",64,"Mound Visit","2019BOS.EVA.regular.comment.csv",446
"BOS201907260",74,"Mound Visit","2019BOS.EVA.regular.comment.csv",447
"BOS201907260",75,"Mound Visit","2019BOS.EVA.regular.comment.csv",448
"BOS201907270",15,"$Umpire review of Benitendi's ball; call was upheld - home run","2019BOS.EVA.regular.comment.csv",449
"BOS201907270",20,"$Red Sox challenged call that Chavis was out at 2nd; call was upheld - single and out stretching","2019BOS.EVA.regular.comment.csv",450
"BOS201907270",34,"Mound Visit","2019BOS.EVA.regular.comment.csv",451
"BOS201907270",39,"Mound Visit","2019BOS.EVA.regular.comment.csv",452
"BOS201907270",43,"Mound Visit","2019BOS.EVA.regular.comment.csv",453
"BOS201907270",48,"Mound Visit","2019BOS.EVA.regular.comment.csv",454
"BOS201907270",49,"Mound Visit","2019BOS.EVA.regular.comment.csv",455
"BOS201907270",52,"Mound Visit","2019BOS.EVA.regular.comment.csv",456
"BOS201907270",65,"Mound Visit","2019BOS.EVA.regular.comment.csv",457
"BOS201907270",72,"Injury Delay","2019BOS.EVA.regular.comment.csv",458
"BOS201907270",73,"Mound Visit","2019BOS.EVA.regular.comment.csv",459
"BOS201907270",74,"Mound Visit","2019BOS.EVA.regular.comment.csv",460
"BOS201907280",36,"Mound Visit","2019BOS.EVA.regular.comment.csv",461
"BOS201907280",40,"Mound Visit","2019BOS.EVA.regular.comment.csv",462
"BOS201907280",44,"Mound Visit","2019BOS.EVA.regular.comment.csv",463
"BOS201907280",50,"Mound Visit","2019BOS.EVA.regular.comment.csv",464
"BOS201907280",57,"Mound Visit","2019BOS.EVA.regular.comment.csv",465
"BOS201907280",60,"Mound Visit","2019BOS.EVA.regular.comment.csv",466
"BOS201907280",72,"Mound Visit","2019BOS.EVA.regular.comment.csv",467
"BOS201907280",83,"Mound Visit","2019BOS.EVA.regular.comment.csv",468
"BOS201907300",10,"Mound Visit","2019BOS.EVA.regular.comment.csv",469
"BOS201907300",28,"Mound Visit","2019BOS.EVA.regular.comment.csv",470
"BOS201907300",34,"Mound Visit","2019BOS.EVA.regular.comment.csv",471
"BOS201907300",36,"Mound Visit","2019BOS.EVA.regular.comment.csv",472
"BOS201907300",43,"Mound Visit","2019BOS.EVA.regular.comment.csv",473
"BOS201907300",44,"Mound Visit","2019BOS.EVA.regular.comment.csv",474
"BOS201907300",49,"Mound Visit","2019BOS.EVA.regular.comment.csv",475
"BOS201907300",54,"Mound Visit","2019BOS.EVA.regular.comment.csv",476
"BOS201907300",55,"Mound Visit","2019BOS.EVA.regular.comment.csv",477
"BOS201907300",65,"Mound Visit","2019BOS.EVA.regular.comment.csv",478
"BOS201907300",67,"Mound Visit","2019BOS.EVA.regular.comment.csv",479
"BOS201907300",72,"Mound Visit","2019BOS.EVA.regular.comment.csv",480
"BOS201907300",75,"Mound Visit","2019BOS.EVA.regular.comment.csv",481
"BOS201907300",77,"Mound Visit","2019BOS.EVA.regular.comment.csv",482
"BOS201907300",78,"Mound Visit","2019BOS.EVA.regular.comment.csv",483
"BOS201907310",14,"$Umpire review of ball hit by Meadows; call upheld - homer","2019BOS.EVA.regular.comment.csv",484
"BOS201907310",26,"Mound Visit","2019BOS.EVA.regular.comment.csv",485
"BOS201907310",48,"Mound Visit","2019BOS.EVA.regular.comment.csv",486
"BOS201907310",59,"Mound Visit","2019BOS.EVA.regular.comment.csv",487
"BOS201907310",65,"Mound Visit","2019BOS.EVA.regular.comment.csv",488
"BOS201907310",66,"Mound Visit","2019BOS.EVA.regular.comment.csv",489
"BOS201907310",68,"Mound Visit","2019BOS.EVA.regular.comment.csv",490
"BOS201907310",73,"Mound Visit","2019BOS.EVA.regular.comment.csv",491
"BOS201907310",78,"Injury Delay","2019BOS.EVA.regular.comment.csv",492
"BOS201907310",82,"Injury Delay","2019BOS.EVA.regular.comment.csv",493
"BOS201907310",83,"Mound Visit","2019BOS.EVA.regular.comment.csv",494
"BOS201908010",4,"$Rays challenged call that Duffy was out at 1st; call was overturned - single","2019BOS.EVA.regular.comment.csv",495
"BOS201908010",9,"Mound Visit","2019BOS.EVA.regular.comment.csv",496
"BOS201908010",14,"Mound Visit","2019BOS.EVA.regular.comment.csv",497
"BOS201908010",36,"Mound Visit","2019BOS.EVA.regular.comment.csv",498
"BOS201908010",40,"Mound Visit","2019BOS.EVA.regular.comment.csv",499
"BOS201908010",49,"Mound Visit","2019BOS.EVA.regular.comment.csv",500
"BOS201908010",50,"Mound Visit","2019BOS.EVA.regular.comment.csv",501
"BOS201908010",56,"Mound Visit","2019BOS.EVA.regular.comment.csv",502
"BOS201908010",70,"$Rays challenged call that Choi was out at 1st; call was upheld - out to complete double play","2019BOS.EVA.regular.comment.csv",503
"BOS201908050",58,"Mound Visit","2019BOS.EVA.regular.comment.csv",504
"BOS201908050",60,"Mound Visit","2019BOS.EVA.regular.comment.csv",505
"BOS201908050",63,"$Betts left with injured leg","2019BOS.EVA.regular.comment.csv",506
"BOS201908050",68,"Mound Visit","2019BOS.EVA.regular.comment.csv",507
"BOS201908050",75,"Mound Visit","2019BOS.EVA.regular.comment.csv",508
"BOS201908060",1,"$Red Sox challenged call that Merrifield was safe at 2nd; call was overturned - single and out stretching","2019BOS.EVA.regular.comment.csv",509
"BOS201908060",45,"Mound Visit","2019BOS.EVA.regular.comment.csv",510
"BOS201908060",47,"Mound Visit","2019BOS.EVA.regular.comment.csv",511
"BOS201908060",64,"Mound Visit","2019BOS.EVA.regular.comment.csv",512
"BOS201908060",66,"Mound Visit","2019BOS.EVA.regular.comment.csv",513
"BOS201908070",0,"Suspend=20190822,,4,4,54 $Added ticket sales on day of completion included in atendance figure","2019BOS.EVA.regular.comment.csv",514
"BOS201908070",5,"Mound Visit","2019BOS.EVA.regular.comment.csv",515
"BOS201908070",13,"$Royals challenged call that Hamilton was out at 1st; call overturned - force out, no double play","2019BOS.EVA.regular.comment.csv",516
"BOS201908070",23,"Mound Visit","2019BOS.EVA.regular.comment.csv",517
"BOS201908070",46,"Mound Visit","2019BOS.EVA.regular.comment.csv",518
"BOS201908070",47,"Mound Visit","2019BOS.EVA.regular.comment.csv",519
"BOS201908070",53,"Mound Visit","2019BOS.EVA.regular.comment.csv",520
"BOS201908070",57,"Mound Visit","2019BOS.EVA.regular.comment.csv",521
"BOS201908070",79,"Mound Visit","2019BOS.EVA.regular.comment.csv",522
"BOS201908070",85,"suspended,20190821,BOS07,rain umpchange,10,umphome,bakej902 umpchange,10,ump1b,carav901 umpchange,10,ump2b,iassd901 umpchange,10,ump3b,wendh902 $Game suspended at this point for rain, completed on 08-22-2019 in 12 minutes; Josh Taylor was in game when it was suspended and remained in when game was resumed; umpires for the completion had worked in Boston the day before","2019BOS.EVA.regular.comment.csv",523
"BOS201908070",88,"$Hamilton replaced since he is no longer with KC","2019BOS.EVA.regular.comment.csv",524
"BOS201908080",47,"Mound Visit","2019BOS.EVA.regular.comment.csv",525
"BOS201908090",8,"Mound Visit","2019BOS.EVA.regular.comment.csv",526
"BOS201908090",20,"Mound Visit","2019BOS.EVA.regular.comment.csv",527
"BOS201908090",46,"Mound Visit","2019BOS.EVA.regular.comment.csv",528
"BOS201908090",47,"Mound Visit","2019BOS.EVA.regular.comment.csv",529
"BOS201908090",50,"Mound Visit","2019BOS.EVA.regular.comment.csv",530
"BOS201908090",51,"Mound Visit","2019BOS.EVA.regular.comment.csv",531
"BOS201908090",55,"Mound Visit","2019BOS.EVA.regular.comment.csv",532
"BOS201908090",60,"Injury Delay","2019BOS.EVA.regular.comment.csv",533
"BOS201908090",63,"$Red Sox challenged call that Chavis was out at 1st; call was upheld - ground out","2019BOS.EVA.regular.comment.csv",534
"BOS201908100",24,"Injury Delay","2019BOS.EVA.regular.comment.csv",535
"BOS201908100",25,"Mound Visit","2019BOS.EVA.regular.comment.csv",536
"BOS201908100",33,"Mound Visit","2019BOS.EVA.regular.comment.csv",537
"BOS201908100",43,"Mound Visit","2019BOS.EVA.regular.comment.csv",538
"BOS201908100",48,"Mound Visit","2019BOS.EVA.regular.comment.csv",539
"BOS201908100",51,"Mound Visit","2019BOS.EVA.regular.comment.csv",540
"BOS201908100",55,"Mound Visit","2019BOS.EVA.regular.comment.csv",541
"BOS201908100",56,"Mound Visit","2019BOS.EVA.regular.comment.csv",542
"BOS201908100",58,"Mound Visit","2019BOS.EVA.regular.comment.csv",543
"BOS201908100",62,"Mound Visit","2019BOS.EVA.regular.comment.csv",544
"BOS201908100",77,"Mound Visit","2019BOS.EVA.regular.comment.csv",545
"BOS201908110",3,"Mound Visit","2019BOS.EVA.regular.comment.csv",546
"BOS201908110",14,"Mound Visit","2019BOS.EVA.regular.comment.csv",547
"BOS201908110",17,"Mound Visit","2019BOS.EVA.regular.comment.csv",548
"BOS201908110",22,"Mound Visit","2019BOS.EVA.regular.comment.csv",549
"BOS201908110",47,"Mound Visit","2019BOS.EVA.regular.comment.csv",550
"BOS201908110",48,"Mound Visit","2019BOS.EVA.regular.comment.csv",551
"BOS201908110",50,"Mound Visit","2019BOS.EVA.regular.comment.csv",552
"BOS201908110",62,"Mound Visit","2019BOS.EVA.regular.comment.csv",553
"BOS201908110",69,"Mound Visit","2019BOS.EVA.regular.comment.csv",554
"BOS201908110",69,"$Red Sox challenged call that Upton was safe at 1st; call was upheld - safe at 2nd on pickoff attempt","2019BOS.EVA.regular.comment.csv",555
"BOS201908110",81,"Mound Visit","2019BOS.EVA.regular.comment.csv",556
"BOS201908110",89,"Mound Visit","2019BOS.EVA.regular.comment.csv",557
"BOS201908160",8,"Mound Visit","2019BOS.EVA.regular.comment.csv",558
"BOS201908160",37,"Mound Visit","2019BOS.EVA.regular.comment.csv",559
"BOS201908160",46,"Injury Delay","2019BOS.EVA.regular.comment.csv",560
"BOS201908160",48,"Mound Visit","2019BOS.EVA.regular.comment.csv",561
"BOS201908160",51,"Mound Visit","2019BOS.EVA.regular.comment.csv",562
"BOS201908170",40,"Mound Visit","2019BOS.EVA.regular.comment.csv",563
"BOS201908170",42,"Mound Visit","2019BOS.EVA.regular.comment.csv",564
"BOS201908170",45,"$Orioles challenged call that Mancini was out at 3rd; call upheld - out on fielder's choice","2019BOS.EVA.regular.comment.csv",565
"BOS201908170",56,"Mound Visit","2019BOS.EVA.regular.comment.csv",566
"BOS201908170",60,"Mound Visit","2019BOS.EVA.regular.comment.csv",567
"BOS201908170",62,"Mound Visit","2019BOS.EVA.regular.comment.csv",568
"BOS201908170",68,"On-field Delay","2019BOS.EVA.regular.comment.csv",569
"BOS201908180",5,"Mound Visit","2019BOS.EVA.regular.comment.csv",570
"BOS201908180",26,"Mound Visit","2019BOS.EVA.regular.comment.csv",571
"BOS201908180",38,"$Runner interference","2019BOS.EVA.regular.comment.csv",572
"BOS201908180",46,"Mound Visit","2019BOS.EVA.regular.comment.csv",573
"BOS201908180",59,"Mound Visit","2019BOS.EVA.regular.comment.csv",574
"BOS201908180",60,"Mound Visit","2019BOS.EVA.regular.comment.csv",575
"BOS201908180",61,"Injury Delay","2019BOS.EVA.regular.comment.csv",576
"BOS201908180",64,"Injury Delay","2019BOS.EVA.regular.comment.csv",577
"BOS201908180",65,"Mound Visit","2019BOS.EVA.regular.comment.csv",578
"BOS201908180",67,"Mound Visit","2019BOS.EVA.regular.comment.csv",579
"BOS201908180",77,"Mound Visit","2019BOS.EVA.regular.comment.csv",580
"BOS201908200",4,"Mound Visit","2019BOS.EVA.regular.comment.csv",581
"BOS201908200",31,"Mound Visit","2019BOS.EVA.regular.comment.csv",582
"BOS201908200",31,"On-field Delay","2019BOS.EVA.regular.comment.csv",583
"BOS201908200",48,"Mound Visit","2019BOS.EVA.regular.comment.csv",584
"BOS201908200",62,"Mound Visit","2019BOS.EVA.regular.comment.csv",585
"BOS201908200",68,"Mound Visit","2019BOS.EVA.regular.comment.csv",586
"BOS201908210",23,"Mound Visit","2019BOS.EVA.regular.comment.csv",587
"BOS201908210",36,"Mound Visit","2019BOS.EVA.regular.comment.csv",588
"BOS201908210",40,"Mound Visit","2019BOS.EVA.regular.comment.csv",589
"BOS201908210",48,"Injury Delay","2019BOS.EVA.regular.comment.csv",590
"BOS201908210",52,"Mound Visit","2019BOS.EVA.regular.comment.csv",591
"BOS201908210",64,"Mound Visit","2019BOS.EVA.regular.comment.csv",592
"BOS201908210",73,"Mound Visit","2019BOS.EVA.regular.comment.csv",593
"BOS201908210",76,"Mound Visit","2019BOS.EVA.regular.comment.csv",594
"BOS201909030",28,"Injury Delay","2019BOS.EVA.regular.comment.csv",595
"BOS201909030",37,"Mound Visit","2019BOS.EVA.regular.comment.csv",596
"BOS201909030",38,"On-field Delay","2019BOS.EVA.regular.comment.csv",597
"BOS201909030",39,"Mound Visit","2019BOS.EVA.regular.comment.csv",598
"BOS201909030",43,"Mound Visit","2019BOS.EVA.regular.comment.csv",599
"BOS201909030",46,"Injury Delay","2019BOS.EVA.regular.comment.csv",600
"BOS201909030",47,"Mound Visit","2019BOS.EVA.regular.comment.csv",601
"BOS201909030",63,"Mound Visit","2019BOS.EVA.regular.comment.csv",602
"BOS201909030",71,"Mound Visit","2019BOS.EVA.regular.comment.csv",603
"BOS201909040",33,"Mound Visit","2019BOS.EVA.regular.comment.csv",604
"BOS201909040",50,"Mound Visit","2019BOS.EVA.regular.comment.csv",605
"BOS201909040",50,"$Red Sox challenged call that ball hit by Vazquez on 5th pitch was foul; call upheld - foul ball","2019BOS.EVA.regular.comment.csv",606
"BOS201909040",51,"Mound Visit","2019BOS.EVA.regular.comment.csv",607
"BOS201909040",52,"Mound Visit","2019BOS.EVA.regular.comment.csv",608
"BOS201909040",54,"Mound Visit","2019BOS.EVA.regular.comment.csv",609
"BOS201909040",59,"$Kepler left with an injured chest","2019BOS.EVA.regular.comment.csv",610
"BOS201909040",65,"Mound Visit","2019BOS.EVA.regular.comment.csv",611
"BOS201909040",67,"On-field Delay","2019BOS.EVA.regular.comment.csv",612
"BOS201909040",67,"$Twins challenged call that 3rd pitch fo Schoop was foul, claiming he was hit; call upheld - foul ball","2019BOS.EVA.regular.comment.csv",613
"BOS201909040",72,"On-field Delay","2019BOS.EVA.regular.comment.csv",614
"BOS201909040",73,"On-field Delay","2019BOS.EVA.regular.comment.csv",615
"BOS201909040",73,"$Pitch hit HP umpire De Jesus on left hand and 2B umpire Bucknor left to don gear and replace him; in the meantime De Jesus stayed in game and Bucknor returned to field after 4 more pitches","2019BOS.EVA.regular.comment.csv",616
"BOS201909040",74,"Mound Visit","2019BOS.EVA.regular.comment.csv",617
"BOS201909040",76,"Mound Visit","2019BOS.EVA.regular.comment.csv",618
"BOS201909050",28,"Mound Visit","2019BOS.EVA.regular.comment.csv",619
"BOS201909050",31,"On-field Delay","2019BOS.EVA.regular.comment.csv",620
"BOS201909050",32,"On-field Delay","2019BOS.EVA.regular.comment.csv",621
"BOS201909050",41,"Mound Visit","2019BOS.EVA.regular.comment.csv",622
"BOS201909050",46,"Mound Visit","2019BOS.EVA.regular.comment.csv",623
"BOS201909050",52,"Mound Visit","2019BOS.EVA.regular.comment.csv",624
"BOS201909050",62,"Mound Visit","2019BOS.EVA.regular.comment.csv",625
"BOS201909050",65,"Mound Visit","2019BOS.EVA.regular.comment.csv",626
"BOS201909060",24,"Mound Visit","2019BOS.EVA.regular.comment.csv",627
"BOS201909060",38,"Mound Visit","2019BOS.EVA.regular.comment.csv",628
"BOS201909060",45,"$Yankees challenged call that Judge was out at 1st; call upheld - ground out","2019BOS.EVA.regular.comment.csv",629
"BOS201909060",60,"Mound Visit","2019BOS.EVA.regular.comment.csv",630
"BOS201909070",21,"Mound Visit","2019BOS.EVA.regular.comment.csv",631
"BOS201909070",25,"Mound Visit","2019BOS.EVA.regular.comment.csv",632
"BOS201909070",30,"Mound Visit","2019BOS.EVA.regular.comment.csv",633
"BOS201909070",36,"Mound Visit","2019BOS.EVA.regular.comment.csv",634
"BOS201909070",42,"Mound Visit","2019BOS.EVA.regular.comment.csv",635
"BOS201909070",54,"Mound Visit","2019BOS.EVA.regular.comment.csv",636
"BOS201909070",60,"Mound Visit","2019BOS.EVA.regular.comment.csv",637
"BOS201909070",64,"Mound Visit","2019BOS.EVA.regular.comment.csv",638
"BOS201909070",65,"Mound Visit","2019BOS.EVA.regular.comment.csv",639
"BOS201909070",70,"On-field Delay","2019BOS.EVA.regular.comment.csv",640
"BOS201909080",5,"Mound Visit","2019BOS.EVA.regular.comment.csv",641
"BOS201909080",18,"Mound Visit","2019BOS.EVA.regular.comment.csv",642
"BOS201909080",34,"Injury Delay","2019BOS.EVA.regular.comment.csv",643
"BOS201909080",34,"$Tauchman left with an injured leg","2019BOS.EVA.regular.comment.csv",644
"BOS201909080",36,"Mound Visit","2019BOS.EVA.regular.comment.csv",645
"BOS201909080",41,"Mound Visit","2019BOS.EVA.regular.comment.csv",646
"BOS201909080",42,"Mound Visit","2019BOS.EVA.regular.comment.csv",647
"BOS201909080",63,"Mound Visit","2019BOS.EVA.regular.comment.csv",648
"BOS201909080",72,"Mound Visit","2019BOS.EVA.regular.comment.csv",649
"BOS201909090",23,"Mound Visit","2019BOS.EVA.regular.comment.csv",650
"BOS201909090",52,"Mound Visit","2019BOS.EVA.regular.comment.csv",651
"BOS201909090",54,"Mound Visit","2019BOS.EVA.regular.comment.csv",652
"BOS201909090",58,"$Yankees challenged call that Holt was safe at 1st; call overturned - ground out","2019BOS.EVA.regular.comment.csv",653
"BOS201909090",60,"Mound Visit","2019BOS.EVA.regular.comment.csv",654
"BOS201909090",65,"Mound Visit","2019BOS.EVA.regular.comment.csv",655
