"OAK201903200",0,"Game played in Tokyo","FILENAME_TX","LINE_NUMBER_CT"
"OAK201907030",13,"Mound Visit","2019OAK.EVA.regular.comment.csv",329
"OAK201907030",43,"Mound Visit","2019OAK.EVA.regular.comment.csv",330
"OAK201907030",47,"Mound Visit","2019OAK.EVA.regular.comment.csv",331
"OAK201907030",51,"Mound Visit","2019OAK.EVA.regular.comment.csv",332
"OAK201907030",54,"$Twins challenged call that Adrianza was out at 2nd; call was overturned - fielder's choice and dropped catch error","2019OAK.EVA.regular.comment.csv",333
"OAK201907030",59,"Mound Visit","2019OAK.EVA.regular.comment.csv",334
"OAK201907030",61,"Mound Visit","2019OAK.EVA.regular.comment.csv",335
"OAK201907030",79,"Mound Visit","2019OAK.EVA.regular.comment.csv",336
"OAK201907030",81,"Mound Visit","2019OAK.EVA.regular.comment.csv",337
"OAK201907030",82,"$Athletics challenged call that Chapman was out at home, claiming catcher blocked plate without ball; call was upheld - fielder's choice out","2019OAK.EVA.regular.comment.csv",338
"OAK201907030",86,"Mound Visit","2019OAK.EVA.regular.comment.csv",339
"OAK201907030",96,"Mound Visit","2019OAK.EVA.regular.comment.csv",340
"OAK201907030",97,"Mound Visit","2019OAK.EVA.regular.comment.csv",341
"OAK201907030",102,"$Twins challenged call that Profar was safe at 2nd; call was overturned - single and out advancing","2019OAK.EVA.regular.comment.csv",342
"OAK201907040",5,"Mound Visit","2019OAK.EVA.regular.comment.csv",343
"OAK201907040",6,"$Originally no RBI on this play: RBI added on 07-05-2019","2019OAK.EVA.regular.comment.csv",344
"OAK201907040",17,"Injury Delay","2019OAK.EVA.regular.comment.csv",345
"OAK201907040",17,"$Athletics challenged call that Laureano was out at 1st; call was overturned - safe on pickoff attempt","2019OAK.EVA.regular.comment.csv",346
"OAK201907040",32,"$Twins challenged call that Buxton was out at 2nd; call was overturned - strikeout and stolen base","2019OAK.EVA.regular.comment.csv",347
"OAK201907040",45,"Mound Visit","2019OAK.EVA.regular.comment.csv",348
"OAK201907040",48,"Mound Visit","2019OAK.EVA.regular.comment.csv",349
"OAK201907040",74,"Mound Visit","2019OAK.EVA.regular.comment.csv",350
"OAK201907120",49,"Mound Visit","2019OAK.EVA.regular.comment.csv",351
"OAK201907120",62,"Mound Visit Mound Visit","2019OAK.EVA.regular.comment.csv",352
"OAK201907120",67,"Mound Visit","2019OAK.EVA.regular.comment.csv",353
"OAK201907120",71,"Mound Visit","2019OAK.EVA.regular.comment.csv",354
"OAK201907120",77,"Mound Visit","2019OAK.EVA.regular.comment.csv",355
"OAK201907130",6,"$Umpire review bal hit by Olson; call upheld - foul, not homer","2019OAK.EVA.regular.comment.csv",356
"OAK201907130",7,"Mound Visit","2019OAK.EVA.regular.comment.csv",357
"OAK201907130",12,"Mound Visit","2019OAK.EVA.regular.comment.csv",358
"OAK201907130",39,"Mound Visit","2019OAK.EVA.regular.comment.csv",359
"OAK201907130",56,"Injury Delay","2019OAK.EVA.regular.comment.csv",360
"OAK201907130",58,"Mound Visit","2019OAK.EVA.regular.comment.csv",361
"OAK201907130",59,"Injury Delay Mound Visit","2019OAK.EVA.regular.comment.csv",362
"OAK201907140",11,"Injury Delay","2019OAK.EVA.regular.comment.csv",363
"OAK201907140",30,"Mound Visit","2019OAK.EVA.regular.comment.csv",364
"OAK201907140",42,"$Originally straight E4, changed to missed catch error and assist for 3bman on 07-15-2019","2019OAK.EVA.regular.comment.csv",365
"OAK201907140",52,"Mound Visit","2019OAK.EVA.regular.comment.csv",366
"OAK201907140",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",367
"OAK201907140",63,"On-field Delay $Athletics challenged call that Chapman was out at home; call was upheld - out to complete double play","2019OAK.EVA.regular.comment.csv",368
"OAK201907160",18,"On-field Delay","2019OAK.EVA.regular.comment.csv",369
"OAK201907160",40,"Mound Visit","2019OAK.EVA.regular.comment.csv",370
"OAK201907160",41,"On-field Delay umpchange,6,umphome,hoyej901 umpchange,6,ump2b,(None) $HP umpire O'Nora left with eye problem, 2B umpire Hoye behind plate and game finished with 3 umpires","2019OAK.EVA.regular.comment.csv",371
"OAK201907160",56,"Mound Visit","2019OAK.EVA.regular.comment.csv",372
"OAK201907170",2,"Mound Visit","2019OAK.EVA.regular.comment.csv",373
"OAK201907170",21,"$Chapman left with an injured ankle","2019OAK.EVA.regular.comment.csv",374
"OAK201907170",50,"Mound Visit","2019OAK.EVA.regular.comment.csv",375
"OAK201907170",59,"Mound Visit","2019OAK.EVA.regular.comment.csv",376
"OAK201907170",67,"Mound Visit","2019OAK.EVA.regular.comment.csv",377
"OAK201907250",7,"Mound Visit","2019OAK.EVA.regular.comment.csv",378
"OAK201907250",9,"Mound Visit","2019OAK.EVA.regular.comment.csv",379
"OAK201907250",36,"Mound Visit","2019OAK.EVA.regular.comment.csv",380
"OAK201907250",38,"Mound Visit","2019OAK.EVA.regular.comment.csv",381
"OAK201907250",45,"Injury Delay","2019OAK.EVA.regular.comment.csv",382
"OAK201907250",47,"Mound Visit","2019OAK.EVA.regular.comment.csv",383
"OAK201907250",76,"Mound Visit","2019OAK.EVA.regular.comment.csv",384
"OAK201907260",29,"Mound Visit","2019OAK.EVA.regular.comment.csv",385
"OAK201907260",44,"Mound Visit","2019OAK.EVA.regular.comment.csv",386
"OAK201907260",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",387
"OAK201907260",71,"Mound Visit","2019OAK.EVA.regular.comment.csv",388
"OAK201907270",8,"$Rangers challenged call that Pence was out at 1st; call was overturned - single","2019OAK.EVA.regular.comment.csv",389
"OAK201907270",11,"Mound Visit","2019OAK.EVA.regular.comment.csv",390
"OAK201907270",46,"$Laureano admired his home run longer than pitcher Sampson thought proper; they exchanged insults, but nothing more","2019OAK.EVA.regular.comment.csv",391
"OAK201907270",52,"Mound Visit","2019OAK.EVA.regular.comment.csv",392
"OAK201907270",53,"Mound Visit","2019OAK.EVA.regular.comment.csv",393
"OAK201907270",54,"Mound Visit","2019OAK.EVA.regular.comment.csv",394
"OAK201907270",61,"Mound Visit","2019OAK.EVA.regular.comment.csv",395
"OAK201907270",65,"Injury Delay Mound Visit","2019OAK.EVA.regular.comment.csv",396
"OAK201907270",66,"On-field Delay ej,montr004,P,barbs901,Apparently intentional HBP ej,woodc001,M,barbs901,Apparently intentional HBP $Pitcher Montero and Texas manager Woodward ejected by HP umpire Barber after apparently intentional hit by pitch on shoulder, continuing problems from earlier","2019OAK.EVA.regular.comment.csv",397
"OAK201907280",3,"$Athletics challenged call that Santata was safe at 2nd; call was overturned - caught stealing","2019OAK.EVA.regular.comment.csv",398
"OAK201907280",38,"$Phegley left with injured hand","2019OAK.EVA.regular.comment.csv",399
"OAK201907280",47,"Mound Visit","2019OAK.EVA.regular.comment.csv",400
"OAK201907280",53,"$Umpire review of ball hit by Cabrera; call upheld - foul ball not home run","2019OAK.EVA.regular.comment.csv",401
"OAK201907280",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",402
"OAK201907280",63,"Mound Visit","2019OAK.EVA.regular.comment.csv",403
"OAK201907280",64,"Mound Visit","2019OAK.EVA.regular.comment.csv",404
"OAK201907280",71,"Mound Visit","2019OAK.EVA.regular.comment.csv",405
"OAK201907280",74,"Injury Delay","2019OAK.EVA.regular.comment.csv",406
"OAK201907280",78,"Mound Visit Mound Visit","2019OAK.EVA.regular.comment.csv",407
"OAK201907280",81,"Mound Visit","2019OAK.EVA.regular.comment.csv",408
"OAK201907300",30,"Mound Visit","2019OAK.EVA.regular.comment.csv",409
"OAK201907300",42,"Mound Visit Mound Visit","2019OAK.EVA.regular.comment.csv",410
"OAK201907300",49,"Mound Visit","2019OAK.EVA.regular.comment.csv",411
"OAK201907300",53,"Mound Visit","2019OAK.EVA.regular.comment.csv",412
"OAK201907300",61,"Mound Visit","2019OAK.EVA.regular.comment.csv",413
"OAK201907300",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",414
"OAK201907300",66,"Mound Visit","2019OAK.EVA.regular.comment.csv",415
"OAK201907310",40,"Mound Visit","2019OAK.EVA.regular.comment.csv",416
"OAK201907310",49,"Mound Visit","2019OAK.EVA.regular.comment.csv",417
"OAK201907310",55,"Mound Visit","2019OAK.EVA.regular.comment.csv",418
"OAK201907310",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",419
"OAK201907310",65,"Mound Visit","2019OAK.EVA.regular.comment.csv",420
"OAK201908010",21,"Mound Visit","2019OAK.EVA.regular.comment.csv",421
"OAK201908010",55,"Mound Visit","2019OAK.EVA.regular.comment.csv",422
"OAK201908010",60,"Mound Visit","2019OAK.EVA.regular.comment.csv",423
"OAK201908010",61,"Mound Visit","2019OAK.EVA.regular.comment.csv",424
"OAK201908010",71,"Mound Visit","2019OAK.EVA.regular.comment.csv",425
"OAK201908010",73,"Mound Visit","2019OAK.EVA.regular.comment.csv",426
"OAK201908030",7,"On-field Delay","2019OAK.EVA.regular.comment.csv",427
"OAK201908030",8,"Mound Visit","2019OAK.EVA.regular.comment.csv",428
"OAK201908030",36,"Mound Visit","2019OAK.EVA.regular.comment.csv",429
"OAK201908030",49,"Mound Visit","2019OAK.EVA.regular.comment.csv",430
"OAK201908030",51,"Mound Visit","2019OAK.EVA.regular.comment.csv",431
"OAK201908030",55,"Mound Visit","2019OAK.EVA.regular.comment.csv",432
"OAK201908030",58,"Mound Visit","2019OAK.EVA.regular.comment.csv",433
"OAK201908030",59,"Mound Visit","2019OAK.EVA.regular.comment.csv",434
"OAK201908030",67,"Mound Visit","2019OAK.EVA.regular.comment.csv",435
"OAK201908030",67,"Mound Visit","2019OAK.EVA.regular.comment.csv",436
"OAK201908040",12,"On-field Delay","2019OAK.EVA.regular.comment.csv",437
"OAK201908040",19,"Injury Delay","2019OAK.EVA.regular.comment.csv",438
"OAK201908040",21,"Mound Visit","2019OAK.EVA.regular.comment.csv",439
"OAK201908040",45,"Mound Visit","2019OAK.EVA.regular.comment.csv",440
"OAK201908040",52,"Mound Visit","2019OAK.EVA.regular.comment.csv",441
"OAK201908040",66,"Mound Visit","2019OAK.EVA.regular.comment.csv",442
"OAK201908040",67,"Mound Visit","2019OAK.EVA.regular.comment.csv",443
"OAK201908040",69,"Mound Visit","2019OAK.EVA.regular.comment.csv",444
"OAK201908040",73,"Mound Visit","2019OAK.EVA.regular.comment.csv",445
"OAK201908150",26,"Mound Visit","2019OAK.EVA.regular.comment.csv",446
"OAK201908150",38,"$Astros challenged call that Semien was safe at 1st; call was overturned - out to complete double play","2019OAK.EVA.regular.comment.csv",447
"OAK201908150",47,"Mound Visit","2019OAK.EVA.regular.comment.csv",448
"OAK201908150",48,"Mound Visit","2019OAK.EVA.regular.comment.csv",449
"OAK201908150",50,"Mound Visit","2019OAK.EVA.regular.comment.csv",450
"OAK201908150",60,"Mound Visit","2019OAK.EVA.regular.comment.csv",451
"OAK201908160",39,"Mound Visit","2019OAK.EVA.regular.comment.csv",452
"OAK201908160",57,"Mound Visit Mound Visit","2019OAK.EVA.regular.comment.csv",453
"OAK201908160",72,"Mound Visit","2019OAK.EVA.regular.comment.csv",454
"OAK201908160",73,"Mound Visit","2019OAK.EVA.regular.comment.csv",455
"OAK201908160",73,"Injury Delay","2019OAK.EVA.regular.comment.csv",456
"OAK201908160",91,"Mound Visit","2019OAK.EVA.regular.comment.csv",457
"OAK201908170",5,"Mound Visit Mound Visit","2019OAK.EVA.regular.comment.csv",458
"OAK201908170",23,"$Umpire review of ball hit by Maldonado; call upheld - foul","2019OAK.EVA.regular.comment.csv",459
"OAK201908170",26,"Mound Visit","2019OAK.EVA.regular.comment.csv",460
"OAK201908170",29,"Mound Visit","2019OAK.EVA.regular.comment.csv",461
"OAK201908170",57,"Mound Visit","2019OAK.EVA.regular.comment.csv",462
"OAK201908170",65,"Injury Delay","2019OAK.EVA.regular.comment.csv",463
"OAK201908180",31,"Mound Visit","2019OAK.EVA.regular.comment.csv",464
"OAK201908180",46,"Injury Delay","2019OAK.EVA.regular.comment.csv",465
"OAK201908180",51,"Mound Visit","2019OAK.EVA.regular.comment.csv",466
"OAK201908180",72,"Mound Visit","2019OAK.EVA.regular.comment.csv",467
"OAK201908180",75,"$Athletics challenged call that Joseph was out at 1st; call upheld - out to complete double play","2019OAK.EVA.regular.comment.csv",468
"OAK201908200",38,"Mound Visit","2019OAK.EVA.regular.comment.csv",469
"OAK201908200",40,"Injury Delay","2019OAK.EVA.regular.comment.csv",470
"OAK201908200",46,"Mound Visit","2019OAK.EVA.regular.comment.csv",471
"OAK201908200",51,"Mound Visit","2019OAK.EVA.regular.comment.csv",472
"OAK201908200",59,"Injury Delay","2019OAK.EVA.regular.comment.csv",473
"OAK201908200",64,"Mound Visit","2019OAK.EVA.regular.comment.csv",474
"OAK201908210",38,"Mound Visit","2019OAK.EVA.regular.comment.csv",475
"OAK201908210",39,"Mound Visit","2019OAK.EVA.regular.comment.csv",476
"OAK201908210",44,"Mound Visit","2019OAK.EVA.regular.comment.csv",477
"OAK201908210",47,"Mound Visit","2019OAK.EVA.regular.comment.csv",478
"OAK201908210",48,"Mound Visit","2019OAK.EVA.regular.comment.csv",479
"OAK201908210",57,"Mound Visit","2019OAK.EVA.regular.comment.csv",480
"OAK201908210",59,"Mound Visit","2019OAK.EVA.regular.comment.csv",481
"OAK201908210",66,"Mound Visit","2019OAK.EVA.regular.comment.csv",482
"OAK201908220",11,"Mound Visit","2019OAK.EVA.regular.comment.csv",483
"OAK201908220",54,"Mound Visit","2019OAK.EVA.regular.comment.csv",484
"OAK201908220",66,"Mound Visit","2019OAK.EVA.regular.comment.csv",485
"OAK201908240",44,"Mound Visit","2019OAK.EVA.regular.comment.csv",486
"OAK201908240",45,"Mound Visit","2019OAK.EVA.regular.comment.csv",487
"OAK201908240",58,"Mound Visit","2019OAK.EVA.regular.comment.csv",488
"OAK201908240",59,"Mound Visit","2019OAK.EVA.regular.comment.csv",489
"OAK201908240",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",490
"OAK201908240",64,"Mound Visit","2019OAK.EVA.regular.comment.csv",491
"OAK201908240",65,"Mound Visit","2019OAK.EVA.regular.comment.csv",492
"OAK201908240",67,"Mound Visit","2019OAK.EVA.regular.comment.csv",493
"OAK201908240",70,"Mound Visit","2019OAK.EVA.regular.comment.csv",494
"OAK201908240",75,"On-field Delay","2019OAK.EVA.regular.comment.csv",495
"OAK201908240",77,"Mound Visit","2019OAK.EVA.regular.comment.csv",496
"OAK201908240",78,"Mound Visit","2019OAK.EVA.regular.comment.csv",497
"OAK201908250",8,"Injury Delay","2019OAK.EVA.regular.comment.csv",498
"OAK201908250",12,"Mound Visit","2019OAK.EVA.regular.comment.csv",499
"OAK201908250",18,"Mound Visit","2019OAK.EVA.regular.comment.csv",500
"OAK201908250",19,"Mound Visit","2019OAK.EVA.regular.comment.csv",501
"OAK201908250",19,"$Herrmann left with injured groin, diagnosed as contusion","2019OAK.EVA.regular.comment.csv",502
"OAK201908250",45,"Mound Visit","2019OAK.EVA.regular.comment.csv",503
"OAK201908250",46,"Mound Visit","2019OAK.EVA.regular.comment.csv",504
"OAK201908250",51,"Mound Visit","2019OAK.EVA.regular.comment.csv",505
"OAK201908250",53,"Mound Visit","2019OAK.EVA.regular.comment.csv",506
"OAK201908250",57,"Mound Visit","2019OAK.EVA.regular.comment.csv",507
"OAK201908250",58,"Injury Delay Mound Visit","2019OAK.EVA.regular.comment.csv",508
"OAK201908250",59,"Mound Visit","2019OAK.EVA.regular.comment.csv",509
"OAK201908250",66,"Mound Visit $Athletics challenged call that Slater was safe at 1st; call overturned - ground out","2019OAK.EVA.regular.comment.csv",510
"OAK201908250",79,"$Athletics challenged call that Phegley was out at 2nd; call overturned - double","2019OAK.EVA.regular.comment.csv",511
"OAK201909030",28,"Mound Visit","2019OAK.EVA.regular.comment.csv",512
"OAK201909030",41,"Mound Visit","2019OAK.EVA.regular.comment.csv",513
"OAK201909030",48,"Mound Visit","2019OAK.EVA.regular.comment.csv",514
"OAK201909030",49,"Mound Visit","2019OAK.EVA.regular.comment.csv",515
"OAK201909030",50,"Mound Visit","2019OAK.EVA.regular.comment.csv",516
"OAK201909030",52,"Injury Delay","2019OAK.EVA.regular.comment.csv",517
"OAK201909040",21,"Mound Visit","2019OAK.EVA.regular.comment.csv",518
"OAK201909040",32,"Mound Visit","2019OAK.EVA.regular.comment.csv",519
"OAK201909040",44,"Mound Visit","2019OAK.EVA.regular.comment.csv",520
"OAK201909040",54,"Mound Visit","2019OAK.EVA.regular.comment.csv",521
"OAK201909040",64,"Mound Visit","2019OAK.EVA.regular.comment.csv",522
"OAK201909050",3,"$Originally scored as single, changed to error on 09-08-2019, making two runs unearned","2019OAK.EVA.regular.comment.csv",523
"OAK201909050",7,"Injury Delay","2019OAK.EVA.regular.comment.csv",524
"OAK201909050",9,"$Athletics challenged call that Chapman was out at 1st; call upheld - ground out","2019OAK.EVA.regular.comment.csv",525
"OAK201909050",25,"Mound Visit","2019OAK.EVA.regular.comment.csv",526
"OAK201909050",43,"Mound Visit","2019OAK.EVA.regular.comment.csv",527
"OAK201909050",57,"Mound Visit","2019OAK.EVA.regular.comment.csv",528
"OAK201909050",58,"Mound Visit","2019OAK.EVA.regular.comment.csv",529
"OAK201909050",61,"Mound Visit","2019OAK.EVA.regular.comment.csv",530
"OAK201909050",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",531
"OAK201909050",63,"Mound Visit","2019OAK.EVA.regular.comment.csv",532
"OAK201909050",64,"Mound Visit","2019OAK.EVA.regular.comment.csv",533
"OAK201909050",69,"Mound Visit","2019OAK.EVA.regular.comment.csv",534
"OAK201909060",16,"Mound Visit","2019OAK.EVA.regular.comment.csv",535
"OAK201909060",19,"Mound Visit","2019OAK.EVA.regular.comment.csv",536
"OAK201909060",51,"Mound Visit","2019OAK.EVA.regular.comment.csv",537
"OAK201909060",53,"Mound Visit","2019OAK.EVA.regular.comment.csv",538
"OAK201909060",61,"Mound Visit","2019OAK.EVA.regular.comment.csv",539
"OAK201909060",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",540
"OAK201909060",62,"Injury Delay","2019OAK.EVA.regular.comment.csv",541
"OAK201909060",81,"Mound Visit","2019OAK.EVA.regular.comment.csv",542
"OAK201909060",85,"Mound Visit","2019OAK.EVA.regular.comment.csv",543
"OAK201909070",4,"$pop up that appeared to be foul, but wind blew it fair and it landed untouched by the 3rd base bag; shortstop picked it up and threw to pitcher who was covering 3rd; he then threw to 2nd to complete the double play","2019OAK.EVA.regular.comment.csv",544
"OAK201909070",14,"Injury Delay Mound Visit","2019OAK.EVA.regular.comment.csv",545
"OAK201909070",28,"Injury Delay","2019OAK.EVA.regular.comment.csv",546
"OAK201909070",33,"Mound Visit","2019OAK.EVA.regular.comment.csv",547
"OAK201909070",52,"Injury Delay","2019OAK.EVA.regular.comment.csv",548
"OAK201909070",52,"$Laureano left with an injured leg","2019OAK.EVA.regular.comment.csv",549
"OAK201909070",58,"Mound Visit","2019OAK.EVA.regular.comment.csv",550
"OAK201909070",59,"Mound Visit","2019OAK.EVA.regular.comment.csv",551
"OAK201909070",79,"Injury Delay","2019OAK.EVA.regular.comment.csv",552
"OAK201909080",60,"Mound Visit","2019OAK.EVA.regular.comment.csv",553
"OAK201909080",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",554
"OAK201909160",13,"Mound Visit","2019OAK.EVA.regular.comment.csv",555
"OAK201909160",21,"Mound Visit","2019OAK.EVA.regular.comment.csv",556
"OAK201909160",36,"Mound Visit","2019OAK.EVA.regular.comment.csv",557
"OAK201909160",46,"Mound Visit","2019OAK.EVA.regular.comment.csv",558
"OAK201909160",48,"$Royals challenged call that Starling was out at 1st; call overturned - single","2019OAK.EVA.regular.comment.csv",559
"OAK201909160",51,"Mound Visit","2019OAK.EVA.regular.comment.csv",560
"OAK201909160",56,"Mound Visit","2019OAK.EVA.regular.comment.csv",561
"OAK201909160",58,"Mound Visit","2019OAK.EVA.regular.comment.csv",562
"OAK201909160",71,"Mound Visit","2019OAK.EVA.regular.comment.csv",563
"OAK201909160",74,"Mound Visit","2019OAK.EVA.regular.comment.csv",564
"OAK201909160",84,"Injury Delay","2019OAK.EVA.regular.comment.csv",565
"OAK201909170",33,"Mound Visit","2019OAK.EVA.regular.comment.csv",566
"OAK201909170",36,"$Royals challenged call that Brown was safe at 1st; call overturned - out on pickoff","2019OAK.EVA.regular.comment.csv",567
"OAK201909170",49,"Mound Visit","2019OAK.EVA.regular.comment.csv",568
"OAK201909170",50,"Mound Visit","2019OAK.EVA.regular.comment.csv",569
"OAK201909170",50,"Mound Visit","2019OAK.EVA.regular.comment.csv",570
"OAK201909180",41,"Mound Visit","2019OAK.EVA.regular.comment.csv",571
"OAK201909180",59,"Mound Visit","2019OAK.EVA.regular.comment.csv",572
"OAK201909180",62,"Mound Visit","2019OAK.EVA.regular.comment.csv",573
"OAK201909180",65,"Mound Visit","2019OAK.EVA.regular.comment.csv",574
"OAK201909180",67,"Mound Visit","2019OAK.EVA.regular.comment.csv",575
"OAK201909180",70,"Mound Visit","2019OAK.EVA.regular.comment.csv",576
"OAK201909180",72,"Mound Visit","2019OAK.EVA.regular.comment.csv",577
"OAK201909200",26,"Injury Delay","2019OAK.EVA.regular.comment.csv",578
"OAK201909200",33,"$Originally scored as error, changed to single on 09-26-2019","2019OAK.EVA.regular.comment.csv",579
"OAK201909200",53,"Mound Visit","2019OAK.EVA.regular.comment.csv",580
"OAK201909210",7,"Mound Visit","2019OAK.EVA.regular.comment.csv",581
"OAK201909210",11,"Mound Visit","2019OAK.EVA.regular.comment.csv",582
"OAK201909210",13,"Mound Visit","2019OAK.EVA.regular.comment.csv",583
"OAK201909210",23,"Mound Visit","2019OAK.EVA.regular.comment.csv",584
"OAK201909210",28,"Mound Visit","2019OAK.EVA.regular.comment.csv",585
"OAK201909210",40,"On-field Delay","2019OAK.EVA.regular.comment.csv",586
"OAK201909210",57,"Mound Visit","2019OAK.EVA.regular.comment.csv",587
"OAK201909210",80,"Mound Visit","2019OAK.EVA.regular.comment.csv",588
"OAK201909210",82,"On-field Delay","2019OAK.EVA.regular.comment.csv",589
"OAK201909220",4,"Mound Visit","2019OAK.EVA.regular.comment.csv",590
"OAK201909220",23,"Injury Delay","2019OAK.EVA.regular.comment.csv",591
"OAK201909220",28,"Mound Visit","2019OAK.EVA.regular.comment.csv",592
"OAK201909220",38,"Mound Visit","2019OAK.EVA.regular.comment.csv",593
"OAK201909220",44,"Injury Delay","2019OAK.EVA.regular.comment.csv",594
"OAK201909220",48,"$Rangers challenged call that Semien was safe at home; call upheld - score on single","2019OAK.EVA.regular.comment.csv",595
"OAK201909220",57,"Mound Visit","2019OAK.EVA.regular.comment.csv",596
"OAK201909220",72,"Mound Visit","2019OAK.EVA.regular.comment.csv",597
"OAK201909220",79,"Mound Visit","2019OAK.EVA.regular.comment.csv",598
