"PIT191704190",36,"Bigbee slipped on wet grass."
"PIT191704280",60,"Thorpe's throw got past catcher but pitcher backed up play."
"PIT191705301",46,"$Bigbee apparently replaced for failing to score."
"PIT191705301",80,"$No sacrifice credited"
"PIT191706110",42,"$Advanced to third on Pitler's obstruction"
"PIT191706130",30,"Hit and run"
"PIT191706140",27,"Bad throw on rundown of Zimmerman."
"PIT191706160",67,"Bunt was pushed past infielders."
"PIT191706232",21,"$Carey reported as being 'lame.'"
"PIT191706232",79,"ej,calln101,M.harrp901,Balk non-call $Pirates manager Callahan ejected by HP umpire Harrison for arguing that Hendrix had balked"
"PIT191706260",17,"$Error on fly ball, but runner on 3rd out trying to return"
"PIT191706280",42,"ej,tonef101,P,byrol901,Balls and strikes $Pitcher Toney ejected by HP umpire Byron for arguing balls and strikes"
"PIT191706290",27,"Attempted double steal."
"PIT191706300",72,"$Out at third on appeal-runner left too soon. Pitler caught ball in short right running back"
"PIT191707020",20,"$Wagner's throw went into center; runner held second, but Carey's return throw was wild."
"PIT191707041",24,"ej,barid101,P,harrp901,Call at 3B $3bman Baird ejected by base umpire Harrison for arguing runner was out at 3rd"
"PIT191707041",43,"Packard covered third."
"PIT191707250",29,"Hit and run."
"PIT191707250",62,"Inside park"
"PIT191707261",22,"Hit and run."
"PIT191707262",1,"Boeckel hit in face by bad hop."
"PIT191707270",17,"Ward called out for going out of baseline after missing home"
"PIT191707281",57,"Hit and run.  Steele made bad relay throw."
"PIT191707311",64,"Hit and run"
"PIT191707311",86,"Defensive indifference"
"PIT191707312",57,"ej,zimmh101,P,klemb901,Arguing foul ball call $Zimmerman ejected by HP umpire Klem for arguing foul ball call; at bat completed by Lobert"
"PIT191708040",3,"Stole on pickoff attempt."
"PIT191708090",8,"Hit and run"
"PIT191708090",57,"ej,everj102,P,riglc901,Balls and strikes $Phillies Evers ejected by HP umpire Rigler at end of 7th for arguing strike call when he batted in 6th"
"PIT191708112",66,"Steele entered game with 2-0 count on Evers."
"PIT191708150",34,"Wagner hit with own batted ball."
"PIT191708312",26,"30 minute time out due to darkness."
"PIT191708312",37,"Game called due to rain."
"PIT191709011",58,"Bottom of 8th missing from paper."
"PIT191709031",54,"Carey dropped fly intentionally."
"PIT191709032",40,"Fischer hurt leg."
"PIT191709032",53,"Steele stopped running, so Chase got cute."
"PIT191709080",69,"Wilson missed ball on squeeze play."
"PIT191709182",40,"ej,meyec101,P,klemb901,Fighting ej,kingl103,P,klemb901,Fighting ej,jacoe013,P,klemb901,Fighting $Catcher Meyers ejected by HP umpire Klem for kicking King while King was being retired; brawl followed and fans threw bottles; King and Pirates Jacobs, not in game, also ejected by Klem "
"PIT191709192",36,"$After Boeckel scored on fly, Kelly threw wildly and King  scored but was called out for leaving second early on appeal"
"PIT191709200",102,"Game called due to darkness."
"PIT191709210",14,"ej,bezdh801,M,klemb901,Balls and strikes $Pirates manager Bezdek ejected by HP umpire Klem for arguing balls and strikes"
"PIT191709240",0,"Wagner and Webb hurt in exhibition game prev. day, Caton hurt before game and Ward has sore arm."
"PIT191709260",32,"Schmidt hurt by foul ball."
"PIT191710010",54,"Maranville covered home."
