"GAME ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"PIT196404150",58,"Debut game for Frank Bork","1964PIT.EVN.regular.comment.csv",2
"PIT196404150",77,"Debut game for Wayne Schurr","1964PIT.EVN.regular.comment.csv",3
"PIT196404150",104,"Debut game for Rex Johnston","1964PIT.EVN.regular.comment.csv",4
"PIT196404240",65,"$Willie Stargell called out on appeal leaving 3B too soon","1964PIT.EVN.regular.comment.csv",5
"PIT196404250",13,"$bunt single hit 3B bag","1964PIT.EVN.regular.comment.csv",6
"PIT196404261",76,"$Orlando McFarlane reached 2B on a botched rundown","1964PIT.EVN.regular.comment.csv",7
"PIT196404262",4,"$Tim Harkness rounded 2B too far; he argued that he slid under the tag","1964PIT.EVN.regular.comment.csv",8
"PIT196404262",11,"Don Schwall left with pulled muscle on his right side","1964PIT.EVN.regular.comment.csv",9
"PIT196405102",7,"Debut game for Steve Blass","1964PIT.EVN.regular.comment.csv",10
"PIT196405280",1,"$Jim Pagliaroni caught the ball in the dugout","1964PIT.EVN.regular.comment.csv",11
"PIT196405280",26,"$Manny Mota rounded 1B too far","1964PIT.EVN.regular.comment.csv",12
"PIT196405280",64,"$Bill Mazeroski called for interference for running into his own bunt","1964PIT.EVN.regular.comment.csv",13
"PIT196405280",72,"$Tony Taylor broke for HP; Fred Green stepped off and threw to catcher Jim Pagliaroni; Jack Baldschun bunted the throw and was called for interference","1964PIT.EVN.regular.comment.csv",14
"PIT196405300",64,"John Roseboro hurt by foul ball","1964PIT.EVN.regular.comment.csv",15
"PIT196405310",28,"$struck light tower 450 ft away","1964PIT.EVN.regular.comment.csv",16
"PIT196405310",66,"$Tommy Davis faked running home, which drew wild throw from Willie Stargell","1964PIT.EVN.regular.comment.csv",17
"PIT196406020",20,"ej,murtd101,M,weyel901,Claimed pitcher threw at batter Pirates Manager Danny Murtaugh ejected by HP umpire Lee Weyer","1964PIT.EVN.regular.comment.csv",18
"PIT196406020",36,"ej,paglj101,P,harvd901,Claimed ball struck runner $the Pirates claimed that the ball struck Harvey Kuenn; Jim Pagliaroni ejected by 2B umpire Doug Harvey","1964PIT.EVN.regular.comment.csv",19
"PIT196406160",37,"$Willie Stargell came off the bag too soon","1964PIT.EVN.regular.comment.csv",20
"PIT196406170",26,"$Ron Hunt dropped the line drive intentionally; the umpires called it a catch","1964PIT.EVN.regular.comment.csv",21
"PIT196406180",61,"$Jim Pagliaroni rounded 2B too far","1964PIT.EVN.regular.comment.csv",22
"PIT196406211",51,"Don't know the order of the next three outs, just the plays","1964PIT.EVN.regular.comment.csv",23
"PIT196406260",41,"ej,tempj101,P,varge901,Balls and strikes Johnny Temple ejected by HP umpire Ed Vargo","1964PIT.EVN.regular.comment.csv",24
"PIT196407110",45,"Denis Menke left with back spasm","1964PIT.EVN.regular.comment.csv",25
"PIT196407131",72,"ej,keanj801,M,burkk101,Call at HP (Reversed) $HP umpire Ken Burkhart called Lou Brock safe but Pirates manager Danny Murtaugh and catcher Orlando McFarlane argued; Burkhart consulted 3B umpire Frank Secory and reversed the call to out; Cardinals manager Johnny Keane argued very aggressively with Burkhart and was ejected; Burkhart said after the game that he thought MacFarlane had dropped the ball but Secory said he held it; Burkhart saw the sponge drop from MacFarlane's glove; MacFarlane was injured on the play as he collided with Brock and left the in the following inning","1964PIT.EVN.regular.comment.csv",26
"PIT196407160",49,"ej,motam101,P,harvd901,Call at 1B Manny Mota ejected by 1B umpire Doug Harvey","1964PIT.EVN.regular.comment.csv",27
"PIT196407302",69,"Debut game for John Hoffman","1964PIT.EVN.regular.comment.csv",28
"PIT196408010",51,"missing play in PIT196408010","1964PIT.EVN.regular.comment.csv",29
"PIT196408020",70,"$missed squeeze","1964PIT.EVN.regular.comment.csv",30
"PIT196408042",5,"$the ball caromed off Willie Stargell into the seats","1964PIT.EVN.regular.comment.csv",31
"PIT196408042",62,"Debut game for John Gelnar","1964PIT.EVN.regular.comment.csv",32
"PIT196408050",27,"off RF pole","1964PIT.EVN.regular.comment.csv",33
"PIT196408050",71,"$Dick Schofield picked up the deflection","1964PIT.EVN.regular.comment.csv",34
"PIT196408060",40,"$off light tower","1964PIT.EVN.regular.comment.csv",35
"PIT196408110",60,"Game called for rain","1964PIT.EVN.regular.comment.csv",36
"PIT196408120",29,"$off RF pole","1964PIT.EVN.regular.comment.csv",37
"PIT196408120",42,"$onto the roof","1964PIT.EVN.regular.comment.csv",38
"PIT196409072",59,"ej,burgs101,P,lands901,Bench jockeying $Pirates Burgess,not in game, ejected by HP umpire Landes for arguing balls and strikes while Bailey was at bat","1964PIT.EVN.regular.comment.csv",39
"PIT196409100",22,"Johnny Edwards hurt by foul ball","1964PIT.EVN.regular.comment.csv",40
"PIT196409220",8,"missing plays in PIT196409220","1964PIT.EVN.regular.comment.csv",41
"PIT196409270",21,"38 minute rain delay","1964PIT.EVN.regular.comment.csv",42
