GAME_ID,EVENT_ID,COMMENT_TX
"MIL197504120",68,"Debut game for Dennis Eckersley"
"MIL197505010",52,"Debut game for Tom Makowski"
"MIL197505030",9,"missing fielding in MIL197505030"
"MIL197505040",37,"missing play in MIL197505040"
"MIL197505210",71,"$Mike Hargrove called for interference"
"MIL197505260",15,"ej,crand102,M,goetr901,Called third strike Brewers Manager Del Crandall ejected by HP umpire Russ Goetz"
"MIL197505280",63,"Debut game for Tommy Bianco"
"MIL197506110",49,"missing fielding in MIL197506110"
"MIL197506151",35,"$Pedro Garcia called for obstruction"
"MIL197506152",10,"27 minute rain delay"
"MIL197506230",30,"$Tom Veryzer he was hit in the face by the batted ball"
"MIL197506242",61,"run assignment problem here"
"MIL197506250",28,"ej,houkr101,M,goetr901,Call at HP (Threw cap) Tigers Manager Ralph Houk ejected by HP umpire Russ Goetz"
"MIL197507021",15,"$line drive off of Rick Wise's right arm; unclear if Carl Yastrzemski caught it on the fly"
"MIL197507021",20,"$The ball came within 4 rows of leaving the ballpark"
"MIL197507021",73,"$George Scott's HR broke up Rick Wise's no-hitter with 2 outs in the 9th"
"MIL197507021",74,"$the ball hit the top of the wall and then was touched by a fan"
"MIL197507022",8,"$Tom Hausman struck on right wrist"
"MIL197507022",27,"$George Scott hurt his leg"
"MIL197507030",0,"Rain delay before the start of the game"
"MIL197507230",16,"2:33 rain delay"
"MIL197507230",44,"15 minute rain delay"
"MIL197507240",86,"Debut game for Lafayette Currence"
"MIL197508100",66,"ej,luccf801,M,deegb901,Interference non-call $Rangers manager Luccesi ejected by HP umpire Deegan for arguing fan intereference on foul hit by Aaron"
"MIL197508100",81,"ej,moned101,P,deegb901,Called third strike Don Money ejected by HP umpire Bill Deegan"
"MIL197509060",83,"Debut game for Rick Kreuger"
"MIL197509072",38,"Debut game for Butch Hobson"
"MIL197509090",70,"Debut game for Jerry Augustine"
"MIL197504120",68,"Debut game for Dennis Eckersley"
"MIL197505010",52,"Debut game for Tom Makowski"
"MIL197505030",9,"missing fielding in MIL197505030"
"MIL197505040",37,"missing play in MIL197505040"
"MIL197505210",71,"$Mike Hargrove called for interference"
"MIL197505260",15,"ej,crand102,M,goetr901,Called third strike Brewers Manager Del Crandall ejected by HP umpire Russ Goetz"
"MIL197505280",63,"Debut game for Tommy Bianco"
"MIL197506110",49,"missing fielding in MIL197506110"
"MIL197506151",35,"$Pedro Garcia called for obstruction"
"MIL197506152",10,"27 minute rain delay"
"MIL197506230",30,"$Tom Veryzer he was hit in the face by the batted ball"
"MIL197506242",61,"run assignment problem here"
"MIL197506250",28,"ej,houkr101,M,goetr901,Call at HP (Threw cap) Tigers Manager Ralph Houk ejected by HP umpire Russ Goetz"
"MIL197507021",15,"$line drive off of Rick Wise's right arm; unclear if Carl Yastrzemski caught it on the fly"
"MIL197507021",20,"$The ball came within 4 rows of leaving the ballpark"
"MIL197507021",73,"$George Scott's HR broke up Rick Wise's no-hitter with 2 outs in the 9th"
"MIL197507021",74,"$the ball hit the top of the wall and then was touched by a fan"
"MIL197507022",8,"$Tom Hausman struck on right wrist"
"MIL197507022",27,"$George Scott hurt his leg"
"MIL197507030",0,"Rain delay before the start of the game"
"MIL197507230",16,"2:33 rain delay"
"MIL197507230",44,"15 minute rain delay"
"MIL197507240",86,"Debut game for Lafayette Currence"
"MIL197508100",66,"ej,luccf801,M,deegb901,Interference non-call $Rangers manager Luccesi ejected by HP umpire Deegan for arguing fan intereference on foul hit by Aaron"
"MIL197508100",81,"ej,moned101,P,deegb901,Called third strike Don Money ejected by HP umpire Bill Deegan"
"MIL197509060",83,"Debut game for Rick Kreuger"
"MIL197509072",38,"Debut game for Butch Hobson"
"MIL197509090",70,"Debut game for Jerry Augustine"
