"PHA191604200",0,"Opening Day 1916 at Shibe Park. Mayor Thomas B. Smith tosses out the first ball."
"PHA191604200",47,"Meyer was screened by runner on Weaver's throw home."
"PHA191604200",68,"Ball deflected off Ruth."
"PHA191604220",19,"Henriksen hurt his fingers on the catch."
"PHA191605010",47,"Over the fence."
"PHA191605020",75,"Over the fence."
"PHA191605030",18,"Into the stands."
"PHA191605030",62,"Keating replaced with 1-1 count."
"PHA191605030",66,"Into the seats."
"PHA191605060",31,"ej,grifc101,M,nalld901,Call at 3B $Senators manager Griffith ejected by 1B umpire Nallin for arguing that Morgan was safe at 3rd"
"PHA191605080",67,"Used Washington Times for bottom eighth."
"PHA191605080",70,"Judge's throw to third base was late."
"PHA191605100",20,"Attempted double steal."
"PHA191605120",23,"Attempted double steal."
"PHA191605170",84,"Pick's fourth steal in the game."
"PHA191605180",61,"Bounce HR: Fan touched ball as it bounced into bleacher."
"PHA191605190",7,"Witt held third but Strunk advanced, both ended up on third."
"PHA191606200",70,"Schang's drive hit halfway up the fence in right center."
"PHA191606221",47,"Attempted double steal."
"PHA191606222",44,"Witt's throw to third was late."
"PHA191606222",57,"Ball deflected off Dumont."
"PHA191606290",7,"Baker's leg hurt."
"PHA191607030",30,"Light rain began to fall."
"PHA191607030",67,"Schang was running on the pitch."
"PHA191607042",52,"IPHR to center."
"PHA191607060",4,"Ball deflected off pitcher."
"PHA191607060",71,"Meyer made throwing error on all three of Cobb's SB's."
"PHA191607122",41,"ej,walsj108,P,owenb901,Call at 1B $Walsh ejected by 1B umpire Owens for arguing he was safe"
"PHA191607122",45,"Line drive deflected off pitcher's glove to CF."
"PHA191607122",54,"Ball deflected off Myers."
"PHA191607130",21,"Pick was spiked on foot by Johnson."
"PHA191607130",33,"Sisler tagged out running to third base."
"PHA191607181",32,"Attempted double steal."
"PHA191607181",55,"Schang badly injured chasing foul fly ball."
"PHA191607181",62,"$Word received that Schang was unconscious; concussion of the brain also possible"
"PHA191607181",65,"Squeeze play by Cicotte and J. Collins."
"PHA191607202",0,"One of the fastest DH's of 1916, 1st gm 1:18 - 2nd gm 1:20."
"PHA191607202",53,"Ball deflected off McElwee."
"PHA191608251",19,"A's innings 2 thru 5 deduced using Retrosheet box score."
"PHA191608251",22,"Indians innings 3 and 4 deduced using Retrosheet box score."
"PHA191608251",96,"Pick dropped throw from McInnis."
"PHA191608252",63,"Coleman tagged out by Picinich near plate."
"PHA191608260",0,"A's Bush pitches no-hitter."
"PHA191608280",10,"Lawry threw past McInnis who recovered to throw out Felsch."
"PHA191608280",60,"Ball deflected off Myers to Witt who threw wild to first."
"PHA191608290",18,"Ness dropped E. Collins throw."
"PHA191608290",37,"Attempted sacrifice by Johnson."
"PHA191608290",57,"Bounce HR: Ball bounced into left field bleachers."
"PHA191608310",15,"Von Kolnitz threw late to second base."
"PHA191608310",19,"Weaver tossed by Chill arguing call at first."
"PHA191608310",40,"Bounce HR: Jackson's hard hit ball bounced into stands."
"PHA191609091",48,"Tried to score when Picinich missed pitch."
