"TOR201610170",59,"replay,7,smoaj001,TOR,gormb901,TOR02,,N,M,CLE,A $when Kevin Pillar was called safe at 2B, Indians manager Terry Francona challenged the ruling; the call was upheld by replay"FILENAME_TX","LINE_NUMBER_CT"

"TOR201610170",66,"replay,8,chisl001,CLE,gormb901,TOR02,,Y,M,TOR,A $when Francisco Lindor was called safe at 2B, Blue Jays manager John Gibbons challenged the ruling; the call was overturned by replay"2016ALCS.EVE.post.comment.csv",2

"TOR201610190",43,"replay,6,donaj001,TOR,gormb901,TOR02,,N,M,TOR,C $when Josh Donaldson was called out at 1B, Blue Jays manager John Gibbons challenged the ruling; the call was upheld by replay"2016ALCS.EVE.post.comment.csv",3

