GAME_ID,EVENT_ID,COMMENT_TX
"CLE194604260",36,"$wind-blown popup"
"CLE194605171",33,"$HP umpire Bill McGowan threw his ball/strike indicator towards the Senators dugout sometime in the fifth due to the constant bench jockeying on balls and strikes"
"CLE194605172",81,"game called due to darkness"
"CLE194605191",58,"$Allie Reynolds slid hard into Joe Gordon, who punched Reynolds as they rolled around on the ground; both benches cleared but umpire Joe Rue broke up the fight"
"CLE194605191",60,"$Joe DiMaggio failed to bunt twice"
"CLE194605210",0,"$Yankees manager Joe McCarthy remained at the hotel due to a cold; coach Johnny Neun ran the club"
"CLE194605210",63,"$Roy Weatherly injured his right ankle sliding into 2B"
"CLE194606162",49,"$game called for rain"
"CLE194606200",54,"ej,newsb101,P,summb901,Balls and strikes Bobo Newsom ejected by HP umpire Bill Summers"
"CLE194606250",9,"$Al Gettel's first pitch struck Aaron Robinson on the wrist"
"CLE194606250",67,"$400 feet"
"CLE194607281",19,"$Jerry Priddy called for interference for running into his own batted ball"
"CLE194608040",0,"$Game one of a scheduled double header; the second game was rained out with two out in the top of the second"
"CLE194608040",51,"$Bob Feller left with a pulled back muscle"
"CLE194608170",42,"$on the pick off at 2B, Cass Michaels threw the ball wildly to 3B"
"CLE194608182",71,"scorecard coverage ends here, rest deduced"
"CLE194609100",48,"pbp accounts ends here, rest deduced $55 minute rain delay at this point"
"CLE194609120",12,"ej,patkm801,C,hubbc901,Balls and strikes $Les Fleming argued a called strike by HP umpire Cal Hubbard; Indians Coach Max Patkin ejected by HP umpire Cal Hubbard for mimicking the umpire"
"CLE194609130",2,"$Pat Seerey was the only Indians fielder to the left of 2B with the radical Williams' shift that Indian manager Lou Boudreau employed"
"CLE194609130",3,"$over Pat Seerey's head"
"CLE194609152",63,"$Game called due to darkness"
"CLE194609210",0,"$last game played at League Park"
"CLE194609222",72,"$game called due to darkness"
"CLE194604260",36,"$wind-blown popup"
"CLE194605122",3,"ej,gracj101,P,romme101,Call at 2B $Grace ejected by 1B umpire Rommel for arguing he was safe"
"CLE194605171",33,"$HP umpire Bill McGowan threw his ball/strike indicator towards the Senators dugout sometime in the fifth due to the constant bench jockeying on balls and strikes"
"CLE194605172",81,"game called due to darkness"
"CLE194605191",58,"$Allie Reynolds slid hard into Joe Gordon, who punched Reynolds as they rolled around on the ground; both benches cleared but umpire Joe Rue broke up the fight"
"CLE194605191",60,"$Joe DiMaggio failed to bunt twice"
"CLE194605210",0,"$Yankees manager Joe McCarthy remained at the hotel due to a cold; coach Johnny Neun ran the club"
"CLE194605210",63,"$Roy Weatherly injured his right ankle sliding into 2B"
"CLE194605230",21,"The pickoff throw hit Mills and caromed into RF"
"CLE194605230",32,"Misjudged by Metkovich"
"CLE194606162",49,"$game called for rain"
"CLE194606200",54,"ej,newsb101,P,summb901,Balls and strikes Bobo Newsom ejected by HP umpire Bill Summers"
"CLE194606231",16,"Higgins: good play of smash"
"CLE194606231",52,"Hit & run"
"CLE194606250",9,"$Al Gettel's first pitch struck Aaron Robinson on the wrist"
"CLE194606250",67,"$400 feet"
"CLE194607281",19,"$Jerry Priddy called for interference for running into his own batted ball"
"CLE194608040",0,"$Game one of a scheduled double header; the second game was rained out with two out in the top of the second"
"CLE194608040",51,"$Bob Feller left with a pulled back muscle"
"CLE194608170",42,"$on the pick off at 2B, Cass Michaels threw the ball wildly to 3B"
"CLE194608182",71,"scorecard coverage ends here, rest deduced"
"CLE194609100",48,"pbp accounts ends here, rest deduced $55 minute rain delay at this point"
"CLE194609120",12,"ej,patkm801,C,hubbc901,Balls and strikes $Les Fleming argued a called strike by HP umpire Cal Hubbard; Indians Coach Max Patkin ejected by HP umpire Cal Hubbard for mimicking the umpire"
"CLE194609130",2,"$Pat Seerey was the only Indians fielder to the left of 2B with the radical Williams' shift that Indian manager Lou Boudreau employed"
"CLE194609130",3,"$over Pat Seerey's head"
"CLE194609152",63,"$Game called due to darkness"
"CLE194609210",0,"$last game played at League Park"
"CLE194609222",72,"$game called due to darkness"
