"NYN200104090",38,"ej,cox-b103,M,reynj901,Arguing batter bunted at ball $Braves manager Cox ejected by 1B umpire Reynolds for arguing Appier had bunted at 2nd pitch"FILENAME_TX","LINE_NUMBER_CT"

"NYN200104120",73,"WP on intentional ball!"2001NYN.EVN.regular.comment.csv",2

"NYN200104160",32,"great cutoff by Todd Zeile at mound to get Vlad Guerrero at 2B"2001NYN.EVN.regular.comment.csv",3

"NYN200104160",34,"ej,bradm001,P,craft901,Balls and strikes Milton Bradley ejected by HP umpire Terry Craft"2001NYN.EVN.regular.comment.csv",4

"NYN200105010",1,"Debut game for Dicky Gonzalez"2001NYN.EVN.regular.comment.csv",5

"NYN200105020",3,"$Jeff Bagwell called for interference"2001NYN.EVN.regular.comment.csv",6

"NYN200105020",49,"ej,limaj001,P,demud901,Intentional HBP ej,paytj001,P,demud901,Charging mound after Intentional HBP Jay Payton and Jose Lima ejected by HP umpire Dana Demuth"2001NYN.EVN.regular.comment.csv",7

"NYN200105150",17,"$deflected by Reed right to Ordonez"2001NYN.EVN.regular.comment.csv",8

"NYN200105240",38,"$Appier hit on arm; ball glanced off his face"2001NYN.EVN.regular.comment.csv",9

"NYN200105240",42,"$Piazza started for the dugout on routine fly ball"2001NYN.EVN.regular.comment.csv",10

"NYN200105240",46,"ej,nunev001,P,cuzzp901,Intentional HBP ej,bolej801,M,cuzzp901,Intentional HBP $Agbayani hit on back; Vladimir Nunez and Marlins Manager John Boles ejected by HP umpire Phil Cuzzi"2001NYN.EVN.regular.comment.csv",11

"NYN200105240",46,"$four police officers stand on the visitors' dugout roof to protect the Marlins from the unruly crowd"2001NYN.EVN.regular.comment.csv",12

"NYN200105250",55,"$as Zeile ran to 1B, he yelled at Penny: 'That's for Shinjo!; both benches emptied and there was a lot of pushing for 5 minutes; this is the culmination of 2 days of bean-brawl"2001NYN.EVN.regular.comment.csv",13

"NYN200105290",32,"$Alfonzo out with bad back"2001NYN.EVN.regular.comment.csv",14

"NYN200105290",47,"$foul dropped by Anderson after long run; no error"2001NYN.EVN.regular.comment.csv",15

"NYN200105290",62,"$homer over the Phillies' bullpen"2001NYN.EVN.regular.comment.csv",16

"NYN200105290",66,"$Gomes hurt knee trying to back on errant pickoff attempt"2001NYN.EVN.regular.comment.csv",17

"NYN200106150",32,"$Pettite reinjured groin, placed on DL"2001NYN.EVN.regular.comment.csv",18

"NYN200106150",71,"$Spencer threw to unoccupied second, but Piazza had stopped and then was out easily at home"2001NYN.EVN.regular.comment.csv",19

"NYN200106170",85,"$bounced throw, nice play by Zeile"2001NYN.EVN.regular.comment.csv",20

"NYN200106180",3,"ej,guerv001,P,eddid901,Called third strike $Vlad Guerrero ejected by HP umpire Doug Eddings"2001NYN.EVN.regular.comment.csv",21

"NYN200106180",72,"$Barrett hit the first pitch down the LF line foul by 3 feet"2001NYN.EVN.regular.comment.csv",22

"NYN200106190",1,"Debut game for Troy Mattes"2001NYN.EVN.regular.comment.csv",23

"NYN200106190",60,"$throw hit runner sliding into plate, allowed other advances"2001NYN.EVN.regular.comment.csv",24

"NYN200106200",24,"originally scored E6"2001NYN.EVN.regular.comment.csv",25

"NYN200106210",13,"McEwing hurt hamstring in first"2001NYN.EVN.regular.comment.csv",26

"NYN200106240",61,"clearly a bunt double"2001NYN.EVN.regular.comment.csv",27

"NYN200107180",32,"ej,peret001,M,danlk901,Call at 3B (reversed) $Charles Johnson ran Todd Zeile back to 3B, both Zeile and Rey Ordonez were on bag when they were tagged; Marlins Manager Tony Perez ejected by 3B umpire Kerwin Danley; umpires originally called both out, then ruled that Zeile could return to 3B; Perez was ejected for arguing the reversal"2001NYN.EVN.regular.comment.csv",28

"NYN200107260",63,"right on line, catcher let drop, no play"2001NYN.EVN.regular.comment.csv",29

"NYN200107260",70,"Anderson hyperextended knee and hurt hamstring, out for several days"2001NYN.EVN.regular.comment.csv",30

"NYN200108210",9,"DV: don't understand why UR on this one"2001NYN.EVN.regular.comment.csv",31

"NYN200108230",1,"Debut game for Jason Jennings"2001NYN.EVN.regular.comment.csv",32

"NYN200108270",74,"56 minute rain delay in the 9th"2001NYN.EVN.regular.comment.csv",33

"NYN200109210",66,"ej,karss001,P,kulpr901,Balls and strikes Steve Karsay ejected by 3B umpire Ron Kulpa"2001NYN.EVN.regular.comment.csv",34

"NYN200109220",8,"Maddux left with hyperextended elbow"2001NYN.EVN.regular.comment.csv",35

"NYN200109230",88,"ej,ventr001,P,hirsm901,Called third strike Robin Ventura ejected by HP umpire Mark Hirschbeck"2001NYN.EVN.regular.comment.csv",36

"NYN200110010",26,"the ball got away and rolled into foul territory down the line"2001NYN.EVN.regular.comment.csv",37

"NYN200110010",57,"Giles broke off 2nd, caught in rundown, went back to 2B; meanwhile, Ramirez moved to 2B and was tagged out by Ventura while standing on the bag; Giles then wandered off bag and was tagged for DP even though the umpire clearly pointed at Ramirez for the out"2001NYN.EVN.regular.comment.csv",38

"NYN200110020",46,"Debut game for Mark Corey"2001NYN.EVN.regular.comment.csv",39

