"WS1191704200",0,"Top of first from 4/21 Washington Post."
"WS1191704200",81,"Balance of game derived from Wash. Post."
"WS1191704240",39,"$Leonard injured fielding ball."
"WS1191704240",60,"7th inning from 4/25 Washington Herald."
"WS1191704240",71,"Balance of game derived from Retrosheet box score + 4/25 Wash. Evening Star."
"WS1191704240",77,"$Missed first on apparent double, out on appeal"
"WS1191705301",25,"$Henry cut on right index finger and left game"
"WS1191705301",63,"Running catch"
"WS1191705301",67,"$Pickoff throw caromed into center field."
"WS1191706070",14,"Hit & run"
"WS1191706070",19,"Morgan: swell play"
"WS1191706070",28,"Weaver: good play"
"WS1191706070",36,"Weaver: stopped terrific drive"
"WS1191706070",56,"Past Foster"
"WS1191706070",57,"Milan: fine running catch"
"WS1191706080",60,"Remainder of game from Washington Post."
"WS1191706080",61,"Morgan injured leg."
"WS1191706090",3,"3-0 count to Jackson when Harper was replaced"
"WS1191706090",11,"Scott deflected it"
"WS1191706090",13,"S.Collins: great running catch"
"WS1191706090",14,"Through McBride"
"WS1191706090",22,"$Tried to advance on bad throw by Ainsmith"
"WS1191706090",24,"Risberg: spectacular leaping catch"
"WS1191706090",26,"High infield bounder"
"WS1191706090",35,"To CF fence Risberg crossed plate before relay reached infield"
"WS1191706090",38,"Beat out bad bounder"
"WS1191706090",55,"Gandil: swell stop"
"WS1191706090",82,"Jackson: long running catch"
"WS1191706090",83,"Collins: wonderful stop"
"WS1191706090",90,"Infield hit"
"WS1191706120",41,"Wild throw on attempted DP"
"WS1191706120",72,"ej,granj104,P,owenb901,Called third strike $Graney ejected by HP umpire Owends for arguing called strike 3"
"WS1191706120",87,"Easy fly ball that Speaker lost in the sun."
"WS1191706120",134,"$Game called on account of darkenss"
"WS1191706132",89,"$Game called due to darkness"
"WS1191707262",51,"Game called for darkness"
"WS1191708080",35,"Hit and run."
"WS1191708080",53,"Remainder of game derived from Retrosheet box score."
"WS1191708090",2,"Failed hit & run"
"WS1191708090",8,"High throw"
"WS1191708090",21,"Off Shanks"
"WS1191708090",28,"Caromed off Benz's leg"
"WS1191708090",30,"Close play at the plate"
"WS1191708090",33,"Gallia: leaping stop"
"WS1191708090",43,"Deflected by Benz"
"WS1191708090",45,"Failed hit & run"
"WS1191708090",74,"ej,ainse101,P,owenb901,Balls and strikes (Flipped bat) $Ainsmith ejected by HP umpire Owens for flipping his bat after a strike call; Henry completed at bat"
"WS1191708100",20,"Weaver's finger broken on play."
"WS1191708100",50,"Remainder of game derived from Retrosheet box score."
"WS1191708110",6,"McMullin: clever play"
"WS1191708110",11,"Stole on pitchout due to high throw"
"WS1191708110",22,"Risberg: nice leaping catch"
"WS1191708110",26,"Cicotte: nice leaping stop"
"WS1191708110",29,"Cicotte knocked it down"
"WS1191708110",41,"High pickoff throw"
"WS1191708110",43,"Collins: clever pickup"
"WS1191708110",47,"Ainsmith was injured by a Collins foul tip but continued"
"WS1191708110",49,"Milan: fine running catch"
"WS1191708110",50,"Through Foster and rolled far enough to score the run"
"WS1191708110",51,"Close play; Shanks argued with Ump Nallin"
"WS1191708110",53,"Ayers/Henry entered with 3-1 count to Murphy"
"WS1191709130",44,"Fine stop and throw by Shanks."
"WS1191709130",45,"Outstanding catch by Leonard."
"WS1191709130",48,"Great stop by Grover, but Milan beat the throw."
"WS1191709130",51,"Foster juggled the ball and his throw pulled Leonard off the bag, but Leonard was able to tag McInnis for the out."
"WS1191709130",61,"Shanks made a great stop behind second."
"WS1191709130",68,"Sacrifice per box score"
"WS1191709130",69,"Morgan made a leaping catch to save a run."
"WS1191709130",73,"End of pbp account, rest deduced"
"WS1191709130",76,"Another fine play behind second by Shanks."
"WS1191709130",82,"Throw got away from McInnis, but Milan had already reached."
"WS1191709152",9,"$Rice was thrown out after he overran second"
"WS1191709152",27,"Excellent stop by Grover"
"WS1191709152",37,"Over Menosky's head"
"WS1191709152",42,"Fine running catch of a high fly by Milan"
"WS1191709250",16,"E.Collins: great stop"
"WS1191709250",27,"Close decision"
"WS1191709250",30,"Attempted double steal"
"WS1191709250",31,"Gandil overran 3B"
"WS1191709250",35,"McMullin: swell pickup"
"WS1191709250",38,"Menosky trapped it"
"WS1191709250",40,"Wide throw"
"WS1191709250",46,"Bad bounder"
"WS1191709250",49,"Harper deflected it"
"WS1191709250",52,"$Leibold scored while WS1 argued with Ump Moriarty about calling Collins safe at 1B; credited 2 RBI"
"WS1191709250",67,"Hit & run"
"WS1191709250",79,"Wide throw"
"WS1191709260",7,"Deflected by Faber"
"WS1191709260",12,"Schalk was injured by a foul tip"
"WS1191709260",13,"Collins: clever stab of bad bound"
"WS1191709260",21,"Delayed steal"
"WS1191709260",26,"Menosky: running catch"
"WS1191709260",33,"Gharrity: stopped terrific bounder"
"WS1191709260",61,"Bad hop off Weaver's chest"
