"BOS199010070",69,"$Walt Weiss injured on force play","FILENAME_TX","LINE_NUMBER_CT"
"OAK199010100",15,"ej,barrm001,P,coont901,Balls and strikes (Threw equipment) ej,clemr001,P,coont901,Balls and strikes Roger Clemens ejected by HP umpire Terry Cooney after ball four to Willie Randolph; Marty Barrett ejected by Cooney for throwing equipment out of the dugout","1990ALCS.EVE.post.comment.csv",2
