"SLN201510090",22,"replay,3,hollm001,SLN,demud901,STL10,,N,M,SLN,C $when Matt Holliday was called out at 1B, Cardinals manager Mike Matheny challenged the ruling; the call was upheld by replay"FILENAME_TX","LINE_NUMBER_CT"

"SLN201510100",54,"replay,7,rizza001,CHN,demud901,STL10,,N,M,SLN,U $when Dexter Fowler was called safe at 3B, Cardinals manager Mike Matheny challenged the ruling; the call was upheld by replay"2015NLD2.EVE.post.comment.csv",2

