"NLS193807060",0,"$Managers: Bill Terry (NL New York), Joe McCarthy (AL New York)"FILENAME_TX","LINE_NUMBER_CT"

"NLS193807060",55,"$Charlie Gehringer failed to cover 1B on the attempted sacrifice; Jimmie Foxx's throw went into RF and Joe DiMaggio overthrew HP"1938AS.EVE.asg.comment.csv",2

