"GAME ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"CLE196604190",0,"Protest=H","1966CLE.EVA.regular.comment.csv",2
"CLE196604190",63,"$Clete Boyer dropped the popup but it was ruled a catch; the Indians protested the game","1966CLE.EVA.regular.comment.csv",3
"CLE196604250",13,"Rollie Sheldon called for interference to complete the double play","1966CLE.EVA.regular.comment.csv",4
"CLE196604260",25,"last two plays one play","1966CLE.EVA.regular.comment.csv",5
"CLE196605010",59,"ej,berrk101,P,stewb902,Fair/foul call Ken Berry ejected by 3B umpire Bob Stewart","1966CLE.EVA.regular.comment.csv",6
"CLE196605180",21,"1:08 rain delay","1966CLE.EVA.regular.comment.csv",7
"CLE196607031",76,"ej,cardj101,P,valeb901,Call at 1B $Cardenal ejected by 1B umpire Valentine for arguing he was safe at 1st","1966CLE.EVA.regular.comment.csv",8
"CLE196607050",0,"$Jim Landis in official lineup but scratched","1966CLE.EVA.regular.comment.csv",9
"CLE196607060",0,"23 minute rain delay before start of game","1966CLE.EVA.regular.comment.csv",10
"CLE196607190",77,"ej,tebbb101,M,odomj901,Check swing $Indians manager Tebbetts ejected by HP umpire Odom for arguing check swing","1966CLE.EVA.regular.comment.csv",11
"CLE196607200",0,"$Joe Azcue hit on nose with ball before game started","1966CLE.EVA.regular.comment.csv",12
"CLE196607242",55,"39 minute rain delay","1966CLE.EVA.regular.comment.csv",13
"CLE196608020",66,"$Dave Johnson caught Chico Salmon's bloop and threw the ball to Paul Blair who doubled Rocky Colavito off 2B","1966CLE.EVA.regular.comment.csv",14
"CLE196608020",69,"$off LF pole","1966CLE.EVA.regular.comment.csv",15
"CLE196608040",32,"$Dave Johnson rounded 1B too far","1966CLE.EVA.regular.comment.csv",16
"CLE196608071",42,"$Chuck Hinton robbed Roger Maris of home run","1966CLE.EVA.regular.comment.csv",17
"CLE196608190",63,"probably one continuous play","1966CLE.EVA.regular.comment.csv",18
"CLE196608310",0,"Protest=V","1966CLE.EVA.regular.comment.csv",19
"CLE196608310",11,"$Curt Blefary hit Vic Davalillo in back with throw","1966CLE.EVA.regular.comment.csv",20
"CLE196608310",69,"$Infield fly called; Bob Johnson dropped the ball and Chico Salmon ran to 3B; Johnson threw to 3B for forceout; time called; HP umpire Johnny Stevens returned the runners to their original bases; the Orioles protested the game","1966CLE.EVA.regular.comment.csv",21
"CLE196609051",45,"Debut game for Jose Vidal","1966CLE.EVA.regular.comment.csv",22
"CLE196609070",1,"Debut game for George Culver","1966CLE.EVA.regular.comment.csv",23
