"ALS199307130",0,"$Managers: Cito Gaston (Toronto AL), Bobby Cox (Atlanta NL); MVP: Kirby Puckett (Minnesota AL)"FILENAME_TX","LINE_NUMBER_CT"

"ALS199307130",21,"$Randy Johnson's first pitch sailed far over John Kruk's head; Kruk then bailed out on the next three pitches"1993AS.EVE.asg.comment.csv",2

