"GAME ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"ANA200504060",54,"originally E2/TH, changed next day","2005ANA.EVA.regular.comment.csv",2
"ANA200504080",60,"Debut game for Jake Woods","2005ANA.EVA.regular.comment.csv",3
"ANA200504210",76,"ej,crisc001,P,timmt901,Balls and strikes Indians Coco Crisp ejected by HP umpire Tim Timmons","2005ANA.EVA.regular.comment.csv",4
"ANA200505070",29,"ej,monrc001,P,cousd901,Call at 1B ej,trama001,M,cousd901,Call at 1B Tigers Craig Monroe and Mgr Alan Trammell ejected by 1B umpire Derryl Cousins","2005ANA.EVA.regular.comment.csv",5
"ANA200505090",30,"ej,wedge001,M,herna901,Arguing pitch hit batter Indians Manager Eric Wedge ejected by HP umpire Angel Hernandez","2005ANA.EVA.regular.comment.csv",6
"ANA200505110",57,"Angels CF Steve Finley left the game due to an injured groin","2005ANA.EVA.regular.comment.csv",7
"ANA200505250",51,"Debut game for Joel Peralta","2005ANA.EVA.regular.comment.csv",8
"ANA200505280",61,"Angels DH Curtis Pride left the game due to an injured hand/wrist","2005ANA.EVA.regular.comment.csv",9
"ANA200505290",49,"Royals left fielder Terrence Long left the game due to an injured knee","2005ANA.EVA.regular.comment.csv",10
"ANA200506140",59,"ej,donnb001,P,scotd901,Pine tar on glove $Nationals Mgr Robinson asked umpires to check Donnelly's glove; they found pine tar and ejected Donnelly; Angels Mgr Scioscia came out to argue and started yelling at Robinson; the two managers had to be held apart and both benches emptied; Donnelly ejected by 3B umpire Dale Scott","2005ANA.EVA.regular.comment.csv",11
"ANA200506250",50,"Angels third baseman Dallas McPherson left the game due to an injured groin","2005ANA.EVA.regular.comment.csv",12
"ANA200507040",82,"ej,kenna001,P,hallt901,Balls and strikes Angels 2B Adam Kennedy ejected by HP umpire Tom Hallion","2005ANA.EVA.regular.comment.csv",13
"ANA200508030",79,"fan interference","2005ANA.EVA.regular.comment.csv",14
"ANA200508040",0,"$Baltimore manager Mazzilli fired and bench coach Sam Perlozzo appointed interim manager for remainder of season","2005ANA.EVA.regular.comment.csv",15
"ANA200508040",49,"Angels first baseman Darin Erstad left the game due to an injured leg","2005ANA.EVA.regular.comment.csv",16
"ANA200508150",60,"ej,buttb801,C,kulpr901,Call at HP Blue Jays Third Base Coach Brian Butterfield ejected by HP umpire Ron Kulpa","2005ANA.EVA.regular.comment.csv",17
"ANA200508160",1,"Debut game for Joe Saunders","2005ANA.EVA.regular.comment.csv",18
"ANA200508170",26,"Blue Jays shortstop Aaron Hill left the game due to an injured leg","2005ANA.EVA.regular.comment.csv",19
"ANA200508180",43,"Wakefield struck on lower leg by line drive","2005ANA.EVA.regular.comment.csv",20
"ANA200508190",68,"ej,ortid001,P,welkb901,Called third strike Red Sox designated hitter David Ortiz ejected by HP umpire Bill Welke","2005ANA.EVA.regular.comment.csv",21
"ANA200508300",63,"Debut game for Freddie Bynum","2005ANA.EVA.regular.comment.csv",22
"ANA200508310",33,"$Izturis tried for a double but Payton ran the ball into 2B and tagged him out","2005ANA.EVA.regular.comment.csv",23
"ANA200509040",45,"Angels pitcher Bartolo Colon left the game due to an injured back","2005ANA.EVA.regular.comment.csv",24
"ANA200509150",39,"Tigers catcher Ivan Rodriguez left the game due to an injured leg","2005ANA.EVA.regular.comment.csv",25
"ANA200509150",46,"Vladimir Guerrero left the game due to an injured neck/shoulder","2005ANA.EVA.regular.comment.csv",26
"ANA200509170",6,"Tigers pitcher Roman Colon left the game due to an injured neck/shoulder","2005ANA.EVA.regular.comment.csv",27
"ANA200509170",7,"Debut game for Mark Woodyard","2005ANA.EVA.regular.comment.csv",28
"ANA200509210",31,"Rangers pitcher Kameron Loe left the game due to an injured head","2005ANA.EVA.regular.comment.csv",29
"ANA200509240",2,"changed next day from S1 after appeal from Angels. Makes two runs UR as well as hit change - much complaining","2005ANA.EVA.regular.comment.csv",30
"ANA200509240",35,"$Julio Lugo called for interference","2005ANA.EVA.regular.comment.csv",31
