"GAME ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"PHI193804210",22,"$Cookie Lavagetto fell ten feet from HP","1938PHI.EVN.regular.comment.csv",2
"PHI193805160",8,"$Lou Chiozza intentionally dropped the line drive","1938PHI.EVN.regular.comment.csv",3
"PHI193805190",77,"$Lonnie Frey deflected the throw from LF into 3B dugout","1938PHI.EVN.regular.comment.csv",4
"PHI193805200",65,"$Del Young tried to tag Billy Jurges, who ran backwards; the throw to 1B was late","1938PHI.EVN.regular.comment.csv",5
"PHI193805210",34,"$Larry French called for obstruction when he bumped Gene Corbett rounding 1B","1938PHI.EVN.regular.comment.csv",6
"PHI193805210",52,"$George Scharein spiked by Frank Demaree","1938PHI.EVN.regular.comment.csv",7
"PHI193805230",19,"rain started","1938PHI.EVN.regular.comment.csv",8
"PHI193805230",57,"$Mike Ryba intentionally let the popup drop","1938PHI.EVN.regular.comment.csv",9
"PHI193806180",42,"ej,wilsj105,M,stewb901,Call at 1B Phillies Manager Jimmie Wilson ejected by HP umpire Bill Stewart","1938PHI.EVN.regular.comment.csv",10
"PHI193806180",46,"$Morrie Arnovich called for interference for running into his own batted ball","1938PHI.EVN.regular.comment.csv",11
"PHI193806210",47,"$missed squeeze","1938PHI.EVN.regular.comment.csv",12
"PHI193806240",70,"$no SH awarded on the bunt","1938PHI.EVN.regular.comment.csv",13
"PHI193806261",57,"$Lonnie Frey called for interference for running out of the line","1938PHI.EVN.regular.comment.csv",14
"PHI193806291",30,"$Harry Danning foul ball struck Spud Davis on Adam's apple","1938PHI.EVN.regular.comment.csv",15
"PHI193806291",55,"$Buck Jordan foul ball struck the ground and hit him on the eye","1938PHI.EVN.regular.comment.csv",16
"PHI193806292",7,"Davis had to leave the game when a foul tip split his finger","1938PHI.EVN.regular.comment.csv",17
"PHI193806300",0,"Protest=H $This is the last game played by the Phillies in Baker Bowl","1938PHI.EVN.regular.comment.csv",18
"PHI193806300",7,"$Phillies Manager Jimmie Wilson argued Hank Leiber did not hold the ball before dropping it so Heinie Mueller did not have to tag up; Wilson protested the game","1938PHI.EVN.regular.comment.csv",19
"PHI193807041",0,"$This was the Phillies first home game at Shibe Park after 43 seasons and more than 3,000 games at Baker Bowl","1938PHI.EVN.regular.comment.csv",20
"PHI193807042",65,"Reconstructed top eighth through end of game","1938PHI.EVN.regular.comment.csv",21
"PHI193807080",70,"$Dolph Camilli muffed Leo Durocher's throw","1938PHI.EVN.regular.comment.csv",22
"PHI193807080",75,"Reconstructed from home eighth to end of game","1938PHI.EVN.regular.comment.csv",23
"PHI193807090",9,"ej,grimb101,M,stard901,Balls and strikes Dodgers Manager Burleigh Grimes ejected by HP umpire Dolly Stark","1938PHI.EVN.regular.comment.csv",24
"PHI193807090",46,"$Buck Jordan called out on appeal for leaving 2B too soon","1938PHI.EVN.regular.comment.csv",25
"PHI193807090",50,"ej,jordb101,P,stewb901,Call at 2B Buck Jordan ejected by 1B umpire Bill Stewart for continuing to debate the appeal play","1938PHI.EVN.regular.comment.csv",26
"PHI193807280",10,"ej,weinp101,P,goetl901,Call at 1B (Appeal) $Pirates claimed Weintraub missed first base after hitting apparent double and he was called out; Weintraub ejected 1b umpire Goetz for arguing the call","1938PHI.EVN.regular.comment.csv",27
"PHI193807290",30,"$Mueller chipped tooth on stolen base","1938PHI.EVN.regular.comment.csv",28
"PHI193807290",74,"$Jordan called out for interference","1938PHI.EVN.regular.comment.csv",29
"PHI193807311",51,"$Billy Herman fell to ground injuring his back","1938PHI.EVN.regular.comment.csv",30
"PHI193808072",62,"$Game called for rain","1938PHI.EVN.regular.comment.csv",31
"PHI193808132",49,"ej,ott-m101,P,mageg901,Call at 3B $3bman Ott ejected by 3B umpire Magerkurth for arguing Brack was out at 3rd","1938PHI.EVN.regular.comment.csv",32
"PHI193808132",50,"Reconstructed top seventh through end of game","1938PHI.EVN.regular.comment.csv",33
"PHI193808132",55,"$Hank Leiber replaced after misplaying liner","1938PHI.EVN.regular.comment.csv",34
"PHI193808150",60,"$Two-base advance on hit and run gorund out","1938PHI.EVN.regular.comment.csv",35
"PHI193808170",0,"$15 minute rain delay at start","1938PHI.EVN.regular.comment.csv",36
"PHI193808170",14,"$21 minute rain delay","1938PHI.EVN.regular.comment.csv",37
"PHI193808170",61,"$Game called for rain and darkness","1938PHI.EVN.regular.comment.csv",38
"PHI193809052",45,"$Danning scored when 2bman held the ball","1938PHI.EVN.regular.comment.csv",39
"PHI193809070",59,"light rain started","1938PHI.EVN.regular.comment.csv",40
"PHI193809111",57,"ej,sutcb101,P,stard901,Fighting ej,yound105,P,stard901,Fighting $Runner Sutcliffe and SS Young ejected by 1B umpire Stark for fighting after play at 2nd base","1938PHI.EVN.regular.comment.csv",41
"PHI193809142",70,"Reconstructed last 1.5 innings","1938PHI.EVN.regular.comment.csv",42
"PHI193809182",44,"$Game called for darkness","1938PHI.EVN.regular.comment.csv",43
"PHI193809221",55,"ej,atwob101,P,barrg901,Call at HP (Kicked dirt) Bill Atwood ejected by HP umpire George Barr; Barr had cleaned HP but Atwood kicked dirt onto it","1938PHI.EVN.regular.comment.csv",44
"PHI193809232",8,"$Alex Pitko left with charley horse","1938PHI.EVN.regular.comment.csv",45
