"PIT193004260",63,"ej,bladr102,P,quige901,Call at 1B ej,doutt101,P,quige901,Call at 1B $Pirates Douthit and Blades (coaching 1st), ejected by 1B umpire Quigley for arguing Douthit was safe"FILENAME_TX","LINE_NUMBER_CT"

"PIT193005030",32,"$Berger had a hurting leg"1930PIT.EVN.regular.comment.csv",2

"PIT193005030",67,"Moore overran third, but Suhr threw wildly trying to nab him"1930PIT.EVN.regular.comment.csv",3

"PIT193005050",19,"$Charlie Hargreaves called for interference for running into his own batted ball"1930PIT.EVN.regular.comment.csv",4

"PIT193005050",26,"$Mel Ott and Travis Jackson both ended up at 3B"1930PIT.EVN.regular.comment.csv",5

"PIT193005060",40,"ej,carem101,C,donom901,Bench jockeying Pirates Coach Max Carey ejected by HP umpire Michael Donohue"1930PIT.EVN.regular.comment.csv",6

"PIT193005120",29,"7 minute rain delay"1930PIT.EVN.regular.comment.csv",7

"PIT193005120",34,"rain delay"1930PIT.EVN.regular.comment.csv",8

"PIT193005301",0,"$morning game"1930PIT.EVN.regular.comment.csv",9

"PIT193005301",40,"$Harry Heilmann picked up the ball after the missed play at 1B and threw it wildly back to Red Lucas"1930PIT.EVN.regular.comment.csv",10

"PIT193005302",0,"$Afternoon game"1930PIT.EVN.regular.comment.csv",11

"PIT193006180",35,"$Bill Walker wrenched his back"1930PIT.EVN.regular.comment.csv",12

"PIT193006210",64,"rain delay"1930PIT.EVN.regular.comment.csv",13

"PIT193006230",69,"$12th consecutive hit by Brooklyn batters"1930PIT.EVN.regular.comment.csv",14

"PIT193006261",24,"$Phil Collins dropped the ball"1930PIT.EVN.regular.comment.csv",15

"PIT193006262",18,"$lost in the sun"1930PIT.EVN.regular.comment.csv",16

"PIT193006262",48,"$lost in the sun"1930PIT.EVN.regular.comment.csv",17

"PIT193006300",57,"$AL Spohrer injured trying to stop the wild pitch"1930PIT.EVN.regular.comment.csv",18

"PIT193007041",0,"$Morning game"1930PIT.EVN.regular.comment.csv",19

"PIT193007041",74,"$first homer hit over the wall between the scoreboard and the LF pole"1930PIT.EVN.regular.comment.csv",20

"PIT193007041",79,"$Pie Traynor rounded 2B too far"1930PIT.EVN.regular.comment.csv",21

"PIT193007042",0,"$Afternoon game"1930PIT.EVN.regular.comment.csv",22

"PIT193007050",44,"$Rollie Hemsley injured on the wild pitch"1930PIT.EVN.regular.comment.csv",23

"PIT193007290",72,"$Andy High overslid 3B"1930PIT.EVN.regular.comment.csv",24

"PIT193007290",74,"$Rollie Hemsley left after being struck on the right hand by a foul ball"1930PIT.EVN.regular.comment.csv",25

"PIT193008081",25,"$rain started"1930PIT.EVN.regular.comment.csv",26

"PIT193008121",53,"$Spud Davis struck on the head by the throw"1930PIT.EVN.regular.comment.csv",27

"PIT193008151",82,"ej,thomf106,P,pfirc901,Balls and strikes Fresco Thompson ejected by HP umpire Cy Pfirman"1930PIT.EVN.regular.comment.csv",28

"PIT193008152",0,"$Fresco Thompson unavailable by rule due to first game ejection"1930PIT.EVN.regular.comment.csv",29

"PIT193008152",40,"$Glenn Spencer tripped over Spud Davis on the play and left with an injured leg"1930PIT.EVN.regular.comment.csv",30

"PIT193008152",61,"$Don Hurst didn't run to 1B"1930PIT.EVN.regular.comment.csv",31

"PIT193008200",22,"ej,grang102,P,mcgrt901,Balls and strikes George Grantham ejected by HP umpire Ted McGrew"1930PIT.EVN.regular.comment.csv",32

"PIT193008281",55,"$Leo Durocher left with unknown injury"1930PIT.EVN.regular.comment.csv",33

"PIT193008282",54,"$Harry Heilmann rounded 2B too far"1930PIT.EVN.regular.comment.csv",34

"PIT193009011",0,"$Labor Day morning game"1930PIT.EVN.regular.comment.csv",35

"PIT193009012",0,"$Labor Day afternoon game"1930PIT.EVN.regular.comment.csv",36

"PIT193009030",1,"$lost in the sun"1930PIT.EVN.regular.comment.csv",37

"PIT193009030",7,"$Denny Sothern fell rounding 3B and hurt his right leg"1930PIT.EVN.regular.comment.csv",38

"PIT193009040",44,"$Pie Traynor was trapped off 2B but returned safely"1930PIT.EVN.regular.comment.csv",39

"PIT193009060",86,"$Dick Bartell had run past 2B"1930PIT.EVN.regular.comment.csv",40

"PIT193009240",0,"Rain prior to and during the game"1930PIT.EVN.regular.comment.csv",41

"PIT193009240",43,"Game called - Rain"1930PIT.EVN.regular.comment.csv",42

