"MIN198710180",51,"420 feet","FILENAME_TX","LINE_NUMBER_CT"
"MIN198710240",16,"$Willie McGee leaped above Curt Ford at the wall but couldn't catch ball","1987WS.EVE.post.comment.csv",2
"MIN198710250",50,"ej,cox-d001,P,phild901,Balls and strikes Danny Cox ejected by HP umpire Dave Phillips after being removed from game","1987WS.EVE.post.comment.csv",3
